SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
N166|N166.mRNA.805.1	N166|N166.mRNA.10542.1	0.175045	0.577800	0.302950	646.470312	211.529688	3.132772	0.823018	1530
N166|N166.mRNA.808.1	N166|N166.mRNA.15100.1	0.009736	0.114366	0.085128	517.741671	184.258329	8.385278	0.111596	1005
N166|N166.mRNA.809.1	N166|N166.mRNA.15099.1	0.008450	0.123233	0.068566	953.196687	360.803313	6.549888	0.119901	1314
N166|N166.mRNA.1514.1	N166|N166.mRNA.16867.1	0.040802	0.153108	0.266491	151.117280	28.882720	1.053585	0.176467	363
N166|N166.mRNA.6303.1	N166|N166.mRNA.9395.1	0.000000	0.010275	0.000010	277.010896	97.989104	4.600000	0.008055	375
N166|N166.mRNA.6313.1	N166|N166.mRNA.5997.1	0.007333	0.064588	0.113532	1235.464684	558.535316	11.770658	0.075476	1794
N166|N166.mRNA.6314.1	N166|N166.mRNA.5998.1	0.028193	0.068055	0.414269	1090.002588	514.997412	12.100776	0.122951	1605
N166|N166.mRNA.6308.1	N166|N166.mRNA.5993.1	0.016691	0.104999	0.158961	1151.706935	495.293065	11.158658	0.129741	1647
N166|N166.mRNA.6304.1	N166|N166.mRNA.5987.1	0.009077	0.085550	0.106106	2107.379523	1048.620477	23.139208	0.103458	3162
N166|N166.mRNA.6306.1	N166|N166.mRNA.5991.1	0.014489	0.115935	0.124974	1256.773613	564.226387	23.371146	0.137764	1821
N166|N166.mRNA.6311.1	N166|N166.mRNA.5995.1	0.013259	0.092079	0.143996	1904.537299	813.462701	5.466222	0.110546	2721
N166|N166.mRNA.6315.1	N166|N166.mRNA.5999.1	0.000000	0.070489	0.000010	442.471208	166.528792	5.449033	0.057825	609
N166|N166.mRNA.6307.1	N166|N166.mRNA.5992.1	0.006849	0.098759	0.069347	733.686794	289.313206	5.053046	0.098525	1023
N166|N166.mRNA.6309.1	N166|N166.mRNA.5994.1	0.068782	0.184249	0.373308	1358.999653	408.000347	2.779455	0.286329	2514
N166|N166.mRNA.9824.1	N166|N166.mRNA.11798.1	0.008653	0.033451	0.258676	348.980052	92.019948	3.540421	0.041482	441
N166|N166.mRNA.4403.1	N166|N166.mRNA.9982.1	0.018385	0.101680	0.180809	275.617191	75.382809	5.559004	0.108820	2418
N166|N166.mRNA.4402.1	N166|N166.mRNA.9981.1	0.000000	0.051532	0.000010	390.441683	140.558317	4.600000	0.040922	531
N166|N166.mRNA.8631.1	N166|N166.mRNA.8854.1	0.003731	0.031310	0.119165	1344.278387	524.721613	6.171423	0.034421	1869
N166|N166.mRNA.8638.1	N166|N166.mRNA.8847.1	0.009193	0.050740	0.181172	437.804943	144.195057	6.893682	0.058459	582
N166|N166.mRNA.8640.1	N166|N166.mRNA.8845.1	0.027349	0.075639	0.361575	673.035663	268.964337	10.406507	0.123412	1002
N166|N166.mRNA.8632.1	N166|N166.mRNA.8853.1	0.000000	0.030270	0.000010	559.754440	202.245560	4.600000	0.024102	762
N166|N166.mRNA.8639.1	N166|N166.mRNA.8846.1	0.012414	0.076535	0.162200	1545.675256	647.324744	12.067480	0.094023	2193
N166|N166.mRNA.8636.1	N166|N166.mRNA.8849.1	0.009803	0.076955	0.127386	1647.250834	779.749166	25.613065	0.094133	2427
N166|N166.mRNA.8633.1	N166|N166.mRNA.8851.1	0.081725	0.211173	0.387004	482.528094	144.471906	2.726575	0.334656	657
N166|N166.mRNA.8630.1	N166|N166.mRNA.8855.1	0.000000	0.000000	99.000000	458.726862	153.273138	4.600000	0.000000	612
N166|N166.mRNA.8634.1	N166|N166.mRNA.8850.1	0.014042	0.031802	0.441552	215.650792	96.349208	4.600000	0.058579	312
N166|N166.mRNA.8637.1	N166|N166.mRNA.8848.1	0.005382	0.052170	0.103163	186.472204	59.527796	4.600000	0.050111	246
N166|N166.mRNA.3205.1	N166|N166.mRNA.18111.1	0.000000	0.000000	99.000000	292.630386	97.369614	4.600000	0.000000	1227
N166|N166.mRNA.1330.1	N166|N166.mRNA.17608.1	0.023861	0.106722	0.223578	191.643752	45.356248	2.442487	0.119156	585
N166|N166.mRNA.6466.1	N166|N166.mRNA.19416.1	0.023027	0.094956	0.242502	1858.757929	736.242071	10.402309	0.130304	2595
N166|N166.mRNA.6468.1	N166|N166.mRNA.19418.1	0.019926	0.110617	0.180136	1044.753046	470.246954	7.716184	0.144228	1515
N166|N166.mRNA.6470.1	N166|N166.mRNA.3011.1	0.000000	0.000000	99.000000	632.926118	222.073882	4.600000	0.000000	855
N166|N166.mRNA.6467.1	N166|N166.mRNA.19417.1	0.012906	0.102337	0.126109	744.348381	281.651619	5.893753	0.112368	1026
N166|N166.mRNA.6465.1	N166|N166.mRNA.19415.1	0.000000	0.013547	0.000010	183.512910	74.487090	4.600000	0.011733	3315
N166|N166.mRNA.6469.1	N166|N166.mRNA.19419.1	0.000000	0.121175	0.000010	339.692733	128.307267	16.161379	0.099664	468
N166|N166.mRNA.3199.1	N166|N166.mRNA.18703.1	0.035320	0.122682	0.287897	669.923187	284.076813	5.205948	0.184003	960
N166|N166.mRNA.2555.1	N166|N166.mRNA.9393.1	0.122775	0.239259	0.513148	227.627356	60.372644	1.085124	0.441581	618
N166|N166.mRNA.1348.1	N166|N166.mRNA.16037.1	0.000000	0.000000	99.000000	121.551539	43.448461	4.600000	0.000000	1293
N166|N166.mRNA.5772.1	N166|N166.mRNA.3380.1	0.000000	0.030755	0.000010	272.441415	99.558585	4.600000	0.024693	372
N166|N166.mRNA.5769.1	N166|N166.mRNA.5787.1	0.022223	0.095333	0.233114	1374.049691	527.950309	7.258234	0.127551	1902
N166|N166.mRNA.5773.1	N166|N166.mRNA.5783.1	0.003289	0.071528	0.045978	914.214392	351.785608	4.600000	0.066752	1266
N166|N166.mRNA.5771.1	N166|N166.mRNA.8679.1	0.077509	0.127271	0.609006	208.550026	58.449974	1.737878	0.265207	282
N166|N166.mRNA.5770.1	N166|N166.mRNA.5785.1	0.007699	0.048545	0.158599	1437.381887	599.618113	12.199039	0.059168	2040
N166|N166.mRNA.3599.1	N166|N166.mRNA.6734.1	0.000000	0.000000	99.000000	236.745448	99.254552	4.600000	0.000000	7365
N166|N166.mRNA.4332.1	N166|N166.mRNA.5133.1	0.004640	0.063389	0.073195	216.193646	65.806354	4.600000	0.055048	573
N166|N166.mRNA.4328.1	N166|N166.mRNA.493.1	0.004245	0.081417	0.052133	945.593770	437.406230	24.329247	0.085956	2340
N166|N166.mRNA.4329.1	N166|N166.mRNA.8891.1	0.387577	0.837821	0.462601	398.293929	135.706071	2.931403	1.505994	1461
N166|N166.mRNA.290.1	N166|N166.mRNA.17033.1	0.006330	0.090273	0.070125	476.171058	192.828942	5.972414	0.091577	669
N166|N166.mRNA.289.1	N166|N166.mRNA.17034.1	0.006789	0.072410	0.093759	888.297987	347.702013	7.782182	0.075747	1236
N166|N166.mRNA.13034.1	N166|N166.mRNA.19918.1	0.042492	0.197997	0.214611	206.154259	48.845741	2.414479	0.216838	270
N166|N166.mRNA.9298.1	N166|N166.mRNA.9213.1	0.285211	4.006426	0.071188	787.090491	208.909509	1.168008	3.197191	1071
N166|N166.mRNA.9299.1	N166|N166.mRNA.16102.1	0.468260	4.345671	0.107753	1384.601493	328.398507	1.169855	3.634791	2868
N166|N166.mRNA.9307.1	N166|N166.mRNA.19911.1	0.013164	0.141057	0.093325	460.951635	160.048365	2.887110	0.138376	630
N166|N166.mRNA.9301.1	N166|N166.mRNA.19916.1	0.068049	0.149326	0.455706	177.994189	80.005811	5.739533	0.279759	483
N166|N166.mRNA.9308.1	N166|N166.mRNA.19910.1	0.015285	0.068478	0.223216	739.940450	355.059550	18.710632	0.097600	2346
N166|N166.mRNA.9306.1	N166|N166.mRNA.19912.1	0.007086	0.083818	0.084541	2270.930612	1056.069388	18.992548	0.094327	3330
N166|N166.mRNA.9305.1	N166|N166.mRNA.19913.1	0.005141	0.061548	0.083532	585.522371	239.477629	6.241924	0.064544	825
N166|N166.mRNA.9302.1	N166|N166.mRNA.19915.1	0.000000	0.082995	0.000010	390.666248	116.333752	2.361567	0.057131	507
N166|N166.mRNA.9300.1	N166|N166.mRNA.19917.1	0.024804	0.083688	0.296384	329.718240	126.281760	4.600000	0.123333	456
N166|N166.mRNA.9297.1	N166|N166.mRNA.4853.1	0.005923	0.100541	0.058912	1357.768726	493.231274	20.928321	0.093407	2913
N166|N166.mRNA.9303.1	N166|N166.mRNA.19914.1	0.019707	0.072073	0.273436	2012.160519	768.839481	14.747877	0.102553	2790
N166|N166.mRNA.4206.1	N166|N166.mRNA.10961.1	0.000000	0.007805	0.000010	338.766336	129.233664	4.600000	0.006466	903
N166|N166.mRNA.4215.1	N166|N166.mRNA.4212.1	0.007187	0.090208	0.079673	559.220213	211.779787	4.600000	0.089974	771
N166|N166.mRNA.4211.1	N166|N166.mRNA.17143.1	0.435613	2.805873	0.155251	1444.028021	424.971979	1.553574	2.923684	2022
N166|N166.mRNA.4207.1	N166|N166.mRNA.10962.1	0.014841	0.014048	1.056418	204.148975	71.851025	4.600000	0.043904	276
N166|N166.mRNA.4217.1	N166|N166.mRNA.293.1	0.009606	0.271171	0.035425	314.564734	147.435266	10.867354	0.279234	543
N166|N166.mRNA.4216.1	N166|N166.mRNA.4213.1	0.002038	0.071923	0.028330	491.447172	189.552828	4.600000	0.064470	681
N166|N166.mRNA.4209.1	N166|N166.mRNA.10963.1	0.005582	0.032201	0.173363	899.007494	348.992506	4.600000	0.039078	1248
N166|N166.mRNA.1651.1	N166|N166.mRNA.6094.1	0.437326	2.885771	0.151546	193.115172	46.884828	1.739119	2.746915	1284
N166|N166.mRNA.1655.1	N166|N166.mRNA.14246.1	0.008529	0.058302	0.146287	589.898350	196.101650	5.828750	0.062841	786
N166|N166.mRNA.15517.1	N166|N166.mRNA.18366.1	0.000000	0.000000	99.000000	695.573080	246.426920	4.600000	0.000000	942
N166|N166.mRNA.15519.1	N166|N166.mRNA.18368.1	0.000000	0.000000	99.000000	291.645000	80.355000	4.600000	0.000000	372
N166|N166.mRNA.15518.1	N166|N166.mRNA.18367.1	0.000000	0.000000	99.000000	1412.354147	627.645853	4.600000	0.000000	2040
N166|N166.mRNA.15521.1	N166|N166.mRNA.18370.1	0.007184	0.003767	1.907219	699.838398	266.161602	4.600000	0.018726	1302
N166|N166.mRNA.15514.1	N166|N166.mRNA.18363.1	0.000000	0.000000	99.000000	1167.383857	368.616143	4.600000	0.000000	1536
N166|N166.mRNA.15520.1	N166|N166.mRNA.18369.1	0.000000	0.000000	99.000000	1378.717390	541.282610	4.600000	0.000000	1920
N166|N166.mRNA.15511.1	N166|N166.mRNA.19543.1	0.139711	0.269926	0.517591	1044.205638	278.794362	1.838638	0.501454	1566
