SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
Parpar1|Parpar1_100674	Parpar1|Parpar1_263899	0.196964	2.320829	0.084868	290.453770	90.546230	1.995767	2.105127	429
Parpar1|Parpar1_101831	Parpar1|Parpar1_415991	0.827276	4.557243	0.181530	1715.574138	435.425862	1.229355	4.746994	3228
Parpar1|Parpar1_10317	Parpar1|Parpar1_271031	0.504887	2.302234	0.219303	221.580610	78.419390	2.599097	2.924129	777
Parpar1|Parpar1_104096	Parpar1|Parpar1_415504	0.346904	4.116313	0.084276	865.125998	241.874002	1.215336	3.511504	1788
Parpar1|Parpar1_104245	Parpar1|Parpar1_408465	0.372029	0.684024	0.543884	328.164667	88.835333	0.887506	1.315485	534
Parpar1|Parpar1_104518	Parpar1|Parpar1_362167	0.547144	2.181503	0.250811	595.876808	205.123192	1.415572	2.897031	885
Parpar1|Parpar1_104720	Parpar1|Parpar1_402408	0.781970	1.213930	0.644164	528.726767	185.273233	2.137758	2.682172	1608
Parpar1|Parpar1_104972	Parpar1|Parpar1_477122	0.597628	2.403111	0.248689	7105.746203	2245.253797	1.607841	3.093419	9945
Parpar1|Parpar1_105321	Parpar1|Parpar1_392799	0.905401	4.101078	0.220771	791.989500	237.010500	1.602904	4.924392	1563
Parpar1|Parpar1_106127	Parpar1|Parpar1_408218	0.224523	1.162613	0.193119	214.844998	76.155002	1.581523	1.410066	291
Parpar1|Parpar1_107153	Parpar1|Parpar1_359665	0.262777	4.687235	0.056062	1768.170276	517.829724	1.254467	3.795045	2391
Parpar1|Parpar1_107813	Parpar1|Parpar1_398564	0.681812	3.559098	0.191569	394.938750	115.061250	1.469562	3.992872	756
Parpar1|Parpar1_109402	Parpar1|Parpar1_188872	0.025961	0.030567	0.849303	313.563683	100.436317	2.035530	0.081235	1422
Parpar1|Parpar1_109533	Parpar1|Parpar1_371087	0.604101	2.797460	0.215946	2571.588118	716.411882	1.607029	3.246015	3567
Parpar1|Parpar1_10979	Parpar1|Parpar1_473824	0.318519	2.964812	0.107433	729.534777	209.465223	1.571326	2.726504	951
Parpar1|Parpar1_110081	Parpar1|Parpar1_343093	0.796531	3.309352	0.240691	274.527096	82.472904	1.323438	4.131102	387
Parpar1|Parpar1_110418	Parpar1|Parpar1_425336	0.815854	4.169582	0.195668	979.322087	259.677913	1.253931	4.556251	1863
Parpar1|Parpar1_110705	Parpar1|Parpar1_483040	0.594132	4.161188	0.142779	853.212081	256.787919	1.382509	4.258010	2439
Parpar1|Parpar1_110737	Parpar1|Parpar1_348836	0.370670	2.374741	0.156089	568.741418	193.258582	1.677343	2.636830	1185
Parpar1|Parpar1_110738	Parpar1|Parpar1_217275	0.661686	2.702605	0.244833	892.655857	316.344143	2.074928	3.587126	2142
Parpar1|Parpar1_111484	Parpar1|Parpar1_370630	0.547738	5.488712	0.099794	1028.590455	282.409545	1.131306	4.836299	1446
Parpar1|Parpar1_111870	Parpar1|Parpar1_480470	0.573949	3.901543	0.147108	562.354317	181.645683	0.992221	4.159119	1911
Parpar1|Parpar1_112046	Parpar1|Parpar1_185855	0.004923	0.012912	0.381268	203.886253	78.113747	4.600000	0.021408	282
Parpar1|Parpar1_112190	Parpar1|Parpar1_452526	0.471070	1.825172	0.258096	249.493196	80.506804	1.369066	2.404251	657
Parpar1|Parpar1_11304	Parpar1|Parpar1_459483	0.574276	4.451065	0.129020	1236.053465	377.946535	1.458898	4.446283	1995
Parpar1|Parpar1_11320	Parpar1|Parpar1_441837	0.640705	4.374689	0.146457	1143.646511	341.353489	1.323255	4.497081	2232
Parpar1|Parpar1_113722	Parpar1|Parpar1_369160	0.632925	3.546024	0.178489	462.927256	113.072744	1.076594	3.614359	1401
