SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
Synplu1|Synplu1_100049	Synplu1|Synplu1_742833	0.002804	0.041731	0.067203	1071.735362	320.264638	1.007804	0.035282	1398
Synplu1|Synplu1_100093	Synplu1|Synplu1_655746	0.097142	0.063463	1.530697	426.179798	173.820202	6.486393	0.262155	849
Synplu1|Synplu1_100324	Synplu1|Synplu1_742840	0.013980	0.031115	0.449294	650.567388	297.432612	5.493899	0.058068	948
Synplu1|Synplu1_106413	Synplu1|Synplu1_333667	0.080038	0.096681	0.827859	645.532475	212.467525	3.398991	0.252479	1137
Synplu1|Synplu1_114485	Synplu1|Synplu1_694256	0.342746	2.565460	0.133600	589.081093	217.918907	2.080501	2.828876	837
Synplu1|Synplu1_115971	Synplu1|Synplu1_694416	0.653398	1.770963	0.368951	590.802491	168.197509	1.673936	2.703166	945
Synplu1|Synplu1_116641	Synplu1|Synplu1_622441	0.683952	3.455812	0.197913	334.741741	100.258259	1.443746	3.968420	525
Synplu1|Synplu1_117103	Synplu1|Synplu1_664500	0.781238	3.851977	0.202815	663.970959	170.029041	0.863678	4.221826	942
Synplu1|Synplu1_118596	Synplu1|Synplu1_681017	0.450264	3.175733	0.141783	266.985927	69.014073	1.369960	3.030217	672
Synplu1|Synplu1_123814	Synplu1|Synplu1_669421	0.006626	0.039899	0.166064	1668.411923	755.588077	7.676748	0.050992	2427
Synplu1|Synplu1_12469	Synplu1|Synplu1_746878	0.647704	2.076433	0.311931	545.668420	159.331580	1.159017	2.911799	1359
Synplu1|Synplu1_126710	Synplu1|Synplu1_745511	0.267302	3.044711	0.087792	657.700514	242.299486	2.360539	3.045121	1017
Synplu1|Synplu1_126831	Synplu1|Synplu1_695017	0.560924	3.106051	0.180591	656.333234	195.666766	1.247070	3.436282	1290
Synplu1|Synplu1_12705	Synplu1|Synplu1_662826	0.982559	1.910446	0.514308	1080.662762	407.337238	1.524427	3.709698	1737
Synplu1|Synplu1_127459	Synplu1|Synplu1_773367	0.701972	4.357126	0.161109	1211.547234	333.452766	1.420769	4.472558	3930
Synplu1|Synplu1_128125	Synplu1|Synplu1_663335	0.644880	2.257634	0.285644	2948.868322	972.131678	1.442938	3.134187	4647
Synplu1|Synplu1_128490	Synplu1|Synplu1_616658	0.667266	3.383939	0.197186	906.394128	266.605872	1.612878	3.854178	1521
Synplu1|Synplu1_131493	Synplu1|Synplu1_695297	0.625627	1.667319	0.375229	685.741360	232.258640	1.603475	2.667540	978
Synplu1|Synplu1_131659	Synplu1|Synplu1_695506	0.607492	1.922879	0.315928	694.973798	274.026202	2.845796	2.938421	993
Synplu1|Synplu1_136984	Synplu1|Synplu1_620383	0.868920	2.142046	0.405650	870.999550	344.000450	1.433341	3.688134	1845
Synplu1|Synplu1_136985	Synplu1|Synplu1_742848	0.019243	0.035205	0.546590	938.749525	267.250475	1.119785	0.068340	1581
Synplu1|Synplu1_137301	Synplu1|Synplu1_433789	0.000000	0.015223	0.000010	936.836312	398.163688	4.600000	0.013620	1512
Synplu1|Synplu1_137315	Synplu1|Synplu1_681024	0.127743	0.147876	0.863854	426.440409	143.559591	0.839022	0.398442	729
Synplu1|Synplu1_13776	Synplu1|Synplu1_242574	0.170728	0.354060	0.482201	211.215777	67.784223	3.915219	0.645807	603
Synplu1|Synplu1_14065	Synplu1|Synplu1_674693	0.697611	2.240443	0.311372	718.699800	226.300200	1.028365	3.201224	1758
Synplu1|Synplu1_143525	Synplu1|Synplu1_778217	0.444419	1.903736	0.233446	692.633532	249.366468	2.058831	2.492190	945
Synplu1|Synplu1_144259	Synplu1|Synplu1_695468	0.503203	2.301085	0.218681	495.317498	143.682502	1.365811	2.722399	1455
Synplu1|Synplu1_145232	Synplu1|Synplu1_778231	0.000000	0.033066	0.000010	195.257417	92.742583	4.600000	0.031944	1773
Synplu1|Synplu1_146079	Synplu1|Synplu1_388671	0.260577	0.360563	0.722696	586.632139	241.367861	4.109811	0.869171	1677
Synplu1|Synplu1_148111	Synplu1|Synplu1_740639	0.829937	2.753438	0.301418	531.345647	191.654353	1.209976	4.019467	858
Synplu1|Synplu1_157137	Synplu1|Synplu1_663338	0.679231	1.945060	0.349208	583.329943	214.670057	3.988168	3.059255	981
Synplu1|Synplu1_160444	Synplu1|Synplu1_621749	0.746218	2.797745	0.266721	785.853877	270.146123	1.363447	3.813120	1701
Synplu1|Synplu1_16289	Synplu1|Synplu1_258025	0.742836	1.917024	0.387494	1091.995637	378.004363	2.032186	3.134322	2037
Synplu1|Synplu1_163787	Synplu1|Synplu1_746023	0.448138	0.462841	0.968233	546.033632	182.966368	2.111075	1.355485	1023
Synplu1|Synplu1_164187	Synplu1|Synplu1_740964	0.708268	2.417144	0.293018	498.024838	149.975162	1.941688	3.311326	1128
Synplu1|Synplu1_16706	Synplu1|Synplu1_324937	0.899658	2.068886	0.434852	591.956929	218.043071	1.890197	3.643205	1224
Synplu1|Synplu1_171252	Synplu1|Synplu1_746830	0.126822	0.150860	0.840663	558.934370	251.065630	5.336502	0.402818	948
Synplu1|Synplu1_172835	Synplu1|Synplu1_746369	0.867127	4.169803	0.207954	742.245309	259.754691	1.086619	5.169902	1746
Synplu1|Synplu1_174781	Synplu1|Synplu1_735795	0.104299	0.264897	0.393736	305.242692	114.757308	2.684078	0.444540	753
