SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
G229|G229.mRNA.185.1	G229|G229.mRNA.187.1	0.000000	0.000000	99.000000	587.267716	237.732284	4.600000	0.000000	1068
G229|G229.mRNA.184.1	G229|G229.mRNA.5818.1	0.000000	0.000000	99.000000	478.150337	193.849663	4.600000	0.000000	2904
G229|G229.mRNA.290.1	G229|G229.mRNA.2913.1	0.441680	1.911967	0.231008	344.585291	114.414709	2.308480	2.424533	2682
G229|G229.mRNA.69.1	G229|G229.mRNA.5193.1	0.000000	0.000000	99.000000	333.691839	125.308161	4.600000	0.000000	876
G229|G229.mRNA.227.1	G229|G229.mRNA.3959.1	0.003643	0.000000	99.000000	550.395879	217.604121	4.600000	0.007831	903
G229|G229.mRNA.1360.1	G229|G229.mRNA.6691.1	0.502140	2.345493	0.214087	635.562399	225.437601	1.827034	2.954367	1551
G229|G229.mRNA.1356.1	G229|G229.mRNA.1399.1	0.293158	4.879743	0.060077	1949.638243	669.361757	1.857767	4.396181	2916
G229|G229.mRNA.1362.1	G229|G229.mRNA.5662.1	0.133044	1.512335	0.087973	1081.990956	394.009044	1.911150	1.503713	1479
G229|G229.mRNA.1359.1	G229|G229.mRNA.4960.1	0.794922	2.019213	0.393679	1016.546680	336.453320	1.558119	3.298107	1830
G229|G229.mRNA.7463.1	G229|G229.mRNA.15.1	0.716511	2.954651	0.242503	535.145166	163.854834	1.472998	3.723481	1428
G229|G229.mRNA.7414.1	G229|G229.mRNA.8744.1	0.027728	0.026995	1.027158	832.284367	433.715633	41.047498	0.082431	1326
G229|G229.mRNA.7464.1	G229|G229.mRNA.6132.1	0.563354	3.164978	0.177996	2437.099491	718.900509	1.567925	3.467922	4509
G229|G229.mRNA.7422.1	G229|G229.mRNA.1506.1	0.419236	4.582405	0.091488	1382.718041	450.281959	1.354293	4.325793	2259
G229|G229.mRNA.7428.1	G229|G229.mRNA.3324.1	0.399203	4.091158	0.097577	837.103863	233.896137	1.141958	3.616473	1584
G229|G229.mRNA.7480.1	G229|G229.mRNA.1500.1	0.884527	4.796889	0.184396	1285.068795	424.931205	1.916696	5.570220	2355
G229|G229.mRNA.7445.1	G229|G229.mRNA.1392.1	0.248221	2.538642	0.097777	2380.115578	868.884422	1.836002	2.582254	3402
G229|G229.mRNA.7476.1	G229|G229.mRNA.2609.1	0.316619	4.149987	0.076294	776.018460	252.981540	1.402248	3.777180	1053
G229|G229.mRNA.7446.1	G229|G229.mRNA.7396.1	0.819821	3.942282	0.207956	663.214692	191.785308	1.113661	4.560663	1008
G229|G229.mRNA.7441.1	G229|G229.mRNA.2270.1	0.162717	3.705858	0.043908	445.069724	139.930276	1.442264	3.030677	918
G229|G229.mRNA.7474.1	G229|G229.mRNA.7746.1	0.389990	2.683374	0.145336	1335.242460	440.757540	1.706483	2.877447	2655
G229|G229.mRNA.7423.1	G229|G229.mRNA.1505.1	0.254233	1.619308	0.157001	713.464204	264.535796	1.873178	1.870401	1014
