SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
Mormul1|Mormul1_10207	Mormul1|Mormul1_464404	0.099475	2.336843	0.042568	2436.688279	791.311721	1.969420	1.943830	3228
Mormul1|Mormul1_103124	Mormul1|Mormul1_2218	0.296064	3.533277	0.083793	316.853091	115.146909	1.857293	3.476770	642
Mormul1|Mormul1_103214	Mormul1|Mormul1_434135	0.436632	3.992825	0.109354	724.844787	205.155213	1.261889	3.663354	1170
Mormul1|Mormul1_103395	Mormul1|Mormul1_2044	0.228381	2.117550	0.107851	1194.713336	431.286664	2.491698	2.188415	3438
Mormul1|Mormul1_103744	Mormul1|Mormul1_471204	0.147510	1.769497	0.083363	999.189880	290.810120	2.074477	1.539484	1368
Mormul1|Mormul1_104401	Mormul1|Mormul1_391584	0.279434	3.895085	0.071740	647.911764	180.088236	1.068936	3.197492	969
Mormul1|Mormul1_104866	Mormul1|Mormul1_434603	0.353904	2.244789	0.157656	958.478307	298.521693	1.818468	2.408896	1752
Mormul1|Mormul1_105169	Mormul1|Mormul1_248650	0.641414	4.293957	0.149376	902.482316	306.517684	1.730842	4.702328	1653
Mormul1|Mormul1_105257	Mormul1|Mormul1_318	0.524882	1.974187	0.265873	414.157309	143.842691	1.793308	2.695463	672
Mormul1|Mormul1_105364	Mormul1|Mormul1_441319	0.470121	1.487798	0.315984	552.204929	194.795071	2.278910	2.206500	855
Mormul1|Mormul1_105554	Mormul1|Mormul1_434320	0.280495	1.715005	0.163553	1089.438630	356.561370	1.908346	1.902669	1551
Mormul1|Mormul1_105706	Mormul1|Mormul1_472524	0.323700	1.213010	0.266857	665.472290	255.527710	1.756269	1.711306	1020
Mormul1|Mormul1_106126	Mormul1|Mormul1_172096	0.389394	1.568029	0.248333	447.376170	146.623830	1.605857	2.040989	1029
Mormul1|Mormul1_106523	Mormul1|Mormul1_457306	0.842069	2.642889	0.318617	778.070437	268.929563	1.247493	3.913868	2289
Mormul1|Mormul1_10653	Mormul1|Mormul1_464384	0.253681	2.030519	0.124934	1292.049009	453.950991	2.203881	2.146949	2211
Mormul1|Mormul1_106682	Mormul1|Mormul1_501763	0.633808	1.075755	0.589175	612.634882	266.365118	3.574212	2.303195	1470
