SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
G677|G677.mRNA.420.1	G677|G677.mRNA.412.1	0.467787	1.095726	0.426919	589.796763	256.203237	2.112092	1.973856	1023
G677|G677.mRNA.1082.1	G677|G677.mRNA.6520.1	0.257225	1.492252	0.172374	725.252395	237.747605	1.018780	1.686394	999
G677|G677.mRNA.12612.1	G677|G677.mRNA.10658.1	0.073805	0.505104	0.146119	644.864482	174.135518	3.594464	0.496523	1281
G677|G677.mRNA.12619.1	G677|G677.mRNA.8224.1	0.085008	0.291424	0.291697	982.610478	355.389522	4.342374	0.419504	3648
G677|G677.mRNA.12624.1	G677|G677.mRNA.11684.1	0.502799	3.428703	0.146644	500.300915	96.699085	1.343495	2.930167	717
G677|G677.mRNA.12631.1	G677|G677.mRNA.6629.1	0.528821	1.832292	0.288612	656.995259	165.004741	1.733503	2.371422	1107
G677|G677.mRNA.12640.1	G677|G677.mRNA.6307.1	0.064161	1.345028	0.047703	1877.789427	495.210573	3.007839	0.994379	2421
G677|G677.mRNA.12634.1	G677|G677.mRNA.6437.1	0.850880	3.945780	0.215643	758.318097	192.681903	1.497852	4.433810	1257
G677|G677.mRNA.12633.1	G677|G677.mRNA.8591.1	0.261385	1.660091	0.157452	1572.245651	494.754349	2.018615	1.788531	2289
G677|G677.mRNA.12617.1	G677|G677.mRNA.6157.1	0.614403	1.347738	0.455878	469.982380	175.017620	2.190944	2.440170	984
G677|G677.mRNA.12620.1	G677|G677.mRNA.5551.1	0.264238	4.582929	0.057657	1904.403887	450.596113	1.774407	3.271676	2721
G677|G677.mRNA.12638.1	G677|G677.mRNA.11832.1	0.648063	2.179155	0.297392	934.705514	265.294486	1.541802	2.959664	1422
G677|G677.mRNA.12613.1	G677|G677.mRNA.9191.1	0.773563	4.761919	0.162448	2550.950551	572.049449	1.195902	4.512368	5970
G677|G677.mRNA.12628.1	G677|G677.mRNA.3302.1	0.008528	0.081134	0.105108	826.341063	319.658937	7.996944	0.086340	1146
G677|G677.mRNA.12623.1	G677|G677.mRNA.4968.1	0.695679	3.778158	0.184132	670.908984	154.091016	1.410577	3.814245	1050
G677|G677.mRNA.12615.1	G677|G677.mRNA.213.1	0.868640	4.291857	0.202393	1137.339330	305.660670	1.624505	4.781268	1965
G677|G677.mRNA.12627.1	G677|G677.mRNA.12799.1	0.523415	4.213912	0.124211	1056.510528	275.489472	1.467318	3.860094	1491
G677|G677.mRNA.12621.1	G677|G677.mRNA.2648.1	0.000000	0.645771	0.000010	494.271852	114.728148	1.314125	0.364966	609
G677|G677.mRNA.8459.1	G677|G677.mRNA.6213.1	0.117138	0.417417	0.280625	951.746925	320.253075	2.598935	0.578218	1983
G677|G677.mRNA.8458.1	G677|G677.mRNA.8596.1	0.079039	0.127128	0.621725	294.546962	104.453038	3.821464	0.274883	1005
G677|G677.mRNA.10027.1	G677|G677.mRNA.11217.1	0.067747	0.304336	0.222605	399.435452	158.564548	4.098126	0.404932	558
G677|G677.mRNA.10622.1	G677|G677.mRNA.2595.1	0.368211	1.913636	0.192415	752.089425	273.910575	1.951457	2.342378	1707
G677|G677.mRNA.10625.1	G677|G677.mRNA.9066.1	0.195331	1.316175	0.148408	707.752676	228.247324	3.360756	1.405961	945
