SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
Thasp1|Thasp1_10003	Thasp1|Thasp1_4494	0.000000	0.000000	99.000000	152.985347	63.014653	4.600000	0.000000	216
Thasp1|Thasp1_10061	Thasp1|Thasp1_19997	0.703723	3.680748	0.191190	530.677042	135.322958	1.164692	3.925853	825
Thasp1|Thasp1_10092	Thasp1|Thasp1_5134	0.408785	3.568456	0.114555	363.494148	116.505852	1.358206	3.527106	504
Thasp1|Thasp1_10120	Thasp1|Thasp1_5562	0.286231	1.039397	0.275382	399.979374	155.020626	3.746705	1.489808	561
Thasp1|Thasp1_10189	Thasp1|Thasp1_28538	0.356616	1.733176	0.205759	763.691895	301.308105	3.397684	2.238210	1947
Thasp1|Thasp1_10196	Thasp1|Thasp1_14880	0.671286	2.375542	0.282582	415.595996	115.404004	2.320043	3.125032	693
Thasp1|Thasp1_10214	Thasp1|Thasp1_21014	0.700325	4.337704	0.161451	1433.071393	324.928607	1.651919	4.117849	2184
Thasp1|Thasp1_10273	Thasp1|Thasp1_6603	0.000000	0.000000	99.000000	293.020166	99.979834	4.600000	0.000000	393
Thasp1|Thasp1_10303	Thasp1|Thasp1_10723	0.219749	1.270814	0.172920	323.264631	120.735369	3.299799	1.516685	642
Thasp1|Thasp1_10322	Thasp1|Thasp1_6501	0.240531	1.443043	0.166683	648.507367	254.492633	3.049789	1.738306	2127
Thasp1|Thasp1_10343	Thasp1|Thasp1_6016	0.586430	3.185964	0.184067	273.447054	77.552946	0.925897	3.482381	369
Thasp1|Thasp1_10367	Thasp1|Thasp1_29151	0.200460	1.220244	0.164279	477.864309	173.135691	3.421726	1.415026	1314
Thasp1|Thasp1_10427	Thasp1|Thasp1_10699	0.508687	3.031871	0.167780	255.031680	56.968320	1.338498	2.908192	348
Thasp1|Thasp1_10460	Thasp1|Thasp1_3746	0.068524	2.259624	0.030325	282.565680	83.434320	2.278512	1.704039	405
Thasp1|Thasp1_10476	Thasp1|Thasp1_8013	0.565130	3.582492	0.157748	615.994770	194.005230	1.220321	3.863480	1080
Thasp1|Thasp1_10506	Thasp1|Thasp1_32684	0.644624	1.827945	0.352650	504.074628	194.925372	1.188339	2.923827	1809
Thasp1|Thasp1_10521	Thasp1|Thasp1_11836	0.593318	3.270215	0.181431	367.715026	109.284974	0.786522	3.619859	663
Thasp1|Thasp1_10558	Thasp1|Thasp1_31041	0.415590	0.763223	0.544519	490.280367	175.719633	4.026350	1.521932	861
Thasp1|Thasp1_10566	Thasp1|Thasp1_14798	0.457020	3.352669	0.136315	361.767985	88.232015	1.232305	3.074318	963
Thasp1|Thasp1_10659	Thasp1|Thasp1_30814	0.592386	3.932856	0.150625	653.610087	189.389913	0.738725	4.028587	2916
Thasp1|Thasp1_10662	Thasp1|Thasp1_30391	0.205179	1.680751	0.122076	717.601557	182.398443	1.991165	1.512677	1149
Thasp1|Thasp1_10755	Thasp1|Thasp1_33294	0.527870	2.718386	0.194185	599.886559	150.113441	1.526632	2.898913	1134
Thasp1|Thasp1_10757	Thasp1|Thasp1_35320	0.000000	0.000000	99.000000	3168.707350	1193.292650	4.600000	0.000000	5862
Thasp1|Thasp1_10813	Thasp1|Thasp1_5948	0.000000	0.000000	99.000000	966.742909	416.257091	4.600000	0.000000	1383
Thasp1|Thasp1_10853	Thasp1|Thasp1_6857	0.656351	3.138267	0.209144	252.348796	65.651204	0.692085	3.506229	483
Thasp1|Thasp1_10869	Thasp1|Thasp1_12188	0.494995	3.747679	0.132080	506.045392	147.954608	1.088891	3.692553	1095
Thasp1|Thasp1_10892	Thasp1|Thasp1_16251	0.384126	1.465261	0.262155	393.729636	149.270364	1.910144	2.043988	966
Thasp1|Thasp1_10924	Thasp1|Thasp1_7303	0.522326	4.768237	0.109543	446.786417	123.213583	1.716501	4.320419	852
Thasp1|Thasp1_11036	Thasp1|Thasp1_28656	0.632798	2.212461	0.286015	363.883629	104.116371	1.911205	2.952680	1128
Thasp1|Thasp1_11042	Thasp1|Thasp1_29034	0.790398	4.320783	0.182929	1137.320173	317.679827	1.120630	4.683630	2796
Thasp1|Thasp1_11092	Thasp1|Thasp1_11387	0.320232	1.396002	0.229392	654.702258	248.297742	3.922119	1.848110	921
Thasp1|Thasp1_11191	Thasp1|Thasp1_25584	0.715866	2.015712	0.355143	369.373322	146.626678	2.623108	3.255692	891
Thasp1|Thasp1_11320	Thasp1|Thasp1_19252	0.089702	2.456566	0.036515	225.367536	71.632464	3.094149	1.981675	315
Thasp1|Thasp1_11371	Thasp1|Thasp1_31236	0.451032	3.636775	0.124020	454.382955	127.617045	1.368592	3.448740	1815
Thasp1|Thasp1_11428	Thasp1|Thasp1_4378	0.453927	1.516898	0.299247	634.344079	184.655921	1.783233	2.080769	1047
Thasp1|Thasp1_11460	Thasp1|Thasp1_19919	0.304003	0.946542	0.321173	532.629584	226.370416	4.139732	1.486918	978
Thasp1|Thasp1_11469	Thasp1|Thasp1_29958	0.633384	1.658352	0.381936	433.667415	169.332585	1.394150	2.763636	963
Thasp1|Thasp1_11546	Thasp1|Thasp1_7884	0.464289	2.682047	0.173110	1253.106886	411.893114	3.375807	3.038775	1674
Thasp1|Thasp1_11554	Thasp1|Thasp1_7107	0.582993	1.960342	0.297393	362.498461	111.501539	1.417551	2.720981	540
Thasp1|Thasp1_11566	Thasp1|Thasp1_8124	0.510688	2.344121	0.217859	865.737696	364.262304	1.576492	3.160969	1332
Thasp1|Thasp1_11622	Thasp1|Thasp1_35129	0.414971	1.955906	0.212163	811.642470	199.357530	1.585287	2.156475	1341
Thasp1|Thasp1_11657	Thasp1|Thasp1_15346	0.984709	2.982173	0.330199	932.021448	300.978552	1.550820	4.416885	1503
Thasp1|Thasp1_11739	Thasp1|Thasp1_17976	0.321651	2.095358	0.153506	758.764177	207.235823	1.931137	2.106492	1041
Thasp1|Thasp1_11763	Thasp1|Thasp1_3429	0.357856	3.386392	0.105675	220.754133	73.245867	1.655038	3.337115	525
Thasp1|Thasp1_11822	Thasp1|Thasp1_11861	0.233662	3.551971	0.065784	366.027010	113.972990	1.880314	3.064721	495
Thasp1|Thasp1_11823	Thasp1|Thasp1_34753	0.424305	1.770426	0.239663	1307.049447	360.950553	2.005416	2.146807	1863
Thasp1|Thasp1_11992	Thasp1|Thasp1_35209	0.792175	1.864936	0.424773	763.958521	325.041479	1.652504	3.337108	1374
Thasp1|Thasp1_11997	Thasp1|Thasp1_31935	0.853409	2.064495	0.413374	914.115052	297.884948	1.492579	3.453208	2325
Thasp1|Thasp1_12076	Thasp1|Thasp1_20053	0.359628	2.098353	0.171386	2803.060933	1108.939067	2.642866	2.557519	4392
Thasp1|Thasp1_12080	Thasp1|Thasp1_28496	0.674968	1.830165	0.368802	1637.987901	477.012099	1.445270	2.806524	2400
Thasp1|Thasp1_12090	Thasp1|Thasp1_33309	0.676165	2.472456	0.273479	953.664182	348.335818	1.867950	3.470228	1476
Thasp1|Thasp1_12139	Thasp1|Thasp1_20099	0.530370	4.003983	0.132461	1075.769821	208.230179	1.357586	3.281089	1617
Thasp1|Thasp1_12165	Thasp1|Thasp1_8391	0.736430	3.853894	0.191087	723.535860	170.464140	1.114333	3.992563	1275
Thasp1|Thasp1_12198	Thasp1|Thasp1_5065	0.447814	3.133344	0.142919	366.778302	65.221698	1.432843	2.559795	495
Thasp1|Thasp1_12201	Thasp1|Thasp1_12396	0.425294	2.428532	0.175124	692.825334	177.174666	1.596867	2.499754	1284
Thasp1|Thasp1_12240	Thasp1|Thasp1_16065	0.596280	3.904541	0.152714	1145.066217	372.933783	2.481761	4.227105	1716
Thasp1|Thasp1_12252	Thasp1|Thasp1_29094	0.395949	1.906624	0.207670	676.268079	202.731921	1.588080	2.233109	903
Thasp1|Thasp1_12264	Thasp1|Thasp1_31352	0.656054	4.276382	0.153413	1626.581481	299.418519	1.695520	3.656625	2331
Thasp1|Thasp1_12290	Thasp1|Thasp1_19640	0.280589	2.013232	0.139372	1646.518438	516.481562	2.065604	2.082928	2214
Thasp1|Thasp1_12291	Thasp1|Thasp1_17750	0.580883	4.038371	0.143841	898.000192	217.999808	1.022437	3.768808	1401
Thasp1|Thasp1_12298	Thasp1|Thasp1_32934	0.676656	2.179521	0.310461	1184.512626	303.487374	1.270890	2.949527	2157
Thasp1|Thasp1_12299	Thasp1|Thasp1_18152	0.502314	3.524004	0.142541	508.198675	109.801325	0.508342	3.117552	693
Thasp1|Thasp1_12315	Thasp1|Thasp1_5841	0.649836	4.078629	0.159327	966.978815	230.021185	1.220489	3.926186	4590
Thasp1|Thasp1_12322	Thasp1|Thasp1_14272	0.798913	4.142400	0.192862	874.564799	250.435201	1.029834	4.629611	1482
Thasp1|Thasp1_12340	Thasp1|Thasp1_34113	0.805416	2.667073	0.301985	896.306422	261.693578	1.363945	3.678383	1209
Thasp1|Thasp1_12346	Thasp1|Thasp1_31841	0.446566	2.259848	0.197609	1377.949758	419.050242	1.607517	2.608241	2262
Thasp1|Thasp1_12350	Thasp1|Thasp1_28181	0.574372	2.468943	0.232639	760.809788	241.190212	1.183025	3.091236	1113
Thasp1|Thasp1_12415	Thasp1|Thasp1_13343	0.980285	3.934430	0.249155	611.212080	189.787920	1.239927	5.040709	936
Thasp1|Thasp1_12437	Thasp1|Thasp1_32234	0.609999	3.126320	0.195117	741.441670	215.558330	1.367526	3.530354	1227
Thasp1|Thasp1_12460	Thasp1|Thasp1_30308	0.207985	1.417362	0.146741	683.192166	270.807834	3.527981	1.653856	957
Thasp1|Thasp1_12471	Thasp1|Thasp1_18445	0.645059	3.573929	0.180490	422.640847	117.359153	1.421999	3.844787	585
Thasp1|Thasp1_12477	Thasp1|Thasp1_2506	0.143558	1.101932	0.130279	743.214413	315.785587	7.939984	1.288013	1266
Thasp1|Thasp1_12484	Thasp1|Thasp1_28886	0.615988	4.229470	0.145642	1293.736001	281.263999	1.327696	3.783856	1653
Thasp1|Thasp1_12495	Thasp1|Thasp1_12529	0.515507	4.105311	0.125571	898.648282	238.351718	1.755117	3.804134	1233
Thasp1|Thasp1_12507	Thasp1|Thasp1_27038	0.464386	2.671868	0.173806	980.175641	363.824359	2.002216	3.185872	2196
Thasp1|Thasp1_12524	Thasp1|Thasp1_8973	0.538988	1.611773	0.334407	698.921012	195.078988	2.177046	2.319237	1116
Thasp1|Thasp1_12563	Thasp1|Thasp1_18744	0.672928	2.035459	0.330603	983.437111	360.562889	2.051642	3.115388	1671
Thasp1|Thasp1_12568	Thasp1|Thasp1_16158	0.345356	2.068959	0.166922	675.549968	245.450032	2.310794	2.414108	1143
Thasp1|Thasp1_12575	Thasp1|Thasp1_20014	0.523837	3.820039	0.137129	680.059480	162.940520	1.273025	3.482846	948
Thasp1|Thasp1_12604	Thasp1|Thasp1_23534	0.425110	2.237533	0.189990	791.592286	258.407714	2.084712	2.613455	1341
Thasp1|Thasp1_12609	Thasp1|Thasp1_13418	0.178840	1.842606	0.097058	254.069813	54.930187	1.584057	1.423811	345
Thasp1|Thasp1_12612	Thasp1|Thasp1_15036	0.489860	2.643445	0.185311	806.018347	285.981653	1.494568	3.161574	1302
Thasp1|Thasp1_12622	Thasp1|Thasp1_33171	0.460436	3.377388	0.136329	515.695771	90.304229	1.989223	2.685334	639
Thasp1|Thasp1_12624	Thasp1|Thasp1_22234	0.122758	0.941759	0.130350	847.831986	295.168014	4.828455	1.002770	1158
Thasp1|Thasp1_12665	Thasp1|Thasp1_5458	0.961449	4.012733	0.239600	728.326356	210.673644	1.275537	4.938101	1290
Thasp1|Thasp1_12679	Thasp1|Thasp1_28901	0.700054	3.117664	0.224544	350.784819	114.215181	2.528196	3.881632	636
Thasp1|Thasp1_12689	Thasp1|Thasp1_21823	0.477002	2.239995	0.212948	678.724273	221.275727	1.560493	2.731364	1317
Thasp1|Thasp1_12691	Thasp1|Thasp1_35171	0.376882	1.766328	0.213370	989.985419	321.014581	2.169213	2.151316	1437
Thasp1|Thasp1_12709	Thasp1|Thasp1_12711	0.299808	3.860933	0.077652	712.928298	172.071702	1.632549	2.976607	933
Thasp1|Thasp1_12714	Thasp1|Thasp1_12815	0.586842	3.467305	0.169250	1575.748052	410.251948	1.537795	3.545594	4065
Thasp1|Thasp1_12715	Thasp1|Thasp1_21638	0.474280	3.133329	0.151366	264.779631	65.220369	2.167087	2.999423	1302
Thasp1|Thasp1_12780	Thasp1|Thasp1_18880	0.645692	3.814758	0.169262	717.202718	161.797282	1.398022	3.687063	1041
Thasp1|Thasp1_12785	Thasp1|Thasp1_18134	0.000000	0.000000	99.000000	750.855722	290.144278	4.600000	0.000000	1041
Thasp1|Thasp1_12786	Thasp1|Thasp1_25656	0.894588	3.032906	0.294961	1029.825209	257.174791	1.851413	3.965633	1755
Thasp1|Thasp1_12796	Thasp1|Thasp1_30502	0.526933	3.292151	0.160057	557.413519	162.586481	0.974011	3.454079	1377
Thasp1|Thasp1_12808	Thasp1|Thasp1_34647	0.557016	2.486301	0.224034	2089.862365	652.137635	1.608927	3.047590	4254
Thasp1|Thasp1_12817	Thasp1|Thasp1_34396	0.817319	4.073090	0.200663	845.671203	228.328797	0.869427	4.528456	1371
Thasp1|Thasp1_12840	Thasp1|Thasp1_13858	0.913491	1.728729	0.528418	898.581997	322.418003	1.458541	3.386290	2109
Thasp1|Thasp1_12841	Thasp1|Thasp1_13228	0.466723	1.933003	0.241450	431.349036	141.650964	1.838356	2.487604	672
Thasp1|Thasp1_12844	Thasp1|Thasp1_30801	0.290701	2.592112	0.112148	793.416327	235.583673	1.603097	2.452789	1038
Thasp1|Thasp1_12845	Thasp1|Thasp1_19886	0.743245	2.796605	0.265767	1211.991743	375.008257	1.362650	3.685363	2457
Thasp1|Thasp1_12850	Thasp1|Thasp1_29649	0.275724	1.554308	0.177394	639.845663	242.154337	4.560717	1.880283	882
Thasp1|Thasp1_12852	Thasp1|Thasp1_31834	0.768924	2.872615	0.267674	693.271337	212.728663	2.239142	3.788611	1029
Thasp1|Thasp1_12906	Thasp1|Thasp1_17864	0.496906	4.699232	0.105742	2062.820452	526.179548	1.111336	4.052917	4020
Thasp1|Thasp1_12921	Thasp1|Thasp1_35168	0.720214	2.283377	0.315416	1007.966390	276.033610	1.229800	3.168784	1533
Thasp1|Thasp1_12932	Thasp1|Thasp1_4501	0.299855	2.258074	0.132792	129.697057	20.302943	1.243085	1.694718	228
Thasp1|Thasp1_12944	Thasp1|Thasp1_18421	0.580566	4.492624	0.129226	1493.519444	399.480556	1.355372	4.218387	2184
Thasp1|Thasp1_12992	Thasp1|Thasp1_35539	0.713691	1.928483	0.370079	823.679899	235.320101	1.473094	2.950890	2556
Thasp1|Thasp1_12996	Thasp1|Thasp1_34426	0.299382	1.893249	0.158131	1689.717345	497.282655	1.872525	1.985391	2211
Thasp1|Thasp1_13006	Thasp1|Thasp1_6840	0.323624	2.292542	0.141164	701.468553	195.531447	1.336895	2.258450	1074
Thasp1|Thasp1_13007	Thasp1|Thasp1_32586	0.354976	2.350066	0.151049	864.335987	239.664013	1.185554	2.364252	1116
Thasp1|Thasp1_13014	Thasp1|Thasp1_34364	0.829346	2.281028	0.363584	646.407516	163.592484	1.168503	3.367610	942
Thasp1|Thasp1_13030	Thasp1|Thasp1_13236	0.585085	4.606564	0.127011	1670.977588	465.022412	1.576123	4.381769	2991
Thasp1|Thasp1_13031	Thasp1|Thasp1_19780	0.690335	2.421667	0.285066	554.228363	159.771637	1.421388	3.233264	1176
Thasp1|Thasp1_13032	Thasp1|Thasp1_20291	0.308609	1.831347	0.168515	562.880169	166.119831	1.377875	1.966802	816
Thasp1|Thasp1_13045	Thasp1|Thasp1_17554	0.601815	1.593155	0.377750	1146.780526	419.219474	1.468000	2.601593	2052
Thasp1|Thasp1_13084	Thasp1|Thasp1_34455	0.767942	2.450953	0.313324	2504.707128	693.292872	1.519577	3.398404	4143
Thasp1|Thasp1_13092	Thasp1|Thasp1_16787	0.715415	3.880574	0.184358	726.362611	176.637389	0.919654	4.003673	1278
Thasp1|Thasp1_13119	Thasp1|Thasp1_27704	0.831095	2.636876	0.315182	658.677789	175.322211	1.563148	3.632111	1008
Thasp1|Thasp1_13132	Thasp1|Thasp1_28034	0.424690	3.944126	0.107677	854.742703	192.257297	1.758648	3.212860	1062
Thasp1|Thasp1_13151	Thasp1|Thasp1_16205	0.666176	2.006056	0.332082	667.522630	187.477370	1.132063	2.879922	1101
Thasp1|Thasp1_13177	Thasp1|Thasp1_28079	0.557046	3.738221	0.149014	492.899562	146.100438	2.267915	3.853161	681
Thasp1|Thasp1_13212	Thasp1|Thasp1_25092	0.686429	2.191268	0.313257	497.933711	171.066289	1.514341	3.213670	858
Thasp1|Thasp1_13256	Thasp1|Thasp1_29568	1.011209	4.030907	0.250864	954.808421	257.191579	1.982874	4.956006	1374
Thasp1|Thasp1_13276	Thasp1|Thasp1_6036	0.666024	3.859590	0.172563	662.236287	171.763713	0.972284	3.971232	1326
Thasp1|Thasp1_13279	Thasp1|Thasp1_34511	0.590156	2.392859	0.246632	1083.038664	314.961336	1.314312	2.988883	2949
Thasp1|Thasp1_13287	Thasp1|Thasp1_31674	0.886980	2.197523	0.403627	1151.634044	354.365956	1.443680	3.586064	3711
Thasp1|Thasp1_13294	Thasp1|Thasp1_29100	0.209931	1.278410	0.164213	2939.909753	912.090247	2.632186	1.388788	4179
Thasp1|Thasp1_13297	Thasp1|Thasp1_18099	0.761104	2.407256	0.316171	1005.315117	275.684883	1.405237	3.346120	1494
Thasp1|Thasp1_13302	Thasp1|Thasp1_31622	0.649974	4.429931	0.146723	646.614279	223.385721	1.104384	4.861605	1032
Thasp1|Thasp1_13313	Thasp1|Thasp1_14112	0.309034	2.337632	0.132200	749.583318	219.416682	2.341368	2.305146	1215
Thasp1|Thasp1_13348	Thasp1|Thasp1_14502	0.472442	1.482297	0.318723	776.567009	309.432991	3.938797	2.280537	1236
Thasp1|Thasp1_13364	Thasp1|Thasp1_30701	0.528704	2.572620	0.205512	783.220952	212.779048	1.501833	2.896059	1056
