SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
DimcrSC1|DimcrSC1_10002	DimcrSC1|DimcrSC1_39778	0.035930	0.245558	0.146321	142.617564	40.382436	2.159105	0.246566	918
DimcrSC1|DimcrSC1_10008	DimcrSC1|DimcrSC1_32802	0.916315	3.986460	0.229857	609.578520	203.421480	1.551871	5.053496	1179
DimcrSC1|DimcrSC1_1000	DimcrSC1|DimcrSC1_13674	0.708113	3.490647	0.202860	539.975212	105.024788	1.436662	3.483571	714
DimcrSC1|DimcrSC1_10016	DimcrSC1|DimcrSC1_6573	0.372751	1.646012	0.226457	176.735599	45.264401	1.233742	1.897082	468
DimcrSC1|DimcrSC1_10018	DimcrSC1|DimcrSC1_39584	0.559034	4.480194	0.124779	1314.085545	392.914455	1.313801	4.384801	1980
DimcrSC1|DimcrSC1_10047	DimcrSC1|DimcrSC1_43823	0.598021	3.637162	0.164420	712.317247	127.682753	1.056841	3.179941	1128
DimcrSC1|DimcrSC1_10056	DimcrSC1|DimcrSC1_6387	0.189193	0.426535	0.443558	130.485765	49.514235	4.167898	0.763442	570
DimcrSC1|DimcrSC1_10075	DimcrSC1|DimcrSC1_19706	0.334530	1.776404	0.188318	785.449450	339.550550	2.819042	2.309160	2397
DimcrSC1|DimcrSC1_10149	DimcrSC1|DimcrSC1_24262	0.586400	1.974091	0.297048	718.577496	214.422504	1.893028	2.715959	1131
DimcrSC1|DimcrSC1_10184	DimcrSC1|DimcrSC1_40148	0.000000	0.000000	99.000000	245.677210	90.322790	4.600000	0.000000	951
DimcrSC1|DimcrSC1_10492	DimcrSC1|DimcrSC1_3689	0.550088	3.794231	0.144980	556.570932	157.429068	1.374579	3.796158	3147
DimcrSC1|DimcrSC1_10605	DimcrSC1|DimcrSC1_20987	0.495104	3.851690	0.128542	883.035922	169.964078	0.826653	3.110667	1227
DimcrSC1|DimcrSC1_10614	DimcrSC1|DimcrSC1_42516	0.493679	3.810210	0.129567	733.180933	160.819067	1.167218	3.270841	1410
DimcrSC1|DimcrSC1_1061	DimcrSC1|DimcrSC1_42051	0.623669	3.998300	0.155984	1062.341673	206.658327	1.343406	3.519697	1533
DimcrSC1|DimcrSC1_10644	DimcrSC1|DimcrSC1_39880	0.625815	3.493253	0.179150	509.609751	105.390249	1.128764	3.351592	1284
DimcrSC1|DimcrSC1_10911	DimcrSC1|DimcrSC1_5224	0.578573	2.111867	0.273963	270.525437	65.474563	1.262983	2.632073	360
DimcrSC1|DimcrSC1_11003	DimcrSC1|DimcrSC1_4468	0.340334	3.812687	0.089264	489.649001	161.350999	1.961055	3.602881	708
DimcrSC1|DimcrSC1_11042	DimcrSC1|DimcrSC1_43558	0.525149	3.609033	0.145510	396.017300	122.982700	1.291826	3.767726	1317
DimcrSC1|DimcrSC1_11074	DimcrSC1|DimcrSC1_9182	0.669986	2.082012	0.321797	246.468854	74.531146	1.495072	2.993509	354
DimcrSC1|DimcrSC1_11083	DimcrSC1|DimcrSC1_15988	0.767035	3.943779	0.194492	758.831704	192.168296	1.479312	4.226876	1188
DimcrSC1|DimcrSC1_11139	DimcrSC1|DimcrSC1_5732	0.239942	3.233245	0.074211	213.485508	74.514492	1.409363	3.043206	516
DimcrSC1|DimcrSC1_11164	DimcrSC1|DimcrSC1_20232	0.725108	4.139867	0.175152	1168.853252	397.146748	1.157778	4.773332	2853
DimcrSC1|DimcrSC1_11185	DimcrSC1|DimcrSC1_43422	0.759677	2.189956	0.346892	920.738062	300.261938	1.369272	3.334212	1509
DimcrSC1|DimcrSC1_11213	DimcrSC1|DimcrSC1_22823	0.723400	3.624320	0.199596	408.484808	125.515192	1.469053	4.215760	2190
DimcrSC1|DimcrSC1_11271	DimcrSC1|DimcrSC1_2878	0.486353	4.235811	0.114819	934.348122	283.651878	1.369143	4.078617	1386
DimcrSC1|DimcrSC1_11300	DimcrSC1|DimcrSC1_4106	0.204611	2.176174	0.094023	240.760386	83.239614	1.128169	2.133391	339
DimcrSC1|DimcrSC1_11369	DimcrSC1|DimcrSC1_12702	0.069010	0.785106	0.087898	333.744605	107.255395	3.508210	0.729513	1248
DimcrSC1|DimcrSC1_11507	DimcrSC1|DimcrSC1_22356	0.557939	3.138615	0.177766	267.318347	65.681653	1.452369	3.200871	1635
DimcrSC1|DimcrSC1_11556	DimcrSC1|DimcrSC1_21490	0.735870	3.022395	0.243473	450.158503	134.841497	1.355307	3.788731	792
DimcrSC1|DimcrSC1_11590	DimcrSC1|DimcrSC1_12326	0.000000	0.000000	99.000000	345.800227	92.199773	4.600000	0.000000	438
DimcrSC1|DimcrSC1_11591	DimcrSC1|DimcrSC1_206	0.457259	1.924174	0.237639	622.028013	235.971987	2.390699	2.582096	1299
DimcrSC1|DimcrSC1_11610	DimcrSC1|DimcrSC1_24203	0.340980	1.613191	0.211370	420.222005	170.777995	2.431684	2.125812	786
DimcrSC1|DimcrSC1_11630	DimcrSC1|DimcrSC1_33601	0.259474	2.475379	0.104822	386.555202	93.444798	2.347468	2.072576	639
DimcrSC1|DimcrSC1_1166	DimcrSC1|DimcrSC1_11850	0.251979	2.889423	0.087207	216.886311	47.113689	0.943735	2.167979	300
DimcrSC1|DimcrSC1_1177	DimcrSC1|DimcrSC1_42431	0.618053	3.990521	0.154880	812.473977	204.526023	1.202679	3.888842	1329
DimcrSC1|DimcrSC1_11801	DimcrSC1|DimcrSC1_5883	0.488239	2.236524	0.218303	265.773575	70.226425	1.805115	2.560931	567
DimcrSC1|DimcrSC1_11890	DimcrSC1|DimcrSC1_1593	0.220445	2.881699	0.076498	160.368985	46.631015	0.727266	2.459843	222
DimcrSC1|DimcrSC1_11893	DimcrSC1|DimcrSC1_5983	0.485276	1.905942	0.254612	281.709609	57.290391	2.428179	2.176099	603
DimcrSC1|DimcrSC1_1199	DimcrSC1|DimcrSC1_42330	0.539736	4.284950	0.125961	1149.141289	302.858711	1.487298	3.962742	1686
DimcrSC1|DimcrSC1_12127	DimcrSC1|DimcrSC1_737	0.476710	2.251888	0.211694	241.496133	79.503867	1.912840	2.749136	354
DimcrSC1|DimcrSC1_12147	DimcrSC1|DimcrSC1_35668	0.121235	0.794217	0.152647	366.376255	113.623745	1.878976	0.841622	645
DimcrSC1|DimcrSC1_12184	DimcrSC1|DimcrSC1_6581	0.064825	0.311792	0.207910	266.982325	114.017675	7.242731	0.416195	549
DimcrSC1|DimcrSC1_12191	DimcrSC1|DimcrSC1_9686	0.001716	0.249949	0.006866	583.332075	193.667925	18.356936	0.190766	783
DimcrSC1|DimcrSC1_12219	DimcrSC1|DimcrSC1_35419	0.734541	3.657232	0.200846	477.854192	131.145808	1.827258	4.091795	2664
DimcrSC1|DimcrSC1_12250	DimcrSC1|DimcrSC1_8196	0.391038	2.414993	0.161921	157.972099	25.027901	0.639267	2.003531	255
DimcrSC1|DimcrSC1_12343	DimcrSC1|DimcrSC1_14272	0.650444	3.225229	0.201674	325.277656	73.722344	1.656332	3.378544	981
DimcrSC1|DimcrSC1_12369	DimcrSC1|DimcrSC1_19203	0.745614	3.825093	0.194927	540.957835	164.042165	1.030104	4.386477	1191
