SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
Morel2|Morel2_151108	Morel2|Morel2_138984	0.439449	1.447761	0.303537	1010.030517	411.969483	1.930253	2.194705	1530
Morel2|Morel2_132133	Morel2|Morel2_103790	0.331716	3.533834	0.093869	359.750098	111.249902	0.714058	3.264163	573
Morel2|Morel2_12591	Morel2|Morel2_151279	0.527539	3.552185	0.148511	4008.348627	1277.651373	1.290328	3.775830	6201
Morel2|Morel2_1021548	Morel2|Morel2_373594	0.425833	4.550776	0.093574	1611.312966	431.687034	1.261622	3.892307	3729
Morel2|Morel2_132126	Morel2|Morel2_140945	0.012019	0.627147	0.019164	251.690673	30.309327	0.557192	0.234398	462
Morel2|Morel2_120267	Morel2|Morel2_12855	0.155126	1.373178	0.112968	3180.096898	854.903102	1.281265	1.239590	4197
Morel2|Morel2_103545	Morel2|Morel2_77536	0.594298	4.356358	0.136421	1412.888489	333.111511	1.393871	3.936135	1983
Morel2|Morel2_151097	Morel2|Morel2_86470	0.142929	1.758997	0.081256	577.849391	184.150609	1.653441	1.600441	948
Morel2|Morel2_132121	Morel2|Morel2_65213	0.020230	1.328726	0.015225	701.894647	222.105353	3.499687	1.004273	927
Morel2|Morel2_39161	Morel2|Morel2_136308	0.365414	3.500789	0.104380	526.545422	106.454578	1.372981	2.678114	783
Morel2|Morel2_147656	Morel2|Morel2_35908	0.319733	1.582465	0.202047	1405.499565	493.500435	1.719847	1.943652	2184
Morel2|Morel2_132113	Morel2|Morel2_65692	0.789552	1.771544	0.445686	1324.059191	397.940809	1.807637	3.049448	2136
Morel2|Morel2_132112	Morel2|Morel2_132320	0.555358	2.968839	0.187062	625.367204	178.632796	1.248676	3.274757	1284
Morel2|Morel2_132106	Morel2|Morel2_92429	0.391028	1.758704	0.222339	284.408027	96.591973	2.158391	2.213293	444
Morel2|Morel2_132102	Morel2|Morel2_27348	0.177765	1.541514	0.115318	685.913973	175.086027	1.653178	1.365258	894
