SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
Thaele1|Thaele1_100486	Thaele1|Thaele1_439290	0.472897	2.036081	0.232258	566.109941	162.890059	2.777211	2.466539	1023
Thaele1|Thaele1_100648	Thaele1|Thaele1_412833	0.035036	0.707436	0.049526	336.010208	89.989792	1.112290	0.531229	438
Thaele1|Thaele1_105321	Thaele1|Thaele1_491256	0.194595	0.391650	0.496858	2379.761998	683.238002	3.260716	0.715651	3594
Thaele1|Thaele1_105546	Thaele1|Thaele1_422314	0.281092	3.721591	0.075530	781.103445	142.896555	1.410478	2.439496	963
Thaele1|Thaele1_107458	Thaele1|Thaele1_187514	0.711663	4.077355	0.174540	1036.369086	229.630914	1.401862	3.966427	1611
Thaele1|Thaele1_108441	Thaele1|Thaele1_405861	0.656927	4.225289	0.155475	1310.299737	279.700263	1.298634	3.853936	3180
Thaele1|Thaele1_10861	Thaele1|Thaele1_409173	0.684307	4.564546	0.149918	1864.313571	439.686429	1.527819	4.274392	2505
Thaele1|Thaele1_108721	Thaele1|Thaele1_493853	0.658882	4.037121	0.163206	1003.363071	217.636929	1.284751	3.783106	1251
Thaele1|Thaele1_109157	Thaele1|Thaele1_382520	0.044748	0.289874	0.154371	323.115401	123.884599	6.166399	0.338052	525
Thaele1|Thaele1_109839	Thaele1|Thaele1_431126	0.637955	1.714919	0.372003	1067.425645	285.574355	2.216046	2.595802	3402
Thaele1|Thaele1_109846	Thaele1|Thaele1_414881	0.114057	0.891890	0.127882	413.205151	111.794849	3.604732	0.839072	525
Thaele1|Thaele1_110945	Thaele1|Thaele1_334071	0.500671	4.468773	0.112038	1590.023531	386.976469	1.124476	3.832153	2325
Thaele1|Thaele1_111047	Thaele1|Thaele1_457615	0.116550	0.180191	0.646812	634.839932	253.160068	7.930386	0.404080	3132
Thaele1|Thaele1_111132	Thaele1|Thaele1_496360	0.095955	0.139833	0.686211	991.894804	364.105196	5.245364	0.323210	1998
Thaele1|Thaele1_111596	Thaele1|Thaele1_432082	0.334915	4.042650	0.082845	854.752903	219.247097	1.755498	3.275444	1113
Thaele1|Thaele1_11192	Thaele1|Thaele1_343980	0.226833	3.878755	0.058481	609.790509	176.209491	1.414624	3.136619	792
Thaele1|Thaele1_112035	Thaele1|Thaele1_112613	0.104024	0.101015	1.029786	582.642050	215.357950	7.216300	0.309636	1371
Thaele1|Thaele1_112036	Thaele1|Thaele1_454911	0.109313	0.184670	0.591934	1153.141645	451.858355	7.164306	0.391584	3837
Thaele1|Thaele1_112164	Thaele1|Thaele1_333125	0.935131	4.286499	0.218157	1043.515181	303.484819	1.261141	5.070626	1500
Thaele1|Thaele1_112256	Thaele1|Thaele1_445385	0.639185	3.290334	0.194261	1200.346311	311.653689	1.405983	3.556921	1638
Thaele1|Thaele1_112973	Thaele1|Thaele1_489824	0.763139	3.916528	0.194851	660.688695	185.311305	1.453462	4.361610	1629
Thaele1|Thaele1_113269	Thaele1|Thaele1_452870	0.158009	1.468367	0.107608	1979.520894	498.479106	1.483556	1.264809	2904
Thaele1|Thaele1_113677	Thaele1|Thaele1_381374	0.730004	4.172451	0.174958	1173.326791	260.673209	1.270955	4.067321	1560
Thaele1|Thaele1_11622	Thaele1|Thaele1_428837	0.436236	3.866240	0.112832	669.706406	173.293594	1.366886	3.424003	1107
Thaele1|Thaele1_118698	Thaele1|Thaele1_378220	0.649822	3.680502	0.176558	755.721450	135.278550	1.041877	3.329891	2421
Thaele1|Thaele1_125266	Thaele1|Thaele1_383712	0.287401	4.038797	0.071160	981.876090	218.123910	1.230233	2.907875	1542
Thaele1|Thaele1_127933	Thaele1|Thaele1_364787	0.291754	4.525473	0.064469	1973.633698	417.366302	1.489555	3.092341	2403
Thaele1|Thaele1_130345	Thaele1|Thaele1_364045	0.329320	3.237406	0.101724	1036.865936	268.134064	1.805399	2.780505	2034
Thaele1|Thaele1_130663	Thaele1|Thaele1_438599	0.295147	4.373609	0.067484	1555.137758	340.862242	1.450864	3.085114	2058
Thaele1|Thaele1_131272	Thaele1|Thaele1_462371	0.689803	3.932008	0.175433	839.824174	189.175826	1.231211	3.857592	1257
Thaele1|Thaele1_132686	Thaele1|Thaele1_483402	0.868120	5.439952	0.159582	6477.283314	1412.716686	1.230389	5.060142	10338
Thaele1|Thaele1_132805	Thaele1|Thaele1_429196	0.000000	0.116907	0.000010	105.810696	47.189304	10.348407	0.108172	153
Thaele1|Thaele1_133769	Thaele1|Thaele1_349399	0.158575	0.206801	0.766797	246.448423	74.551577	2.083786	0.509325	330
Thaele1|Thaele1_133863	Thaele1|Thaele1_373416	0.508089	4.759179	0.106760	1851.036537	569.963463	1.655069	4.526704	2643
