SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
N157|N157.mRNA.721.1	N157|N157.mRNA.4271.1	0.156487	2.230803	0.070148	925.524308	259.475692	2.560717	1.832080	1236
N157|N157.mRNA.720.1	N157|N157.mRNA.11932.1	0.140898	4.676145	0.030131	1988.770975	510.229025	1.244018	3.200624	3291
N157|N157.mRNA.717.1	N157|N157.mRNA.6813.1	0.605042	4.387283	0.137908	1269.866062	347.133938	1.351186	4.251015	2250
N157|N157.mRNA.5515.1	N157|N157.mRNA.3721.1	0.191229	4.142951	0.046158	1156.380635	250.619365	1.226479	2.685367	1497
N157|N157.mRNA.5533.1	N157|N157.mRNA.3522.1	0.288372	4.353487	0.066239	1267.161062	331.838938	2.323864	3.396004	2478
N157|N157.mRNA.5536.1	N157|N157.mRNA.11198.1	0.300239	3.796700	0.079079	751.051796	157.948204	1.664933	2.723357	1164
N157|N157.mRNA.5534.1	N157|N157.mRNA.5424.1	0.410627	1.946150	0.210995	421.853311	106.146689	1.672840	2.157965	609
N157|N157.mRNA.5519.1	N157|N157.mRNA.8903.1	0.295657	3.531211	0.083727	435.138526	110.861474	1.290331	2.857840	1836
N157|N157.mRNA.5528.1	N157|N157.mRNA.11587.1	0.615405	3.099158	0.198572	568.123219	175.876781	2.562301	3.607645	1074
N157|N157.mRNA.5531.1	N157|N157.mRNA.1126.1	0.186298	4.390695	0.042430	1331.283384	348.716616	1.272229	3.177007	1716
N157|N157.mRNA.5516.1	N157|N157.mRNA.11652.1	0.660634	4.258746	0.155124	1090.539986	292.460014	1.727320	4.264556	1620
N157|N157.mRNA.5518.1	N157|N157.mRNA.10193.1	0.865003	4.364608	0.198186	1364.204015	336.795985	1.416342	4.673762	2160
N157|N157.mRNA.5530.1	N157|N157.mRNA.5983.1	0.191260	1.389897	0.137608	672.851936	200.148064	2.238150	1.398196	873
N157|N157.mRNA.5537.1	N157|N157.mRNA.4925.1	0.482144	4.803869	0.100366	2533.042072	604.957928	1.029955	3.945918	3402
N157|N157.mRNA.5535.1	N157|N157.mRNA.3524.1	0.114375	2.483921	0.046046	843.265934	245.734066	2.590625	1.947197	1089
N157|N157.mRNA.5532.1	N157|N157.mRNA.1753.1	0.386689	3.994239	0.096812	907.457573	205.542427	1.415019	3.158733	1542
N157|N157.mRNA.5526.1	N157|N157.mRNA.8895.1	0.104148	4.304432	0.024195	1159.171039	310.828961	1.486375	2.976872	1560
N157|N157.mRNA.5524.1	N157|N157.mRNA.4984.1	0.016293	0.429186	0.037962	310.322866	85.677134	1.756086	0.316875	405
N157|N157.mRNA.5538.1	N157|N157.mRNA.1377.1	0.407292	4.355374	0.093515	1540.893276	442.106724	1.748973	3.862532	2940
N157|N157.mRNA.5520.1	N157|N157.mRNA.8900.1	0.256344	3.471608	0.073840	422.607760	102.392240	1.652332	2.650278	1158
N157|N157.mRNA.5517.1	N157|N157.mRNA.9693.1	0.557401	4.094389	0.136138	944.094124	234.905876	1.472869	3.786347	1542
N157|N157.mRNA.5522.1	N157|N157.mRNA.4034.1	0.843304	4.589284	0.183755	1816.569329	454.430671	0.984365	4.778641	3177
N157|N157.mRNA.5529.1	N157|N157.mRNA.11069.1	0.384367	4.049515	0.094917	786.736626	221.263374	1.639835	3.566681	1509
N157|N157.mRNA.5521.1	N157|N157.mRNA.9582.1	0.516505	3.862073	0.133738	748.666747	172.333253	0.949238	3.427536	1107
N157|N157.mRNA.5514.1	N157|N157.mRNA.3722.1	0.400404	3.893149	0.102848	753.376127	179.623873	1.469355	3.218513	1389
N157|N157.mRNA.4923.1	N157|N157.mRNA.7940.1	0.682171	4.092737	0.166678	1103.610869	234.389131	1.145527	3.838889	1461
N157|N157.mRNA.4902.1	N157|N157.mRNA.6051.1	0.661070	4.400417	0.150229	1602.733552	353.266448	0.947560	4.009261	2526
N157|N157.mRNA.4887.1	N157|N157.mRNA.2993.1	0.267144	4.106370	0.065056	925.311288	238.688712	1.426409	3.163235	1434
N157|N157.mRNA.4952.1	N157|N157.mRNA.1496.1	0.174288	3.963124	0.043978	840.810428	197.189572	1.261609	2.682168	1050
N157|N157.mRNA.4908.1	N157|N157.mRNA.10719.1	0.171709	3.856850	0.044520	608.862706	171.137294	2.609326	2.940761	831
N157|N157.mRNA.4949.1	N157|N157.mRNA.3036.1	0.426257	3.214094	0.132621	314.364123	72.635877	1.349305	2.848514	1107
N157|N157.mRNA.4907.1	N157|N157.mRNA.2688.1	0.166893	2.036371	0.081956	798.004982	197.995018	1.227777	1.615580	1158
N157|N157.mRNA.4928.1	N157|N157.mRNA.6864.1	0.534770	3.905051	0.136943	747.502872	182.497128	1.327753	3.588395	1086
N157|N157.mRNA.4951.1	N157|N157.mRNA.4904.1	0.270211	4.454768	0.060657	1405.182663	379.817337	1.404345	3.481839	1824
N157|N157.mRNA.4913.1	N157|N157.mRNA.11001.1	0.708468	3.909042	0.181238	752.529098	183.470902	1.323621	4.007495	1074
N157|N157.mRNA.4922.1	N157|N157.mRNA.11018.1	0.185865	4.237974	0.043857	1095.528768	284.471232	1.567599	3.063483	1536
N157|N157.mRNA.4915.1	N157|N157.mRNA.11006.1	0.333336	1.445392	0.230620	742.287078	208.712922	2.301227	1.732186	1128
N157|N157.mRNA.4947.1	N157|N157.mRNA.2565.1	0.558348	4.172097	0.133829	1017.449597	260.550403	1.614761	3.885288	1338
N157|N157.mRNA.4890.1	N157|N157.mRNA.547.1	0.800343	1.727602	0.463268	940.769131	289.230869	1.615922	3.055154	2550
