SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
Zyghet1|Zyghet1_100537	Zyghet1|Zyghet1_584641	0.351765	1.012383	0.347462	666.741434	224.258566	3.871227	1.554114	3246
Zyghet1|Zyghet1_100720	Zyghet1|Zyghet1_594774	0.028146	0.097232	0.289475	362.180090	66.819910	1.153495	0.116721	1536
Zyghet1|Zyghet1_101169	Zyghet1|Zyghet1_454928	0.678739	5.450086	0.124537	6131.065017	1431.934983	1.392550	4.746355	9735
Zyghet1|Zyghet1_101652	Zyghet1|Zyghet1_524598	0.327513	4.353261	0.075234	1531.261197	331.738803	1.642284	3.133098	2907
Zyghet1|Zyghet1_102700	Zyghet1|Zyghet1_65609	0.779470	3.926228	0.198529	721.276441	187.723559	1.187036	4.287983	1758
Zyghet1|Zyghet1_103977	Zyghet1|Zyghet1_407950	0.594627	3.766914	0.157855	592.201781	151.798219	1.281470	3.725604	1194
Zyghet1|Zyghet1_104720	Zyghet1|Zyghet1_452626	0.413610	3.577009	0.115630	557.157905	117.842095	1.172835	2.897638	804
Zyghet1|Zyghet1_104884	Zyghet1|Zyghet1_430574	0.577475	3.337945	0.173003	370.322204	85.677796	0.982803	3.288419	783
Zyghet1|Zyghet1_105024	Zyghet1|Zyghet1_437305	0.006857	0.306892	0.022344	439.644854	172.355146	53.039348	0.274064	612
Zyghet1|Zyghet1_105164	Zyghet1|Zyghet1_581591	0.581665	1.415645	0.410884	449.629604	129.370396	2.237286	2.304024	675
Zyghet1|Zyghet1_105976	Zyghet1|Zyghet1_452369	0.689511	4.156462	0.165889	1232.825002	255.174998	1.336224	3.852160	2037
Zyghet1|Zyghet1_107505	Zyghet1|Zyghet1_33566	0.010578	0.039895	0.265138	1812.695379	572.304621	12.736385	0.052838	2433
Zyghet1|Zyghet1_107525	Zyghet1|Zyghet1_409481	0.006549	0.027008	0.242472	1075.036889	376.963111	11.037893	0.035581	1923
Zyghet1|Zyghet1_107690	Zyghet1|Zyghet1_508136	0.135472	0.193158	0.701354	1443.364051	392.635949	2.065399	0.443426	4326
Zyghet1|Zyghet1_108078	Zyghet1|Zyghet1_531526	0.458878	3.618421	0.126817	394.468180	124.531820	1.330092	3.650991	891
Zyghet1|Zyghet1_109001	Zyghet1|Zyghet1_499439	0.150027	1.566967	0.095744	480.237409	164.762591	2.473744	1.535936	945
Zyghet1|Zyghet1_109098	Zyghet1|Zyghet1_371779	0.624780	1.517271	0.411779	487.960488	133.039512	1.687668	2.447946	837
Zyghet1|Zyghet1_10985	Zyghet1|Zyghet1_449864	0.398775	4.340385	0.091875	1716.908040	326.091960	1.158429	3.083736	3486
Zyghet1|Zyghet1_110249	Zyghet1|Zyghet1_535330	0.000000	0.134865	0.000010	1385.644770	159.355230	0.104690	0.041731	1545
Zyghet1|Zyghet1_110573	Zyghet1|Zyghet1_50138	0.004905	0.036296	0.135131	409.106411	112.893589	4.600000	0.035081	591
Zyghet1|Zyghet1_111438	Zyghet1|Zyghet1_482540	0.067426	0.100233	0.672688	566.751944	156.248056	2.315101	0.223548	2463
Zyghet1|Zyghet1_111740	Zyghet1|Zyghet1_471588	0.011329	0.329237	0.034409	266.952915	117.047085	9.691590	0.324691	384
Zyghet1|Zyghet1_112024	Zyghet1|Zyghet1_588490	0.185829	4.634221	0.040099	2181.509246	482.490754	1.268448	2.974500	3192
Zyghet1|Zyghet1_112352	Zyghet1|Zyghet1_460829	0.148681	0.465365	0.319493	326.005875	117.994125	5.308623	0.698523	525
Zyghet1|Zyghet1_112544	Zyghet1|Zyghet1_525632	0.301062	4.073884	0.073900	1115.429352	228.570648	1.348310	2.828088	2934
Zyghet1|Zyghet1_112855	Zyghet1|Zyghet1_35279	0.671532	3.873648	0.173359	631.986351	175.013649	1.441942	4.097919	1767
