SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
Synfus1|Synfus1_101522	Synfus1|Synfus1_40643	0.120897	0.208781	0.579061	556.759686	190.240314	6.034859	0.429836	927
Synfus1|Synfus1_102636	Synfus1|Synfus1_105270	0.034121	0.055472	0.615103	375.047423	140.952577	0.863755	0.119860	705
Synfus1|Synfus1_109599	Synfus1|Synfus1_132067	0.215724	0.289592	0.744924	339.498189	98.501811	0.804519	0.697009	1323
Synfus1|Synfus1_110488	Synfus1|Synfus1_410427	0.274310	0.435631	0.629684	674.325088	210.674912	5.842181	0.938138	1035
Synfus1|Synfus1_111388	Synfus1|Synfus1_111403	0.828418	3.968078	0.208770	590.503567	198.496433	1.431863	4.854878	981
Synfus1|Synfus1_111841	Synfus1|Synfus1_411468	0.030775	0.090408	0.340405	514.327760	136.672240	0.742947	0.129884	1731
Synfus1|Synfus1_112150	Synfus1|Synfus1_274976	0.546577	2.735550	0.199805	1045.915586	340.084414	1.442915	3.251064	1686
Synfus1|Synfus1_113419	Synfus1|Synfus1_147695	0.291104	1.390631	0.209332	338.805673	138.194327	2.131292	1.828962	492
Synfus1|Synfus1_113825	Synfus1|Synfus1_493319	0.489898	3.736210	0.131122	595.290778	145.709222	1.013988	3.384746	1110
Synfus1|Synfus1_114993	Synfus1|Synfus1_161533	0.718111	4.338573	0.165518	1324.694529	325.305471	1.199748	4.295707	2172
Synfus1|Synfus1_115786	Synfus1|Synfus1_181091	0.002019	0.003201	0.630843	991.901093	313.098907	4.600000	0.006908	1611
Synfus1|Synfus1_117027	Synfus1|Synfus1_413226	1.003098	5.051052	0.198592	2761.878087	841.121913	1.340093	5.844284	4683
Synfus1|Synfus1_117444	Synfus1|Synfus1_117697	0.028461	0.040548	0.701915	340.899675	115.100325	4.948927	0.094536	828
Synfus1|Synfus1_117446	Synfus1|Synfus1_117702	0.069531	0.083010	0.837614	596.434827	171.565173	2.359743	0.217626	900
Synfus1|Synfus1_118156	Synfus1|Synfus1_326102	0.317170	1.042704	0.304180	688.627961	247.372039	5.529707	1.526756	948
Synfus1|Synfus1_11845	Synfus1|Synfus1_193422	0.254160	0.429421	0.591867	357.511227	128.488773	2.164137	0.901486	570
Synfus1|Synfus1_119313	Synfus1|Synfus1_470604	0.330155	2.172361	0.151980	727.193543	211.806457	1.384638	2.237083	1092
Synfus1|Synfus1_119649	Synfus1|Synfus1_430704	0.527974	4.306832	0.122590	1014.174751	311.825249	2.033966	4.249858	1521
Synfus1|Synfus1_120155	Synfus1|Synfus1_456971	0.636003	2.547074	0.249700	837.306871	314.693129	1.640961	3.474157	1215
Synfus1|Synfus1_120543	Synfus1|Synfus1_425773	0.191114	0.326522	0.585302	245.633933	102.366067	1.807624	0.692836	351
Synfus1|Synfus1_120720	Synfus1|Synfus1_241584	0.729886	2.138934	0.341238	562.324934	190.675066	2.316923	3.260057	1023
Synfus1|Synfus1_122273	Synfus1|Synfus1_175215	0.002365	0.000000	99.000000	423.467367	161.532633	4.600000	0.005136	585
Synfus1|Synfus1_122385	Synfus1|Synfus1_444813	0.905734	2.164940	0.418364	576.077517	179.922483	1.931874	3.616248	1920
Synfus1|Synfus1_124464	Synfus1|Synfus1_167551	0.944826	2.257950	0.418444	841.361794	292.638206	1.563493	3.851067	1614
Synfus1|Synfus1_124634	Synfus1|Synfus1_285136	0.701653	4.466532	0.157091	1723.177979	385.822021	1.307735	4.171209	2829
Synfus1|Synfus1_126713	Synfus1|Synfus1_451665	0.282224	0.362556	0.778427	467.836197	120.163803	5.244079	0.895921	588
Synfus1|Synfus1_127439	Synfus1|Synfus1_271527	0.002835	0.004378	0.647479	706.922751	229.077249	4.600000	0.009637	936
Synfus1|Synfus1_12869	Synfus1|Synfus1_449505	0.679923	2.103814	0.323186	348.562670	128.437330	1.875808	3.189962	624
Synfus1|Synfus1_133565	Synfus1|Synfus1_448837	0.001897	0.047992	0.039538	1055.361004	279.638996	4.600000	0.034658	2451
Synfus1|Synfus1_133887	Synfus1|Synfus1_452016	0.681199	4.969075	0.137088	3019.969532	754.030468	1.411034	4.613699	4338
Synfus1|Synfus1_13543	Synfus1|Synfus1_438839	0.513075	3.995138	0.128425	772.211178	205.788822	1.331424	3.737290	1068
Synfus1|Synfus1_13877	Synfus1|Synfus1_434646	0.649836	4.165764	0.155995	992.640622	258.359378	1.633451	4.127861	4239
Synfus1|Synfus1_141604	Synfus1|Synfus1_424070	0.442198	1.802302	0.245352	682.678826	217.321174	1.854058	2.311858	1032
Synfus1|Synfus1_142256	Synfus1|Synfus1_446587	0.007272	0.019353	0.375730	829.272836	262.727164	1.970392	0.030535	2028
Synfus1|Synfus1_144135	Synfus1|Synfus1_415099	0.800004	3.021468	0.264773	1647.636736	482.363264	1.670308	3.909240	5313
Synfus1|Synfus1_144603	Synfus1|Synfus1_446805	0.846644	3.880207	0.218196	502.484292	169.515708	2.009277	4.835630	1467
Synfus1|Synfus1_145894	Synfus1|Synfus1_426839	0.000000	0.000000	99.000000	503.642647	195.357353	4.600000	0.000000	1470
Synfus1|Synfus1_150858	Synfus1|Synfus1_424091	0.740789	2.027723	0.365331	567.199318	197.800682	1.435948	3.220628	945
Synfus1|Synfus1_153863	Synfus1|Synfus1_428962	0.769563	3.720233	0.206859	562.361900	142.638100	1.282766	4.099659	933
Synfus1|Synfus1_154439	Synfus1|Synfus1_449630	0.418662	0.893785	0.468414	607.309175	220.690825	4.859492	1.635896	951
Synfus1|Synfus1_155208	Synfus1|Synfus1_415317	0.353518	0.642356	0.550346	958.589396	301.410604	4.722067	1.267837	1323
Synfus1|Synfus1_155272	Synfus1|Synfus1_431457	0.332651	0.830306	0.400637	450.994553	155.005447	3.807943	1.379831	1269
Synfus1|Synfus1_155349	Synfus1|Synfus1_438078	0.199321	1.032568	0.193035	342.515552	122.484448	2.996263	1.256414	588
Synfus1|Synfus1_155386	Synfus1|Synfus1_464678	0.258667	1.290053	0.200509	1071.478476	353.521524	2.572095	1.543616	4416
