SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
N158|N158.mRNA.289.1	N158|N158.mRNA.7435.1	0.620618	3.623495	0.171276	789.622771	125.377229	1.573507	3.096255	1989
N158|N158.mRNA.269.1	N158|N158.mRNA.8186.1	0.484567	1.454510	0.333148	1236.723397	218.276603	1.810695	1.890228	1701
N158|N158.mRNA.286.1	N158|N158.mRNA.5757.1	0.667604	99.000000	0.006743	915.734643	128.265357	1.243306	38.246031	1194
N158|N158.mRNA.282.1	N158|N158.mRNA.8342.1	0.510089	3.833140	0.133073	1094.188292	165.811708	0.989349	2.842174	1518
N158|N158.mRNA.276.1	N158|N158.mRNA.207.1	0.000000	0.000000	99.000000	856.695395	163.304605	4.600000	0.000000	1179
N158|N158.mRNA.279.1	N158|N158.mRNA.8637.1	0.009308	1.674451	0.005559	432.467569	86.532431	1.193700	0.860808	762
N158|N158.mRNA.270.1	N158|N158.mRNA.8293.1	0.525531	3.586439	0.146533	930.666941	119.333059	1.037000	2.620214	1380
N158|N158.mRNA.158.1	N158|N158.mRNA.1933.1	0.000000	0.000000	99.000000	497.066843	72.933157	4.600000	0.000000	576
N158|N158.mRNA.209.1	N158|N158.mRNA.208.1	0.000000	0.000000	99.000000	971.264860	96.735140	4.600000	0.000000	1476
N158|N158.mRNA.350.1	N158|N158.mRNA.5533.1	0.000000	0.000000	99.000000	287.863779	39.136221	4.600000	0.000000	588
N158|N158.mRNA.5429.1	N158|N158.mRNA.8853.1	0.411645	3.900969	0.105524	1240.493482	181.506518	0.999079	2.571084	1551
N158|N158.mRNA.5696.1	N158|N158.mRNA.710.1	0.639529	4.131438	0.154796	1526.198665	246.801335	1.539210	3.376806	2199
N158|N158.mRNA.5561.1	N158|N158.mRNA.1793.1	0.577392	3.043501	0.189713	380.141476	57.858524	0.967529	2.709473	546
N158|N158.mRNA.5432.1	N158|N158.mRNA.4069.1	0.255437	3.897327	0.065542	1223.372592	180.627408	1.783809	2.171920	1455
N158|N158.mRNA.5694.1	N158|N158.mRNA.6382.1	0.217220	2.378693	0.091319	149.483304	33.516696	3.453665	1.839291	1542
N158|N158.mRNA.5733.1	N158|N158.mRNA.2770.1	0.326400	3.080718	0.105949	395.197888	60.802112	2.148314	2.080966	510
N158|N158.mRNA.5477.1	N158|N158.mRNA.4643.1	0.412471	3.487052	0.118286	885.477485	104.522515	1.166320	2.211240	4404
N158|N158.mRNA.5646.1	N158|N158.mRNA.483.1	0.104778	1.262026	0.083024	1083.641434	218.358566	3.052997	0.896581	1314
N158|N158.mRNA.5546.1	N158|N158.mRNA.2488.1	0.505745	99.000000	0.005109	1478.190863	183.809137	1.503734	34.196195	2052
N158|N158.mRNA.5491.1	N158|N158.mRNA.8210.1	0.283980	2.340975	0.121308	148.324158	22.675842	1.375566	1.670256	276
N158|N158.mRNA.5680.1	N158|N158.mRNA.1556.1	0.366262	99.000000	0.003700	521.150908	51.849092	1.229527	27.874021	1686
N158|N158.mRNA.5444.1	N158|N158.mRNA.4087.1	0.252658	2.847021	0.088745	255.475988	44.524012	2.189509	1.913090	519
N158|N158.mRNA.5523.1	N158|N158.mRNA.5287.1	0.342577	3.084965	0.111047	352.852610	61.147390	2.034055	2.242875	435
N158|N158.mRNA.5639.1	N158|N158.mRNA.9087.1	0.697669	3.417567	0.204142	504.726130	95.273870	1.319114	3.388682	669
N158|N158.mRNA.5637.1	N158|N158.mRNA.5862.1	0.003901	0.766798	0.005087	257.141036	78.858964	2.941689	0.548856	336
N158|N158.mRNA.5489.1	N158|N158.mRNA.894.1	0.356738	2.230987	0.159901	910.250881	151.749119	1.252853	1.873648	1104
