SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
Pipcy3_1|Pipcy3_1_10025	Pipcy3_1|Pipcy3_1_19875	0.468443	3.901065	0.120081	637.470263	181.529737	1.178962	3.687830	894
Pipcy3_1|Pipcy3_1_10032	Pipcy3_1|Pipcy3_1_3234	0.525634	3.325546	0.158059	329.726966	84.273034	0.943754	3.286736	522
Pipcy3_1|Pipcy3_1_10043	Pipcy3_1|Pipcy3_1_11245	0.667769	4.592571	0.145402	1532.573221	456.426779	1.287004	4.705245	2166
Pipcy3_1|Pipcy3_1_10047	Pipcy3_1|Pipcy3_1_9192	0.038559	0.075816	0.508587	239.661650	69.338350	1.499261	0.140759	309
Pipcy3_1|Pipcy3_1_10057	Pipcy3_1|Pipcy3_1_12730	0.761503	4.346078	0.175216	1144.423078	328.576922	1.318341	4.683304	1701
Pipcy3_1|Pipcy3_1_10060	Pipcy3_1|Pipcy3_1_11926	0.587683	1.985529	0.295983	243.880089	80.119911	1.403385	2.800043	564
Pipcy3_1|Pipcy3_1_10069	Pipcy3_1|Pipcy3_1_19444	0.361964	3.996780	0.090564	497.113645	159.886355	1.285391	3.739579	963
Pipcy3_1|Pipcy3_1_10075	Pipcy3_1|Pipcy3_1_12105	0.820743	4.097823	0.200288	793.015916	235.984084	1.387778	4.716861	1095
Pipcy3_1|Pipcy3_1_10091	Pipcy3_1|Pipcy3_1_6974	0.506859	1.554120	0.326139	399.205349	137.794651	1.698661	2.326762	558
Pipcy3_1|Pipcy3_1_10099	Pipcy3_1|Pipcy3_1_11513	0.000000	0.000000	99.000000	114.110446	50.889554	4.600000	0.000000	165
Pipcy3_1|Pipcy3_1_10102	Pipcy3_1|Pipcy3_1_11511	0.000000	0.000000	99.000000	231.729403	95.270597	4.600000	0.000000	327
Pipcy3_1|Pipcy3_1_10105	Pipcy3_1|Pipcy3_1_11509	0.000000	0.000000	99.000000	245.847776	84.152224	4.600000	0.000000	330
Pipcy3_1|Pipcy3_1_10107	Pipcy3_1|Pipcy3_1_11512	0.000000	0.000000	99.000000	393.822063	170.177937	4.600000	0.000000	564
Pipcy3_1|Pipcy3_1_1010	Pipcy3_1|Pipcy3_1_8260	0.285828	1.633262	0.175004	486.152570	140.847430	1.700548	1.765535	750
Pipcy3_1|Pipcy3_1_1017	Pipcy3_1|Pipcy3_1_21031	0.505787	1.750009	0.289020	236.693829	93.306171	2.429306	2.572758	396
Pipcy3_1|Pipcy3_1_10185	Pipcy3_1|Pipcy3_1_10585	0.000000	0.000000	99.000000	1382.695657	624.304343	4.600000	0.000000	2007
Pipcy3_1|Pipcy3_1_10190	Pipcy3_1|Pipcy3_1_1500	0.609396	3.880238	0.157051	618.441852	176.558148	1.181779	4.007410	1338
Pipcy3_1|Pipcy3_1_10215	Pipcy3_1|Pipcy3_1_14675	0.962183	3.484987	0.276094	441.893861	164.106139	1.199442	4.936091	825
Pipcy3_1|Pipcy3_1_10223	Pipcy3_1|Pipcy3_1_1338	0.426547	2.831809	0.150627	169.369975	43.630025	1.282239	2.757693	786
Pipcy3_1|Pipcy3_1_10229	Pipcy3_1|Pipcy3_1_20178	0.637293	1.909694	0.333715	1051.003706	403.996294	1.677142	2.971765	1638
Pipcy3_1|Pipcy3_1_10301	Pipcy3_1|Pipcy3_1_6008	0.810579	2.878155	0.281632	2160.474336	653.525664	1.417393	3.872264	3714
Pipcy3_1|Pipcy3_1_10355	Pipcy3_1|Pipcy3_1_16341	0.235548	1.555933	0.151387	783.445927	248.554073	2.133601	1.660677	1482
Pipcy3_1|Pipcy3_1_10372	Pipcy3_1|Pipcy3_1_15804	0.929708	3.721517	0.249820	445.117565	142.882435	1.139221	4.824329	906
Pipcy3_1|Pipcy3_1_10373	Pipcy3_1|Pipcy3_1_14958	1.065544	1.708578	0.623644	904.098367	331.901633	1.444817	3.714651	1365
Pipcy3_1|Pipcy3_1_1037	Pipcy3_1|Pipcy3_1_6781	0.666619	3.847793	0.173247	598.916824	169.083176	0.904093	4.100964	897
Pipcy3_1|Pipcy3_1_10382	Pipcy3_1|Pipcy3_1_22761	0.692627	3.097842	0.223584	421.604048	121.395952	1.283951	3.691050	600
Pipcy3_1|Pipcy3_1_10455	Pipcy3_1|Pipcy3_1_22708	0.527938	3.777098	0.139774	557.126479	153.873521	1.627155	3.693350	1209
Pipcy3_1|Pipcy3_1_10481	Pipcy3_1|Pipcy3_1_12870	0.529723	3.013223	0.175799	954.233915	332.766085	1.535249	3.515566	1305
Pipcy3_1|Pipcy3_1_10502	Pipcy3_1|Pipcy3_1_12046	0.450541	2.867148	0.157139	797.689358	207.310642	1.443972	2.847111	1149
Pipcy3_1|Pipcy3_1_10503	Pipcy3_1|Pipcy3_1_22457	0.938410	4.577867	0.204989	1448.434740	447.565260	1.477419	5.392595	2226
Pipcy3_1|Pipcy3_1_10515	Pipcy3_1|Pipcy3_1_20274	0.868473	2.543776	0.341411	854.451213	270.548787	0.810474	3.814089	1266
Pipcy3_1|Pipcy3_1_10530	Pipcy3_1|Pipcy3_1_23075	0.711620	3.175218	0.224117	1437.863990	515.136010	1.420784	4.084304	2727
Pipcy3_1|Pipcy3_1_10569	Pipcy3_1|Pipcy3_1_7392	0.931540	4.203108	0.221631	958.450457	271.549543	1.281790	4.961432	1710
Pipcy3_1|Pipcy3_1_10608	Pipcy3_1|Pipcy3_1_20091	0.751599	4.293999	0.175035	1286.465093	306.534907	1.181265	4.299749	1698
Pipcy3_1|Pipcy3_1_10653	Pipcy3_1|Pipcy3_1_21598	0.672883	4.260416	0.157938	1047.888080	293.111920	1.338489	4.371107	1527
Pipcy3_1|Pipcy3_1_10675	Pipcy3_1|Pipcy3_1_6269	0.635213	3.602364	0.176332	481.106037	121.893963	1.192448	3.705031	738
Pipcy3_1|Pipcy3_1_10703	Pipcy3_1|Pipcy3_1_8159	0.460214	3.207784	0.143468	1475.242162	510.757838	1.686317	3.500496	2514
Pipcy3_1|Pipcy3_1_10741	Pipcy3_1|Pipcy3_1_139	0.695379	3.979549	0.174738	728.444350	201.555650	1.438863	4.221437	1461
Pipcy3_1|Pipcy3_1_10748	Pipcy3_1|Pipcy3_1_977	0.117681	0.378301	0.311077	566.763348	201.236652	4.712210	0.557912	978
Pipcy3_1|Pipcy3_1_10761	Pipcy3_1|Pipcy3_1_5841	0.157615	1.109996	0.141996	1131.984848	380.015152	2.344472	1.190938	1911
Pipcy3_1|Pipcy3_1_10773	Pipcy3_1|Pipcy3_1_12434	0.286278	1.830029	0.156434	1011.224380	374.775620	1.755250	2.111130	1563
Pipcy3_1|Pipcy3_1_10787	Pipcy3_1|Pipcy3_1_12810	0.136068	1.988189	0.068438	407.860012	141.139988	3.594280	1.836664	567
Pipcy3_1|Pipcy3_1_10820	Pipcy3_1|Pipcy3_1_16641	0.404942	4.094991	0.098887	1113.972060	320.027940	1.324460	3.685367	1605
Pipcy3_1|Pipcy3_1_10830	Pipcy3_1|Pipcy3_1_20097	0.629043	4.667625	0.134767	1940.534063	504.465937	1.405773	4.386916	3051
Pipcy3_1|Pipcy3_1_10854	Pipcy3_1|Pipcy3_1_18274	0.642365	4.023471	0.159654	680.288293	213.711707	1.632896	4.351866	978
Pipcy3_1|Pipcy3_1_10880	Pipcy3_1|Pipcy3_1_16638	0.533763	2.400578	0.222348	824.631903	246.368097	1.413664	2.889590	1185
Pipcy3_1|Pipcy3_1_10893	Pipcy3_1|Pipcy3_1_9510	0.886642	3.103261	0.285713	1405.347257	451.652743	1.254127	4.277279	2970
Pipcy3_1|Pipcy3_1_10957	Pipcy3_1|Pipcy3_1_20778	0.566477	2.768650	0.204604	1973.287050	576.712950	1.537167	3.193574	2838
Pipcy3_1|Pipcy3_1_10967	Pipcy3_1|Pipcy3_1_9706	0.763318	1.818450	0.419763	227.239666	72.760334	2.282389	3.057672	309
Pipcy3_1|Pipcy3_1_10972	Pipcy3_1|Pipcy3_1_8967	0.555658	3.609578	0.153940	395.115277	108.884723	1.201223	3.646290	951
Pipcy3_1|Pipcy3_1_1097	Pipcy3_1|Pipcy3_1_9252	0.608809	2.045051	0.297699	1189.727627	442.272373	1.163519	2.994093	1986
Pipcy3_1|Pipcy3_1_1103	Pipcy3_1|Pipcy3_1_4371	0.000000	0.000000	99.000000	1253.035005	513.964995	4.600000	0.000000	1767
Pipcy3_1|Pipcy3_1_11161	Pipcy3_1|Pipcy3_1_7554	0.764840	4.119816	0.185649	1289.993701	243.006299	1.097544	3.889981	1812
Pipcy3_1|Pipcy3_1_11166	Pipcy3_1|Pipcy3_1_18308	0.422493	2.271388	0.186007	401.235360	162.764640	3.049940	2.868196	735
Pipcy3_1|Pipcy3_1_11169	Pipcy3_1|Pipcy3_1_21542	0.496744	3.447642	0.144082	422.827952	99.172048	1.168739	3.172108	576
Pipcy3_1|Pipcy3_1_11175	Pipcy3_1|Pipcy3_1_18786	0.348266	4.377185	0.079564	1856.508475	342.491525	1.436608	2.927295	2517
Pipcy3_1|Pipcy3_1_11202	Pipcy3_1|Pipcy3_1_22386	0.774925	3.943504	0.196507	683.902136	192.097864	1.251394	4.409286	1026
Pipcy3_1|Pipcy3_1_11220	Pipcy3_1|Pipcy3_1_12382	0.012338	1.092594	0.011292	245.171499	42.828501	1.000795	0.518949	288
Pipcy3_1|Pipcy3_1_11229	Pipcy3_1|Pipcy3_1_12395	0.285189	3.778099	0.075485	583.921105	154.078895	1.022905	3.043306	900
Pipcy3_1|Pipcy3_1_11248	Pipcy3_1|Pipcy3_1_9380	0.601060	1.880267	0.319667	2122.694613	730.305387	1.675308	2.785526	3159
Pipcy3_1|Pipcy3_1_11344	Pipcy3_1|Pipcy3_1_22512	0.755927	1.893341	0.399255	517.073280	166.926720	1.947555	3.100520	1548
Pipcy3_1|Pipcy3_1_11361	Pipcy3_1|Pipcy3_1_21100	0.652357	3.788599	0.172190	584.748844	156.251156	0.952360	3.941045	1590
Pipcy3_1|Pipcy3_1_11368	Pipcy3_1|Pipcy3_1_21755	0.890731	1.971461	0.451813	522.883568	197.116432	1.165532	3.559817	834
Pipcy3_1|Pipcy3_1_11410	Pipcy3_1|Pipcy3_1_3242	0.652039	3.832329	0.170142	584.367477	165.632523	1.424593	4.063154	873
Pipcy3_1|Pipcy3_1_1143	Pipcy3_1|Pipcy3_1_23043	0.868667	2.327680	0.373190	1306.500392	424.499608	1.578062	3.679398	2748
Pipcy3_1|Pipcy3_1_11444	Pipcy3_1|Pipcy3_1_8361	0.727740	2.324122	0.313125	638.739035	210.260965	1.004478	3.369286	1011
