SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
G230|G230.mRNA.4606.1	G230|G230.mRNA.9497.1	0.508648	1.685356	0.301804	546.201086	176.798914	2.359546	2.389184	744
G230|G230.mRNA.4610.1	G230|G230.mRNA.9487.1	0.089754	0.535130	0.167724	1454.819219	522.180781	2.460398	0.622170	2073
G230|G230.mRNA.4615.1	G230|G230.mRNA.9494.1	0.093196	0.296664	0.314148	451.475745	157.524255	2.360534	0.437476	609
G230|G230.mRNA.4612.1	G230|G230.mRNA.9496.1	0.166335	0.352926	0.471304	928.348325	328.651675	2.115385	0.645362	1368
G230|G230.mRNA.4609.1	G230|G230.mRNA.9486.1	0.227738	0.490686	0.464122	264.685344	107.314656	2.649426	0.910781	1422
G230|G230.mRNA.4607.1	G230|G230.mRNA.4608.1	0.135191	0.529298	0.255416	515.078688	195.921312	3.709025	0.731371	729
G230|G230.mRNA.4335.1	G230|G230.mRNA.8675.1	0.727323	3.332662	0.218241	262.923642	85.076358	1.924236	4.092767	462
G230|G230.mRNA.4336.1	G230|G230.mRNA.7421.1	0.622973	3.294080	0.189119	4725.558424	1418.441576	1.273140	3.718923	6735
G230|G230.mRNA.4347.1	G230|G230.mRNA.6434.1	0.323796	1.863311	0.173775	819.805191	290.194809	1.793790	2.178846	2343
G230|G230.mRNA.4339.1	G230|G230.mRNA.8412.1	0.452993	4.412731	0.102656	1092.885337	359.114663	1.584859	4.296997	3909
G230|G230.mRNA.4357.1	G230|G230.mRNA.4177.1	0.514694	4.056791	0.126872	733.579597	223.420403	1.104486	4.024887	1629
G230|G230.mRNA.4362.1	G230|G230.mRNA.6104.1	0.768489	2.094213	0.366958	414.178405	125.821595	1.587847	3.232159	861
G230|G230.mRNA.4354.1	G230|G230.mRNA.8203.1	0.839734	1.993490	0.421238	857.031984	276.968016	1.366157	3.364581	1230
G230|G230.mRNA.4353.1	G230|G230.mRNA.9722.1	0.571571	4.271290	0.133817	995.607364	297.392636	1.122800	4.267541	1380
G230|G230.mRNA.4351.1	G230|G230.mRNA.9571.1	0.690363	3.805814	0.181397	539.120809	159.879191	1.022033	4.208838	834
G230|G230.mRNA.4365.1	G230|G230.mRNA.1490.1	0.454718	1.940762	0.234299	640.296671	217.703329	1.907889	2.495332	1527
G230|G230.mRNA.4363.1	G230|G230.mRNA.9600.1	0.556904	2.392904	0.232731	894.876291	281.123709	1.429748	2.987403	2001
G230|G230.mRNA.4334.1	G230|G230.mRNA.8411.1	0.208063	2.084099	0.099834	1169.642587	390.357413	1.331674	2.032505	1632
G230|G230.mRNA.4346.1	G230|G230.mRNA.7662.1	0.335045	1.946632	0.172115	504.861920	170.138080	2.159396	2.223768	798
G230|G230.mRNA.4364.1	G230|G230.mRNA.5602.1	0.828693	2.231404	0.371377	594.287343	170.712657	1.396232	3.425139	1362
