SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
Chlpad1|Chlpad1_100267	Chlpad1|Chlpad1_80445	0.289531	1.685689	0.171758	448.702942	142.297058	2.370528	1.877066	768
Chlpad1|Chlpad1_101561	Chlpad1|Chlpad1_499403	0.349778	1.007009	0.347344	370.863551	100.136449	1.131712	1.468524	1803
Chlpad1|Chlpad1_101611	Chlpad1|Chlpad1_472565	0.496207	2.785496	0.178139	1487.385351	453.614649	1.508498	3.093651	2094
Chlpad1|Chlpad1_102395	Chlpad1|Chlpad1_434270	0.124329	2.366309	0.052542	1161.021776	293.978224	0.952812	1.731943	1521
Chlpad1|Chlpad1_10257	Chlpad1|Chlpad1_433844	0.462356	2.240321	0.206379	194.004130	54.995870	1.452153	2.565149	276
Chlpad1|Chlpad1_103192	Chlpad1|Chlpad1_424354	0.335438	1.831343	0.183165	452.687378	108.312622	1.327126	1.872760	606
Chlpad1|Chlpad1_103723	Chlpad1|Chlpad1_515918	0.073441	0.226555	0.324163	1037.988929	387.011071	3.710394	0.345073	1578
Chlpad1|Chlpad1_104166	Chlpad1|Chlpad1_338669	0.204119	0.495947	0.411575	554.144425	147.855575	0.621168	0.796752	1224
Chlpad1|Chlpad1_104401	Chlpad1|Chlpad1_496904	0.316086	1.298659	0.243394	572.338826	156.661174	1.609145	1.581720	864
Chlpad1|Chlpad1_105019	Chlpad1|Chlpad1_412061	0.024355	0.478636	0.050883	1001.957049	318.042951	2.205284	0.401429	1320
Chlpad1|Chlpad1_10506	Chlpad1|Chlpad1_118108	0.005097	0.152208	0.033485	196.915001	121.084999	24.514646	0.183337	318
Chlpad1|Chlpad1_105357	Chlpad1|Chlpad1_461444	0.073918	1.545867	0.047816	774.630066	260.369934	1.823080	1.332626	1059
Chlpad1|Chlpad1_105496	Chlpad1|Chlpad1_368504	0.491313	2.903426	0.169218	242.998356	48.001644	0.766219	2.667602	2016
Chlpad1|Chlpad1_10867	Chlpad1|Chlpad1_393649	0.272075	2.441957	0.111417	1780.099638	541.900362	1.657148	2.335424	2499
Chlpad1|Chlpad1_108822	Chlpad1|Chlpad1_463955	0.072166	0.725602	0.099456	349.547979	118.452021	2.378738	0.712656	495
Chlpad1|Chlpad1_108823	Chlpad1|Chlpad1_443405	0.287623	1.419666	0.202599	1203.793528	398.206472	1.722153	1.707040	1854
Chlpad1|Chlpad1_108832	Chlpad1|Chlpad1_443396	0.456992	2.382483	0.191814	784.464729	220.535271	0.990858	2.638555	1104
Chlpad1|Chlpad1_108850	Chlpad1|Chlpad1_446566	0.226277	0.312579	0.723903	235.642664	76.357336	1.698407	0.742194	816
Chlpad1|Chlpad1_108870	Chlpad1|Chlpad1_443214	0.712921	2.648128	0.269217	467.476256	135.523744	1.635755	3.443572	1683
