SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
Spifus1|Spifus1_1003384	Spifus1|Spifus1_1993910	0.835339	4.727026	0.176715	2168.955079	546.044921	0.956487	4.854122	3630
Spifus1|Spifus1_1006840	Spifus1|Spifus1_1766227	0.394180	3.536818	0.111450	341.306696	111.693304	1.935402	3.507119	810
Spifus1|Spifus1_1007012	Spifus1|Spifus1_1995694	0.709015	2.427767	0.292044	463.738477	145.261523	1.138558	3.356939	666
Spifus1|Spifus1_1008793	Spifus1|Spifus1_1008799	0.000000	0.000000	99.000000	250.361187	94.638813	4.600000	0.000000	345
Spifus1|Spifus1_1012778	Spifus1|Spifus1_1855210	0.749851	3.302261	0.227072	1487.075630	474.924370	1.433293	4.103073	2628
Spifus1|Spifus1_1013409	Spifus1|Spifus1_1874713	0.387102	2.234683	0.173224	959.258004	285.741996	1.202603	2.433429	1485
Spifus1|Spifus1_1017670	Spifus1|Spifus1_1771223	1.016657	2.590399	0.392471	1462.634083	475.365917	1.296366	4.208026	2967
Spifus1|Spifus1_1020624	Spifus1|Spifus1_1986513	0.004417	0.012590	0.350854	1135.524105	400.475895	3.949459	0.019645	1536
Spifus1|Spifus1_1028046	Spifus1|Spifus1_1863943	0.737383	1.705762	0.432290	646.173816	226.826184	1.409481	2.966973	933
Spifus1|Spifus1_1028971	Spifus1|Spifus1_1873750	0.216237	0.391988	0.551643	182.481874	36.518126	0.840322	0.736631	870
Spifus1|Spifus1_1030186	Spifus1|Spifus1_939954	0.227047	4.142681	0.054807	862.470904	250.529096	1.476388	3.325293	1233
Spifus1|Spifus1_1032392	Spifus1|Spifus1_1847911	0.610593	4.110432	0.148547	858.015098	239.984902	1.035856	4.126611	1311
Spifus1|Spifus1_1037194	Spifus1|Spifus1_1802333	0.005637	0.044999	0.125261	504.840060	143.159940	4.600000	0.042998	732
Spifus1|Spifus1_104848	Spifus1|Spifus1_1874133	0.000000	0.526528	0.000010	359.068141	48.931859	0.323395	0.189441	408
Spifus1|Spifus1_1063429	Spifus1|Spifus1_1850957	0.624121	2.476068	0.252061	702.506428	209.493572	1.476310	3.148582	1947
Spifus1|Spifus1_1063583	Spifus1|Spifus1_1744001	0.870336	4.605889	0.188962	1659.396199	464.603801	1.163177	5.062352	3996
Spifus1|Spifus1_1066917	Spifus1|Spifus1_1725295	0.754802	2.419077	0.312021	791.324835	240.675165	1.289750	3.428794	1362
Spifus1|Spifus1_1067102	Spifus1|Spifus1_1865403	0.566816	5.110307	0.110916	3283.729261	910.270739	1.281032	4.658821	5061
Spifus1|Spifus1_1074514	Spifus1|Spifus1_1882438	0.909276	1.850801	0.491288	523.431926	187.568074	2.102309	3.472976	942
Spifus1|Spifus1_1074908	Spifus1|Spifus1_1807720	0.475660	2.709869	0.175529	789.148002	245.851998	1.272305	3.019110	1425
Spifus1|Spifus1_1078836	Spifus1|Spifus1_1744154	0.423973	3.576048	0.118559	377.308810	117.691190	2.029310	3.520230	516
Spifus1|Spifus1_1088659	Spifus1|Spifus1_73133	0.013952	0.520668	0.026797	144.984689	50.015311	2.555373	0.431758	195
Spifus1|Spifus1_1090537	Spifus1|Spifus1_662484	0.707989	4.202383	0.168473	988.712932	271.287068	1.695187	4.381071	1557
Spifus1|Spifus1_1091863	Spifus1|Spifus1_1775185	0.029365	0.000000	99.000000	139.030170	49.969830	3.881694	0.064804	228
Spifus1|Spifus1_1093270	Spifus1|Spifus1_1816359	0.002012	0.235993	0.008526	497.654975	114.345025	1.521169	0.137186	612
Spifus1|Spifus1_1098349	Spifus1|Spifus1_1872260	0.700252	4.122130	0.169876	827.242565	243.757435	1.013938	4.437193	1557
Spifus1|Spifus1_1104680	Spifus1|Spifus1_1260525	0.005290	0.094200	0.056155	853.771546	283.228454	2.634746	0.082312	1140
Spifus1|Spifus1_1109734	Spifus1|Spifus1_1744526	0.562331	2.107377	0.266839	1876.769001	607.230999	1.753516	2.820084	4023
Spifus1|Spifus1_1110417	Spifus1|Spifus1_1806054	0.393743	1.880148	0.209421	349.640152	109.359848	1.956642	2.243666	3222
Spifus1|Spifus1_1112075	Spifus1|Spifus1_1997747	0.817963	2.114980	0.386747	549.247205	161.752795	1.566150	3.339105	813
Spifus1|Spifus1_1113947	Spifus1|Spifus1_1880983	0.007566	0.033486	0.225958	199.376967	76.623033	4.600000	0.044287	363
Spifus1|Spifus1_1115732	Spifus1|Spifus1_1791489	0.660048	1.624488	0.406312	589.297127	208.702873	1.565162	2.736841	900
Spifus1|Spifus1_1116906	Spifus1|Spifus1_1745853	0.054370	0.065834	0.825867	348.455708	176.544292	27.539418	0.174675	813
Spifus1|Spifus1_1116907	Spifus1|Spifus1_1739671	0.061684	0.081707	0.754943	431.028243	192.971757	7.414129	0.203628	780
Spifus1|Spifus1_1121090	Spifus1|Spifus1_1975739	0.292711	3.338744	0.087671	358.230904	85.769096	0.963378	2.643374	447
Spifus1|Spifus1_1135268	Spifus1|Spifus1_690221	0.018174	0.231641	0.078457	376.174589	58.825411	0.477693	0.141123	486
Spifus1|Spifus1_1140814	Spifus1|Spifus1_1881054	0.727431	4.127063	0.176259	795.633920	245.366080	1.145215	4.586195	1314
Spifus1|Spifus1_115139	Spifus1|Spifus1_1892374	0.000000	0.000000	99.000000	232.898665	82.101335	4.600000	0.000000	315
Spifus1|Spifus1_1151452	Spifus1|Spifus1_194156	0.014298	0.217283	0.065805	459.147437	71.852563	0.437346	0.125296	540
Spifus1|Spifus1_1159327	Spifus1|Spifus1_1803352	0.757500	2.170946	0.348926	1040.262909	348.737091	1.809475	3.337123	2058
Spifus1|Spifus1_1162391	Spifus1|Spifus1_1874859	1.059079	1.868830	0.566707	553.005876	232.994124	1.503869	3.897340	990
Spifus1|Spifus1_1168058	Spifus1|Spifus1_1877916	0.785196	2.650208	0.296277	490.062260	133.937740	1.237568	3.556528	816
Spifus1|Spifus1_1168302	Spifus1|Spifus1_1970097	0.061933	0.081078	0.763864	1175.792697	402.207303	8.343183	0.200438	1578
Spifus1|Spifus1_1173270	Spifus1|Spifus1_1854511	0.542152	1.953221	0.277568	353.415473	120.584527	1.300602	2.703374	624
Spifus1|Spifus1_1175531	Spifus1|Spifus1_1717844	0.666869	3.642850	0.183062	780.742508	233.257492	1.418137	4.054365	1602
Spifus1|Spifus1_1179884	Spifus1|Spifus1_1878484	0.029624	0.063441	0.466953	793.276098	334.723902	5.522019	0.118976	8142
Spifus1|Spifus1_1179935	Spifus1|Spifus1_1754616	0.264535	1.938000	0.136499	761.716611	267.283389	1.835532	2.097656	1185
Spifus1|Spifus1_1182183	Spifus1|Spifus1_1851531	0.382279	3.689446	0.103614	2452.827551	784.172449	1.377149	3.550349	3648
Spifus1|Spifus1_1188833	Spifus1|Spifus1_1819735	0.328357	1.652376	0.198718	516.231503	143.768497	1.845101	1.850310	1338
Spifus1|Spifus1_1189160	Spifus1|Spifus1_1884016	0.510366	2.609563	0.195575	1165.243858	391.756142	1.390739	3.115633	2850
Spifus1|Spifus1_1192730	Spifus1|Spifus1_1837377	0.882388	1.654635	0.533283	434.963633	153.036367	3.285593	3.250134	1413
Spifus1|Spifus1_1199675	Spifus1|Spifus1_1726298	0.461600	2.186218	0.211141	571.594952	169.405048	1.573203	2.567631	2379
Spifus1|Spifus1_1208120	Spifus1|Spifus1_1918447	0.535892	1.763826	0.303824	495.644259	188.355741	1.945992	2.622098	690
Spifus1|Spifus1_1210598	Spifus1|Spifus1_1751771	0.770963	2.728869	0.282521	490.007234	172.992766	1.297622	3.845484	1002
Spifus1|Spifus1_1215208	Spifus1|Spifus1_1215337	0.000000	0.000000	99.000000	450.211859	170.788141	4.600000	0.000000	810
Spifus1|Spifus1_1215310	Spifus1|Spifus1_1884832	0.115925	0.218632	0.530230	1089.666406	332.333594	5.887305	0.419787	1539
Spifus1|Spifus1_1216502	Spifus1|Spifus1_1878818	0.001947	0.039914	0.048789	514.187163	205.812837	4.600000	0.038400	732
Spifus1|Spifus1_1221540	Spifus1|Spifus1_1839490	0.730245	4.337194	0.168368	1202.292513	324.707487	1.266461	4.491724	1959
Spifus1|Spifus1_1222594	Spifus1|Spifus1_1476217	0.404606	2.803362	0.144329	152.993875	42.006125	0.706061	2.764010	276
Spifus1|Spifus1_1227100	Spifus1|Spifus1_1884388	0.653195	4.662337	0.140100	1620.078295	500.921705	1.301082	4.800131	3963
Spifus1|Spifus1_1229301	Spifus1|Spifus1_1872601	0.003378	0.011283	0.299363	1187.000413	267.999587	0.709895	0.014501	1866
Spifus1|Spifus1_1237127	Spifus1|Spifus1_1825494	0.277196	1.467453	0.188896	681.788575	230.211425	1.929659	1.732939	921
Spifus1|Spifus1_1237896	Spifus1|Spifus1_1872944	0.806836	1.420180	0.568122	544.718288	178.281712	2.027880	2.874233	1044
Spifus1|Spifus1_1239004	Spifus1|Spifus1_1799120	0.926000	2.893768	0.319998	677.622501	186.377499	1.355940	4.051430	1272
Spifus1|Spifus1_1244192	Spifus1|Spifus1_1749074	0.710408	2.157536	0.329268	710.646094	219.353906	1.649121	3.155201	1374
Spifus1|Spifus1_1253616	Spifus1|Spifus1_1695332	0.335162	0.602937	0.555882	203.077614	66.922386	3.218004	1.204598	381
Spifus1|Spifus1_1256044	Spifus1|Spifus1_1829774	0.000000	0.406058	0.000010	298.884368	70.115632	1.663856	0.231472	369
Spifus1|Spifus1_1258092	Spifus1|Spifus1_1731752	0.685820	2.342689	0.292749	1053.691139	335.308861	1.230322	3.257380	1815
Spifus1|Spifus1_1266367	Spifus1|Spifus1_646866	0.943445	2.283684	0.413124	657.886825	254.113175	2.294641	3.950640	942
Spifus1|Spifus1_1272531	Spifus1|Spifus1_1878834	0.104087	1.056311	0.098539	298.776285	67.223715	1.786838	0.836951	1320
Spifus1|Spifus1_1272637	Spifus1|Spifus1_1996171	0.410807	0.644908	0.637000	364.512272	130.487728	6.451511	1.417556	1539
Spifus1|Spifus1_1273217	Spifus1|Spifus1_1960420	0.239644	0.324438	0.738644	527.404615	213.595385	6.314863	0.792259	1335
Spifus1|Spifus1_1273445	Spifus1|Spifus1_1785579	0.859094	2.095432	0.409984	1514.305536	501.694464	1.215619	3.500295	2430
Spifus1|Spifus1_1280062	Spifus1|Spifus1_695541	0.013910	0.010711	1.298685	217.965941	94.034059	4.600000	0.038836	312
Spifus1|Spifus1_128115	Spifus1|Spifus1_1770502	0.593220	1.934955	0.306581	620.440670	198.559330	1.720153	2.755535	2880
Spifus1|Spifus1_1283134	Spifus1|Spifus1_1762608	0.434060	3.595343	0.120728	354.629841	98.370159	1.319611	3.361623	633
Spifus1|Spifus1_1291102	Spifus1|Spifus1_1841293	0.171624	0.338564	0.506916	319.745933	94.254067	5.860555	0.628891	603
Spifus1|Spifus1_1291932	Spifus1|Spifus1_1998333	0.099925	0.127621	0.782981	1391.000341	528.999659	5.151653	0.322668	1926
Spifus1|Spifus1_1295648	Spifus1|Spifus1_1840597	0.879464	4.353558	0.202010	1354.129588	331.870412	1.051053	4.689904	2103
Spifus1|Spifus1_12956	Spifus1|Spifus1_1728512	0.018398	1.945065	0.009459	330.514843	77.485157	0.611975	1.152901	408
Spifus1|Spifus1_1310270	Spifus1|Spifus1_1793619	0.586100	2.704979	0.216675	551.081729	168.918271	1.309248	3.249623	3390
Spifus1|Spifus1_1323701	Spifus1|Spifus1_1822286	0.577806	3.828576	0.150919	393.141523	104.858477	1.080903	3.786856	537
Spifus1|Spifus1_1334567	Spifus1|Spifus1_839738	0.595213	3.457594	0.172147	316.503199	100.496801	1.266162	3.855138	567
Spifus1|Spifus1_1339655	Spifus1|Spifus1_1767279	0.799187	4.224837	0.189164	1046.468074	279.531926	1.054858	4.564029	1614
Spifus1|Spifus1_1348501	Spifus1|Spifus1_1350799	0.053263	0.090882	0.586063	471.095594	140.904406	4.231960	0.185772	1320
Spifus1|Spifus1_1351353	Spifus1|Spifus1_1747163	0.000000	0.000000	99.000000	314.125582	144.874418	4.600000	0.000000	459
Spifus1|Spifus1_1356438	Spifus1|Spifus1_1988882	0.067898	0.153094	0.443507	1412.220712	483.779288	5.104459	0.268909	1899
Spifus1|Spifus1_1358650	Spifus1|Spifus1_1822303	0.778164	4.021206	0.193515	758.932826	213.067174	1.030081	4.467165	1404
Spifus1|Spifus1_1360663	Spifus1|Spifus1_1829353	0.069191	0.221948	0.311744	144.678107	56.321893	4.375221	0.335985	303
Spifus1|Spifus1_1360823	Spifus1|Spifus1_1361452	0.004220	0.000000	99.000000	237.659447	89.340553	4.600000	0.009200	327
Spifus1|Spifus1_1361556	Spifus1|Spifus1_1878712	0.120191	0.206463	0.582143	692.393459	288.606541	3.076829	0.436715	1467
Spifus1|Spifus1_1368088	Spifus1|Spifus1_1802265	0.101811	0.020624	4.936605	106.842284	49.157716	9.190660	0.228683	219
Spifus1|Spifus1_137165	Spifus1|Spifus1_431648	0.000000	0.000000	99.000000	477.308763	290.691237	4.600000	0.000000	894
Spifus1|Spifus1_137223	Spifus1|Spifus1_431768	0.000000	0.000000	99.000000	243.742994	80.257006	4.600000	0.000000	324
Spifus1|Spifus1_137400	Spifus1|Spifus1_1746007	0.480435	2.321658	0.206936	300.816093	80.183907	1.086508	2.603797	423
Spifus1|Spifus1_1376191	Spifus1|Spifus1_1869528	0.466827	1.695355	0.275356	856.108846	307.891154	1.785815	2.375359	1368
Spifus1|Spifus1_1378376	Spifus1|Spifus1_1885427	0.076623	0.109879	0.697338	247.259739	88.740261	1.712998	0.256218	366
Spifus1|Spifus1_1378599	Spifus1|Spifus1_1767095	0.727549	3.751082	0.193957	439.372482	148.627518	1.633695	4.475402	1260
Spifus1|Spifus1_1379458	Spifus1|Spifus1_1998973	0.931170	2.650407	0.351331	876.634906	290.365094	1.289057	4.076818	1407
Spifus1|Spifus1_1384914	Spifus1|Spifus1_1745766	0.113785	0.256632	0.443379	1075.433131	397.566869	5.692588	0.457019	1632
Spifus1|Spifus1_1387862	Spifus1|Spifus1_408141	0.000000	0.000000	99.000000	454.098127	169.901873	4.600000	0.000000	624
Spifus1|Spifus1_1387863	Spifus1|Spifus1_407877	0.000000	0.000000	99.000000	874.925185	328.074815	4.600000	0.000000	1203
Spifus1|Spifus1_1388849	Spifus1|Spifus1_1876314	0.170498	1.778640	0.095858	309.950326	110.049674	2.261534	1.775604	4848
Spifus1|Spifus1_1418653	Spifus1|Spifus1_1876546	0.013905	0.080686	0.172340	641.188210	108.811790	1.199374	0.070782	753
Spifus1|Spifus1_1421404	Spifus1|Spifus1_1732303	0.764884	2.072538	0.369057	627.448600	209.551400	1.470955	3.276806	1266
Spifus1|Spifus1_1426277	Spifus1|Spifus1_1700893	0.152063	0.364041	0.417707	418.831010	151.168990	1.287817	0.624843	1176
Spifus1|Spifus1_1429553	Spifus1|Spifus1_1860757	0.102614	0.155582	0.659552	120.137406	47.862594	2.317771	0.353113	222
Spifus1|Spifus1_1437848	Spifus1|Spifus1_1841728	0.043290	0.019370	2.234952	230.130782	69.869218	2.576433	0.113158	312
Spifus1|Spifus1_1441277	Spifus1|Spifus1_1883727	0.831695	4.067892	0.204454	766.248235	226.751765	1.709493	4.712044	1155
Spifus1|Spifus1_144394	Spifus1|Spifus1_1992572	0.663634	1.931876	0.343518	2798.684475	861.315525	1.817504	2.886276	4506
Spifus1|Spifus1_144888	Spifus1|Spifus1_1769088	0.140545	0.799115	0.175876	604.882051	184.117949	2.123627	0.882679	789
Spifus1|Spifus1_144927	Spifus1|Spifus1_1727319	0.484107	2.578362	0.187757	901.276386	250.723614	1.545151	2.819715	2244
Spifus1|Spifus1_145112	Spifus1|Spifus1_1873154	0.767106	4.161635	0.184328	820.058904	256.941096	1.328427	4.730827	1356
Spifus1|Spifus1_1452748	Spifus1|Spifus1_426417	0.007611	0.178226	0.042705	264.160379	71.839621	1.892855	0.132270	336
Spifus1|Spifus1_146544	Spifus1|Spifus1_1966187	0.095583	0.459735	0.207910	358.321578	130.678422	3.764602	0.578693	498
Spifus1|Spifus1_1471723	Spifus1|Spifus1_1789098	0.321611	1.732983	0.185582	717.839225	221.160775	1.626521	1.962086	939
Spifus1|Spifus1_1481597	Spifus1|Spifus1_1871735	0.049707	0.044399	1.119547	499.244976	139.755024	1.643669	0.145637	1431
Spifus1|Spifus1_1490411	Spifus1|Spifus1_456067	0.000000	0.000000	99.000000	454.798207	181.201793	4.600000	0.000000	636
Spifus1|Spifus1_1496908	Spifus1|Spifus1_1855100	0.455623	4.524906	0.100692	1526.949444	417.050556	1.204838	3.985845	2364
Spifus1|Spifus1_1501570	Spifus1|Spifus1_1749148	0.633949	3.775443	0.167914	626.465762	153.534238	0.852319	3.756951	1602
Spifus1|Spifus1_1509120	Spifus1|Spifus1_1883981	0.584440	4.907136	0.119100	2569.739131	694.260869	1.121182	4.511664	4122
Spifus1|Spifus1_1513995	Spifus1|Spifus1_1859574	0.914404	3.890548	0.235032	507.997955	179.002045	1.403295	5.069570	798
Spifus1|Spifus1_1515604	Spifus1|Spifus1_1986155	0.087359	0.110899	0.787739	261.998960	113.001040	5.293651	0.283358	2259
Spifus1|Spifus1_1523269	Spifus1|Spifus1_1856878	0.399773	1.562588	0.255840	529.791691	163.208309	1.720618	2.020881	837
Spifus1|Spifus1_1527853	Spifus1|Spifus1_1826911	0.535929	2.123865	0.252337	1681.484751	493.515249	1.520703	2.688711	2283
Spifus1|Spifus1_1528824	Spifus1|Spifus1_427177	0.590552	3.762490	0.156958	545.094664	150.905336	1.769945	3.834855	1161
Spifus1|Spifus1_1528879	Spifus1|Spifus1_427397	0.425588	3.909587	0.108858	641.395710	183.604290	2.043974	3.602863	1092
Spifus1|Spifus1_1547924	Spifus1|Spifus1_1738483	0.000000	0.265072	0.000010	134.248691	51.751309	6.603568	0.221255	195
Spifus1|Spifus1_154958	Spifus1|Spifus1_1932579	0.008767	0.021462	0.408477	114.735971	47.264029	4.600000	0.037412	207
Spifus1|Spifus1_156308	Spifus1|Spifus1_1735411	0.236353	0.277759	0.850926	269.298074	81.701926	2.002372	0.737973	699
Spifus1|Spifus1_156866	Spifus1|Spifus1_1776102	0.461474	0.489221	0.943283	281.887584	78.112416	1.876073	1.402484	564
Spifus1|Spifus1_165962	Spifus1|Spifus1_1882029	0.000000	0.000000	99.000000	820.733923	277.266077	4.600000	0.000000	1098
Spifus1|Spifus1_165999	Spifus1|Spifus1_693644	0.000000	0.000000	99.000000	877.789621	373.210379	4.600000	0.000000	1251
Spifus1|Spifus1_1682491	Spifus1|Spifus1_1695983	0.156023	99.000000	0.001576	149.640293	27.359707	0.673434	46.304378	282
Spifus1|Spifus1_1682608	Spifus1|Spifus1_1683335	0.000000	0.034205	0.000010	126.092852	29.907148	4.600000	0.019673	156
Spifus1|Spifus1_1682668	Spifus1|Spifus1_35378	0.315042	2.742744	0.114864	138.255362	38.744638	1.932970	2.539371	195
Spifus1|Spifus1_1682670	Spifus1|Spifus1_555393	0.487718	1.403578	0.347482	366.655770	128.344230	2.257553	2.175551	588
Spifus1|Spifus1_1682695	Spifus1|Spifus1_452966	0.550935	2.322439	0.237222	256.110763	94.889237	1.607174	3.089528	960
Spifus1|Spifus1_1683690	Spifus1|Spifus1_1816888	0.522734	3.065625	0.170515	222.409257	59.590743	1.293488	3.180254	8829
Spifus1|Spifus1_1683898	Spifus1|Spifus1_740810	0.829989	1.809077	0.458791	568.994835	181.005165	1.648266	3.198847	1608
Spifus1|Spifus1_1683990	Spifus1|Spifus1_1850494	0.365174	2.326592	0.156957	673.400455	208.599545	1.508136	2.487192	1287
Spifus1|Spifus1_1684279	Spifus1|Spifus1_1356159	0.337478	3.812807	0.088512	588.623006	161.376994	1.065542	3.255787	2199
Spifus1|Spifus1_1684620	Spifus1|Spifus1_1883968	0.401066	2.361339	0.169847	879.259071	278.740929	1.433820	2.618763	1785
