SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
Synrac1|Synrac1_100244	Synrac1|Synrac1_496665	0.198553	1.868803	0.106246	478.101425	163.898575	2.277646	1.874872	642
Synrac1|Synrac1_100339	Synrac1|Synrac1_565423	0.390763	4.070676	0.095995	792.404825	227.595175	1.049823	3.635615	1365
Synrac1|Synrac1_101730	Synrac1|Synrac1_492793	0.315485	4.105161	0.076851	769.695909	238.304091	1.272978	3.634238	1119
Synrac1|Synrac1_101933	Synrac1|Synrac1_497722	0.754742	2.082041	0.362501	583.802131	193.197869	1.372462	3.254308	1725
Synrac1|Synrac1_102016	Synrac1|Synrac1_479436	0.756833	5.501334	0.137573	5018.800378	1533.199622	1.489231	5.601207	8373
Synrac1|Synrac1_102753	Synrac1|Synrac1_499325	0.578226	3.430438	0.168557	386.076900	96.923100	0.912497	3.451728	1083
Synrac1|Synrac1_103526	Synrac1|Synrac1_459755	0.570458	4.005692	0.142412	646.294737	208.705263	1.730431	4.226992	1326
Synrac1|Synrac1_104349	Synrac1|Synrac1_497588	0.444960	2.596649	0.171359	1098.936612	335.063388	1.352522	2.843148	1671
Synrac1|Synrac1_104540	Synrac1|Synrac1_521224	0.790190	4.136027	0.191051	978.684004	248.315996	0.926532	4.401926	1347
Synrac1|Synrac1_104589	Synrac1|Synrac1_446747	0.561130	0.686077	0.817882	296.201311	129.798689	2.494808	1.797600	975
Synrac1|Synrac1_104596	Synrac1|Synrac1_113688	0.824129	2.445886	0.336945	453.694091	170.305909	1.393768	3.800247	1716
Synrac1|Synrac1_105495	Synrac1|Synrac1_488227	0.497264	2.158729	0.230350	1154.878598	417.121402	1.087140	2.814373	1938
Synrac1|Synrac1_10675	Synrac1|Synrac1_493027	0.451789	3.598555	0.125547	421.723394	121.276606	0.892986	3.463816	798
Synrac1|Synrac1_108432	Synrac1|Synrac1_71631	0.350201	0.321589	1.088969	611.020342	204.979658	1.864218	1.029041	1158
Synrac1|Synrac1_109313	Synrac1|Synrac1_482450	0.760207	2.682878	0.283355	1210.250103	352.749897	1.738008	3.582390	2028
Synrac1|Synrac1_109326	Synrac1|Synrac1_528128	0.048131	0.045335	1.061672	322.024753	136.975247	2.115605	0.141889	471
Synrac1|Synrac1_109399	Synrac1|Synrac1_505920	0.715616	2.923577	0.244774	626.261947	207.738053	1.626644	3.796768	918
Synrac1|Synrac1_110360	Synrac1|Synrac1_372974	0.245288	0.278884	0.879534	154.710450	55.289550	1.632515	0.762400	414
Synrac1|Synrac1_111161	Synrac1|Synrac1_522651	0.692419	4.721317	0.146658	1066.989015	307.010985	1.114550	4.777947	1959
Synrac1|Synrac1_111360	Synrac1|Synrac1_567061	0.302324	0.331287	0.912574	297.915740	122.084260	2.347570	0.932228	492
Synrac1|Synrac1_111612	Synrac1|Synrac1_493239	0.444832	2.653160	0.167661	1743.548166	527.451834	1.672450	2.873185	2502
Synrac1|Synrac1_112195	Synrac1|Synrac1_508889	0.616161	3.501802	0.175955	415.401573	106.598427	0.963033	3.616326	849
Synrac1|Synrac1_115486	Synrac1|Synrac1_503608	0.192502	1.171963	0.164256	254.988317	96.011683	4.009128	1.381263	2163
Synrac1|Synrac1_116454	Synrac1|Synrac1_28818	0.609325	2.936187	0.207523	1101.628216	386.371784	0.868573	3.640543	2499
Synrac1|Synrac1_117032	Synrac1|Synrac1_493907	0.325293	4.619961	0.070410	1587.596600	473.403400	1.216505	3.935284	2244
Synrac1|Synrac1_117498	Synrac1|Synrac1_499713	0.037557	0.073499	0.510988	327.714991	86.285009	1.258495	0.135144	1407
Synrac1|Synrac1_119467	Synrac1|Synrac1_430950	0.189778	4.035545	0.047027	781.819904	217.180096	1.599827	3.077514	1587
Synrac1|Synrac1_119821	Synrac1|Synrac1_517485	0.770903	4.137443	0.186324	891.214576	248.785424	0.892763	4.516778	1752
Synrac1|Synrac1_119946	Synrac1|Synrac1_523379	0.395845	0.873443	0.453201	557.456298	195.543702	1.750292	1.559612	1977
Synrac1|Synrac1_122621	Synrac1|Synrac1_461659	0.585512	3.864802	0.151499	1669.787444	517.212556	0.951220	4.083133	2808
Synrac1|Synrac1_123003	Synrac1|Synrac1_492796	0.075837	0.445109	0.170379	145.781398	37.218602	0.649085	0.452819	711
Synrac1|Synrac1_124878	Synrac1|Synrac1_523732	0.854485	4.593656	0.186014	1537.912753	457.087247	1.900758	5.133572	2643
Synrac1|Synrac1_124997	Synrac1|Synrac1_560078	0.629714	4.059127	0.155135	765.882803	224.117197	0.937723	4.218204	1239
Synrac1|Synrac1_125701	Synrac1|Synrac1_19250	0.496148	5.102689	0.097233	3175.927333	901.072667	1.227046	4.542771	5025
Synrac1|Synrac1_126611	Synrac1|Synrac1_483765	0.391665	5.239669	0.074750	4024.368691	1081.631309	1.383625	4.255931	5739
Synrac1|Synrac1_12677	Synrac1|Synrac1_481818	0.000000	0.016403	0.000010	157.279958	61.720042	4.600000	0.013869	1707
Synrac1|Synrac1_127023	Synrac1|Synrac1_547176	0.157843	0.320738	0.492126	284.729601	84.270399	1.002059	0.585133	1086
Synrac1|Synrac1_128530	Synrac1|Synrac1_552438	0.595405	3.145526	0.189286	290.710335	66.289665	0.579800	3.206776	3084
