SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
Morve1|Morve1_10005	Morve1|Morve1_8945	0.403798	2.320775	0.173993	1256.000588	438.999412	1.022632	2.700866	1878
Morve1|Morve1_10006	Morve1|Morve1_5845	0.331633	3.841841	0.086321	594.253275	167.746725	1.633314	3.313112	948
Morve1|Morve1_10008	Morve1|Morve1_8929	0.291384	2.937845	0.099183	820.406674	247.593326	1.193899	2.714731	1134
Morve1|Morve1_10010	Morve1|Morve1_8934	0.305009	3.095592	0.098530	873.549579	248.450421	1.074674	2.768829	1353
Morve1|Morve1_10015	Morve1|Morve1_8923	0.121907	4.652960	0.026200	1836.302479	494.697521	1.335028	3.250535	2649
Morve1|Morve1_10016	Morve1|Morve1_7693	0.300027	2.315250	0.129587	841.276585	304.723415	1.647621	2.507636	1227
Morve1|Morve1_10019	Morve1|Morve1_8918	0.201493	2.029658	0.099274	1202.270758	354.729242	1.697803	1.854004	1587
Morve1|Morve1_1001	Morve1|Morve1_2361	0.155038	2.362696	0.065619	1282.303928	319.696072	1.200466	1.786798	1704
Morve1|Morve1_10020	Morve1|Morve1_5749	0.444741	2.072418	0.214600	2106.716982	758.283018	1.806359	2.626620	3930
Morve1|Morve1_10022	Morve1|Morve1_7047	0.547142	1.839763	0.297398	1786.039912	541.960088	2.293151	2.544196	2592
Morve1|Morve1_10024	Morve1|Morve1_4311	0.201718	4.250993	0.047452	1051.547527	289.452473	1.634836	3.227240	1485
Morve1|Morve1_10028	Morve1|Morve1_8908	0.171666	2.548116	0.067370	1272.688261	377.311739	1.086048	2.145293	1896
Morve1|Morve1_10029	Morve1|Morve1_8906	0.275586	3.180868	0.086639	691.762641	217.237359	1.075374	2.909715	1083
Morve1|Morve1_10030	Morve1|Morve1_8905	0.054535	0.654526	0.083320	755.517398	240.482602	2.300511	0.598206	1002
Morve1|Morve1_10033	Morve1|Morve1_8902	0.088735	1.042171	0.085145	884.898308	213.101692	2.272828	0.821339	1113
Morve1|Morve1_10034	Morve1|Morve1_7758	0.165269	1.988159	0.083127	730.049004	214.950996	1.567400	1.739718	990
Morve1|Morve1_10036	Morve1|Morve1_5741	0.126182	1.874311	0.067322	1173.521427	281.478573	1.458484	1.393106	1488
Morve1|Morve1_10037	Morve1|Morve1_3290	0.682754	3.791243	0.180087	506.197015	156.802985	1.426390	4.253784	1653
Morve1|Morve1_10039	Morve1|Morve1_8912	0.173576	1.428360	0.121521	781.574459	220.425541	1.450391	1.348831	1008
Morve1|Morve1_10042	Morve1|Morve1_5973	0.843035	3.267174	0.258032	1171.287820	358.712180	1.269045	4.234141	2202
Morve1|Morve1_10043	Morve1|Morve1_8317	0.660998	2.458592	0.268852	658.234925	217.765075	1.603614	3.323588	951
Morve1|Morve1_10044	Morve1|Morve1_5742	0.653972	3.169401	0.206339	1805.405133	618.594867	1.175704	3.887697	2832
