SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
G670|G670.mRNA.285.1	G670|G670.mRNA.282.1	0.000000	0.000000	99.000000	514.354629	190.645371	4.600000	0.000000	1014
G670|G670.mRNA.281.1	G670|G670.mRNA.284.1	0.002746	0.007369	0.372636	1824.511076	545.488924	2.769280	0.011430	2832
G670|G670.mRNA.600.1	G670|G670.mRNA.6750.1	0.040998	0.095791	0.427996	1086.416430	242.583570	1.248680	0.152998	4092
G670|G670.mRNA.977.1	G670|G670.mRNA.974.1	0.188296	0.366590	0.513640	492.747394	143.252606	1.386850	0.685364	915
G670|G670.mRNA.3250.1	G670|G670.mRNA.5446.1	0.169466	1.147534	0.147678	771.569680	254.430320	3.922967	1.236029	1038
G670|G670.mRNA.3249.1	G670|G670.mRNA.3628.1	0.079945	1.237203	0.064617	1805.466817	594.533183	4.806508	1.099869	2421
G670|G670.mRNA.3247.1	G670|G670.mRNA.13635.1	0.363399	1.928315	0.188454	3658.271814	1186.728186	1.634545	2.240124	5190
G670|G670.mRNA.3248.1	G670|G670.mRNA.3629.1	0.092297	1.538675	0.059985	414.720923	116.279077	2.383052	1.227081	534
G670|G670.mRNA.3246.1	G670|G670.mRNA.4683.1	0.000000	0.000000	99.000000	1413.164552	551.835448	4.600000	0.000000	1965
G670|G670.mRNA.14017.1	G670|G670.mRNA.6190.1	0.986010	4.104128	0.240248	929.023704	237.976296	0.479671	4.865583	1494
G670|G670.mRNA.14037.1	G670|G670.mRNA.3141.1	0.008449	1.276423	0.006619	595.432955	130.567045	3.016311	0.709461	726
G670|G670.mRNA.14023.1	G670|G670.mRNA.8821.1	0.108718	3.113859	0.034914	2507.281049	801.718951	4.000052	2.510449	3375
G670|G670.mRNA.14033.1	G670|G670.mRNA.5797.1	0.427793	3.340541	0.128061	391.025173	85.974827	0.404978	2.858367	519
G670|G670.mRNA.14024.1	G670|G670.mRNA.8820.1	0.037668	1.166066	0.032304	810.327156	224.672844	2.861125	0.847847	1035
G670|G670.mRNA.14022.1	G670|G670.mRNA.2994.1	0.775319	2.257480	0.343445	669.993181	203.006819	1.484459	3.359939	2172
G670|G670.mRNA.14018.1	G670|G670.mRNA.8825.1	0.018878	1.112186	0.016974	715.388878	181.611122	1.752652	0.720703	897
G670|G670.mRNA.14032.1	G670|G670.mRNA.8828.1	0.066042	1.289935	0.051198	1184.793763	402.206237	3.503841	1.128669	1587
G670|G670.mRNA.14016.1	G670|G670.mRNA.12427.1	0.274702	1.315187	0.208869	1147.291458	373.708542	2.254137	1.591045	1530
G670|G670.mRNA.14027.1	G670|G670.mRNA.10113.1	0.892068	4.867741	0.183261	2719.264757	658.735243	1.305549	5.002063	3759
G670|G670.mRNA.14015.1	G670|G670.mRNA.12835.1	0.733406	3.893735	0.188355	735.235720	179.764280	0.965597	4.062888	1527
G670|G670.mRNA.14021.1	G670|G670.mRNA.8933.1	0.308180	3.950530	0.078010	895.094038	193.905962	1.521386	2.870195	1206
G670|G670.mRNA.14013.1	G670|G670.mRNA.2763.1	0.394627	1.733233	0.227683	1879.491648	529.508352	1.880239	2.066574	2745
G670|G670.mRNA.14035.1	G670|G670.mRNA.3142.1	0.178043	1.308312	0.136086	2595.061721	749.938279	2.467815	1.294338	3486
G670|G670.mRNA.14012.1	G670|G670.mRNA.2762.1	0.119961	1.876582	0.063925	1462.283466	358.716534	1.483083	1.397986	1929
G670|G670.mRNA.14026.1	G670|G670.mRNA.12261.1	0.586424	3.802950	0.154202	584.730220	159.269780	1.677383	3.824980	1176
G670|G670.mRNA.14030.1	G670|G670.mRNA.12457.1	0.003282	0.286924	0.011438	305.378719	129.621281	8.901123	0.263405	435
G670|G670.mRNA.14034.1	G670|G670.mRNA.12455.1	0.176990	1.447081	0.122308	924.213751	290.786249	4.026389	1.442884	1302
G670|G670.mRNA.2977.1	G670|G670.mRNA.13224.1	0.545853	3.638036	0.150041	505.168363	127.831637	1.263900	3.510917	1425
G670|G670.mRNA.2969.1	G670|G670.mRNA.4285.1	0.546987	2.077844	0.263247	996.816721	299.183279	1.691097	2.701162	1632
G670|G670.mRNA.2975.1	G670|G670.mRNA.12205.1	0.630046	4.068421	0.154862	1030.088182	226.911818	1.098433	3.752208	2298
G670|G670.mRNA.2972.1	G670|G670.mRNA.13775.1	0.453659	3.871238	0.117187	830.547925	174.452075	1.392545	3.140690	1509
G670|G670.mRNA.325.1	G670|G670.mRNA.9950.1	0.000000	0.000000	99.000000	589.678614	169.321386	4.600000	0.000000	768
G670|G670.mRNA.2676.1	G670|G670.mRNA.6377.1	0.000000	0.000000	99.000000	1072.150665	343.849335	4.600000	0.000000	1416
G670|G670.mRNA.2682.1	G670|G670.mRNA.3968.1	0.356509	1.705816	0.208996	450.511761	95.488239	1.412231	1.777456	669
G670|G670.mRNA.2683.1	G670|G670.mRNA.10609.1	0.430859	1.903943	0.226298	904.924438	271.075562	2.130455	2.311244	1356
G670|G670.mRNA.2678.1	G670|G670.mRNA.6379.1	0.000000	0.000000	99.000000	478.557997	136.442003	4.600000	0.000000	615
G670|G670.mRNA.2685.1	G670|G670.mRNA.3975.1	0.022863	0.653481	0.034987	178.185239	55.814761	3.976369	0.519844	324
