SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
G676|G676.mRNA.9662.1	G676|G676.mRNA.9866.1	0.295578	0.850223	0.347648	534.930860	212.069140	4.234378	1.359117	1173
G676|G676.mRNA.9660.1	G676|G676.mRNA.2646.1	0.093858	1.143408	0.082086	1287.750999	401.249001	1.944444	1.029587	1719
G676|G676.mRNA.8495.1	G676|G676.mRNA.2663.1	0.078688	0.413588	0.190257	960.773092	332.226908	3.654888	0.494214	1293
G676|G676.mRNA.8496.1	G676|G676.mRNA.2666.1	0.066453	1.203949	0.055196	324.122695	86.877305	11.398926	0.920692	411
G676|G676.mRNA.8498.1	G676|G676.mRNA.2669.1	0.109359	2.460499	0.044446	1438.507331	487.492669	3.051560	2.113379	2340
G676|G676.mRNA.532.1	G676|G676.mRNA.4540.1	0.203276	1.448318	0.140353	682.839047	232.160953	3.245545	1.557533	951
G676|G676.mRNA.3156.1	G676|G676.mRNA.1446.1	0.758562	3.777713	0.200799	593.000289	153.999711	1.259091	4.142949	912
G676|G676.mRNA.3162.1	G676|G676.mRNA.831.1	0.008517	0.044012	0.193514	236.422592	93.577408	4.600000	0.055746	330
G676|G676.mRNA.9146.1	G676|G676.mRNA.11383.1	0.110838	1.132635	0.097859	2336.230959	759.769041	1.696924	1.084772	3300
G676|G676.mRNA.9148.1	G676|G676.mRNA.10691.1	0.125323	0.185889	0.674182	565.513931	211.486069	2.104267	0.425425	906
G676|G676.mRNA.9147.1	G676|G676.mRNA.1551.1	0.636958	4.041028	0.157623	720.226435	218.773565	1.039682	4.290174	1185
G676|G676.mRNA.9145.1	G676|G676.mRNA.5952.1	0.036135	0.032299	1.118766	313.806623	127.193377	8.066843	0.105087	444
G676|G676.mRNA.6620.1	G676|G676.mRNA.8419.1	0.796300	3.829271	0.207951	711.041355	164.958645	1.281372	4.102308	1056
G676|G676.mRNA.6610.1	G676|G676.mRNA.2266.1	0.457348	5.285887	0.086523	4213.618195	1150.381805	1.496101	4.478680	5928
G676|G676.mRNA.6628.1	G676|G676.mRNA.476.1	0.139912	1.547322	0.090422	2972.940985	888.059015	2.223062	1.390881	4272
G676|G676.mRNA.6603.1	G676|G676.mRNA.4227.1	0.371281	3.938566	0.094268	865.162590	190.837410	1.143298	3.047853	1107
G676|G676.mRNA.6609.1	G676|G676.mRNA.12793.1	0.288872	4.549100	0.063501	1567.276262	430.723738	1.489022	3.621844	2838
G676|G676.mRNA.6597.1	G676|G676.mRNA.1995.1	0.098332	0.962468	0.102167	590.978035	147.021965	2.193913	0.811447	798
G676|G676.mRNA.6621.1	G676|G676.mRNA.6271.1	0.372278	4.005507	0.092942	823.346297	208.653703	1.457634	3.320575	1272
G676|G676.mRNA.6614.1	G676|G676.mRNA.4664.1	0.037030	1.560231	0.023734	694.915023	190.084977	2.624951	1.092574	1053
G676|G676.mRNA.6604.1	G676|G676.mRNA.4653.1	0.024505	0.741763	0.033036	1452.466496	401.533504	1.696401	0.539540	1854
G676|G676.mRNA.6611.1	G676|G676.mRNA.4663.1	0.229506	2.206847	0.103997	952.665303	268.334697	3.650924	1.992176	1257
G676|G676.mRNA.6624.1	G676|G676.mRNA.4635.1	0.282638	1.409263	0.200558	586.106433	181.893567	2.197673	1.648406	828
G676|G676.mRNA.6623.1	G676|G676.mRNA.4636.1	0.153445	1.119894	0.137017	528.947523	170.052477	3.191466	1.165687	714
G676|G676.mRNA.6608.1	G676|G676.mRNA.4659.1	0.164228	1.413229	0.116207	1560.648481	470.351519	2.206693	1.360437	2052
G676|G676.mRNA.6618.1	G676|G676.mRNA.4669.1	0.005176	2.180203	0.002374	193.971163	31.028837	0.782515	0.915374	225
G676|G676.mRNA.6631.1	G676|G676.mRNA.480.1	0.002239	0.431934	0.005183	447.457964	101.542036	0.931054	0.245143	549
G676|G676.mRNA.6619.1	G676|G676.mRNA.4672.1	0.150407	1.356888	0.110847	852.530927	269.469073	2.240882	1.320496	1122
G676|G676.mRNA.6612.1	G676|G676.mRNA.5019.1	0.231266	4.722158	0.048975	2082.487593	542.512407	1.366074	3.478214	3819
G676|G676.mRNA.6632.1	G676|G676.mRNA.482.1	0.089503	1.094498	0.081775	661.526297	169.473703	2.943520	0.883383	1470
G676|G676.mRNA.6607.1	G676|G676.mRNA.4241.1	0.098769	0.380154	0.259813	521.981489	180.018511	3.126184	0.512779	720
G676|G676.mRNA.6615.1	G676|G676.mRNA.4665.1	0.080058	1.403334	0.057049	842.375703	225.624297	2.351977	1.078835	1089
G676|G676.mRNA.6600.1	G676|G676.mRNA.4656.1	0.199109	1.633883	0.121862	379.834326	70.165674	1.197151	1.268472	528
G676|G676.mRNA.6629.1	G676|G676.mRNA.478.1	0.077724	0.814717	0.095400	363.329487	101.670513	4.870706	0.716593	465
G676|G676.mRNA.6602.1	G676|G676.mRNA.2591.1	0.194857	3.804804	0.051214	737.335956	159.664044	1.663937	2.512260	1005
G676|G676.mRNA.6596.1	G676|G676.mRNA.1996.1	0.134318	1.368856	0.098125	183.153116	56.846884	2.119438	1.280200	303
G676|G676.mRNA.9303.1	G676|G676.mRNA.8391.1	0.668347	4.097043	0.163129	925.261206	235.738794	1.344024	4.093611	1743
G676|G676.mRNA.12502.1	G676|G676.mRNA.7818.1	0.492459	4.606214	0.106912	1548.194791	464.805209	1.591726	4.326996	2223
G676|G676.mRNA.12499.1	G676|G676.mRNA.5692.1	0.076915	0.830771	0.092583	2244.502502	665.497498	2.533372	0.747951	4038
G676|G676.mRNA.12510.1	G676|G676.mRNA.1574.1	0.694484	2.943759	0.235917	561.591263	161.408737	1.461009	3.589894	1701
G676|G676.mRNA.12490.1	G676|G676.mRNA.5810.1	0.029264	0.320976	0.091171	209.603979	75.396021	5.678527	0.319306	285
