SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
N161|N161.mRNA.7122.1	N161|N161.mRNA.12815.1	0.000000	0.000000	99.000000	930.879297	383.120703	4.600000	0.000000	1314
N161|N161.mRNA.7121.1	N161|N161.mRNA.12817.1	0.000000	0.000000	99.000000	942.066094	398.933906	4.600000	0.000000	1659
N161|N161.mRNA.7127.1	N161|N161.mRNA.12811.1	0.000000	0.000000	99.000000	622.293666	262.706334	4.600000	0.000000	1005
N161|N161.mRNA.7126.1	N161|N161.mRNA.12812.1	0.000000	0.000000	99.000000	433.882111	178.117889	4.600000	0.000000	612
N161|N161.mRNA.7123.1	N161|N161.mRNA.12814.1	0.000000	0.002240	0.000010	1106.700007	447.299993	4.600000	0.001934	1815
N161|N161.mRNA.7125.1	N161|N161.mRNA.627.1	0.735784	3.114937	0.236212	641.490165	237.509835	1.675251	4.135927	942
N161|N161.mRNA.10579.1	N161|N161.mRNA.5736.1	0.000000	0.000000	99.000000	555.152890	257.847110	4.600000	0.000000	1128
N161|N161.mRNA.10578.1	N161|N161.mRNA.5737.1	0.000000	0.000000	99.000000	1744.004417	733.995583	4.600000	0.000000	2547
N161|N161.mRNA.10581.1	N161|N161.mRNA.5733.1	0.000000	0.000000	99.000000	588.828064	227.171936	4.600000	0.000000	816
N161|N161.mRNA.10580.1	N161|N161.mRNA.5734.1	0.000000	0.000000	99.000000	426.239741	185.760259	4.600000	0.000000	612
N161|N161.mRNA.7270.1	N161|N161.mRNA.5014.1	0.166904	2.381581	0.070081	2996.897434	1029.102566	2.062137	2.199021	4080
N161|N161.mRNA.7267.1	N161|N161.mRNA.5023.1	0.119055	3.604413	0.033030	351.772536	122.227464	2.670921	3.053409	492
N161|N161.mRNA.7266.1	N161|N161.mRNA.5024.1	0.207412	2.676154	0.077504	674.948657	246.051343	2.832251	2.600860	1581
N161|N161.mRNA.7271.1	N161|N161.mRNA.3918.1	0.703721	3.025969	0.232561	283.260854	85.739146	1.702858	3.729924	417
N161|N161.mRNA.14645.1	N161|N161.mRNA.3046.1	0.019248	0.090772	0.212052	342.289101	125.710899	2.793716	0.115381	468
N161|N161.mRNA.14646.1	N161|N161.mRNA.14880.1	0.000000	0.016799	0.000010	692.214677	240.785323	4.600000	0.013006	933
N161|N161.mRNA.14866.1	N161|N161.mRNA.3238.1	0.049516	1.436740	0.034464	542.936269	186.063731	2.226264	1.210737	735
