SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
G227|G227.mRNA.117.1	G227|G227.mRNA.4304.1	0.000000	0.000000	99.000000	286.214844	58.785156	4.600000	0.000000	612
G227|G227.mRNA.2016.1	G227|G227.mRNA.8183.1	0.069118	0.437295	0.158057	2262.244742	785.755258	2.955950	0.492094	3123
G227|G227.mRNA.2035.1	G227|G227.mRNA.8041.1	0.220073	3.074504	0.071580	1509.286714	317.713286	1.317002	2.149365	1953
G227|G227.mRNA.2026.1	G227|G227.mRNA.6139.1	0.594835	1.305564	0.455615	699.713041	368.286959	1.173800	2.519764	1308
G227|G227.mRNA.2037.1	G227|G227.mRNA.885.1	0.873939	2.522789	0.346418	1019.963013	351.036987	1.414048	3.888355	2061
G227|G227.mRNA.2034.1	G227|G227.mRNA.281.1	0.563565	3.760214	0.149876	2112.353351	665.646649	1.365405	3.988577	4515
G227|G227.mRNA.2030.1	G227|G227.mRNA.5551.1	0.275849	3.136246	0.087955	978.100010	269.899990	1.305630	2.683367	1431
G227|G227.mRNA.2023.1	G227|G227.mRNA.2021.1	0.437029	2.563371	0.170490	920.825885	300.174115	1.562794	2.879325	1338
G227|G227.mRNA.2031.1	G227|G227.mRNA.5812.1	0.251962	2.480290	0.101586	928.041029	274.958971	1.151742	2.283813	1296
G227|G227.mRNA.2025.1	G227|G227.mRNA.3812.1	0.635786	5.472944	0.116169	5003.752075	1476.247925	1.431613	5.213305	12636
G227|G227.mRNA.2041.1	G227|G227.mRNA.451.1	0.250611	4.071535	0.061552	819.144205	227.855795	1.577404	3.246445	1197
G227|G227.mRNA.2019.1	G227|G227.mRNA.7883.1	0.716792	2.407048	0.297789	1678.476125	538.523875	1.102281	3.382098	2544
G227|G227.mRNA.2042.1	G227|G227.mRNA.1617.1	0.219431	2.863092	0.076641	497.358596	165.641404	1.249824	2.639739	675
G227|G227.mRNA.2018.1	G227|G227.mRNA.7010.1	0.826663	2.392590	0.345510	874.708663	247.291337	0.971991	3.515390	1671
G227|G227.mRNA.80.1	G227|G227.mRNA.1965.1	0.000000	0.000000	99.000000	468.320439	152.679561	4.600000	0.000000	1008
