SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
Mycafr1|Mycafr1_1000039	Mycafr1|Mycafr1_957601	0.766551	4.352341	0.176124	1225.667646	331.332354	1.065942	4.588841	2508
Mycafr1|Mycafr1_1000071	Mycafr1|Mycafr1_863523	0.215745	0.568133	0.379743	278.284573	102.715427	2.303319	0.932240	444
Mycafr1|Mycafr1_1000203	Mycafr1|Mycafr1_513774	0.342244	1.943271	0.176117	377.289541	117.710459	2.179539	2.168898	696
Mycafr1|Mycafr1_1000337	Mycafr1|Mycafr1_850536	0.521618	4.674127	0.111597	1984.141900	508.858100	1.137707	4.107618	2922
Mycafr1|Mycafr1_1000372	Mycafr1|Mycafr1_823789	0.355608	4.425057	0.080362	1016.927218	351.072782	1.875210	4.199878	2010
Mycafr1|Mycafr1_1000413	Mycafr1|Mycafr1_910178	0.541366	4.099503	0.132056	789.486954	236.513046	1.249956	4.084758	1446
Mycafr1|Mycafr1_1000581	Mycafr1|Mycafr1_851681	0.701211	2.379357	0.294706	885.469954	272.530046	1.315044	3.288464	1398
Mycafr1|Mycafr1_1000814	Mycafr1|Mycafr1_822383	0.333812	2.764125	0.120766	3835.277509	1069.722491	1.408754	2.591502	5070
Mycafr1|Mycafr1_1000853	Mycafr1|Mycafr1_817097	0.790672	4.706096	0.168010	1784.982653	531.017347	1.347666	5.065226	3273
Mycafr1|Mycafr1_1000863	Mycafr1|Mycafr1_890614	0.442240	2.175909	0.203244	1127.735078	324.264922	1.968514	2.488224	1560
Mycafr1|Mycafr1_1001129	Mycafr1|Mycafr1_948261	0.957445	5.041289	0.189921	2997.756530	830.243470	1.300562	5.529533	5895
Mycafr1|Mycafr1_1001137	Mycafr1|Mycafr1_312141	0.703671	4.640983	0.151621	1919.139839	486.860161	1.130774	4.501187	2904
Mycafr1|Mycafr1_1001421	Mycafr1|Mycafr1_881931	0.042860	0.396553	0.108081	264.217030	83.782970	2.715026	0.384040	519
Mycafr1|Mycafr1_1001523	Mycafr1|Mycafr1_879780	0.956714	4.864358	0.196678	2479.229404	655.770596	1.262805	5.322312	3594
Mycafr1|Mycafr1_1001529	Mycafr1|Mycafr1_871465	0.755455	4.277951	0.176593	1133.954487	300.045513	1.022834	4.477472	1845
Mycafr1|Mycafr1_1001850	Mycafr1|Mycafr1_917843	0.222703	1.494309	0.149034	314.508497	96.491503	1.714960	1.563724	426
Mycafr1|Mycafr1_1001853	Mycafr1|Mycafr1_826869	0.880150	4.212066	0.208959	1051.187682	274.812318	1.166042	4.712060	2169
Mycafr1|Mycafr1_1001881	Mycafr1|Mycafr1_434756	0.449718	1.857472	0.242113	453.595412	134.404588	2.516865	2.314504	672
Mycafr1|Mycafr1_1002337	Mycafr1|Mycafr1_882909	1.040237	4.558323	0.228206	1492.947081	436.052919	1.282062	5.506513	2325
Mycafr1|Mycafr1_1002486	Mycafr1|Mycafr1_918119	0.275896	4.385391	0.062913	1153.740748	346.259252	1.377150	3.673590	1701
Mycafr1|Mycafr1_1002496	Mycafr1|Mycafr1_873041	0.659536	4.987501	0.132238	2488.214521	772.785479	1.918740	5.055506	4077
Mycafr1|Mycafr1_1002511	Mycafr1|Mycafr1_1005274	0.662203	2.988948	0.221551	766.116545	220.883455	1.736507	3.548736	1635
Mycafr1|Mycafr1_1002731	Mycafr1|Mycafr1_866429	0.528023	2.504794	0.210805	509.776647	144.223353	1.670632	2.891852	1176
Mycafr1|Mycafr1_1002978	Mycafr1|Mycafr1_858021	0.392822	4.524680	0.086818	1620.075085	416.924915	1.236111	3.715543	2418
Mycafr1|Mycafr1_1003013	Mycafr1|Mycafr1_916545	0.827099	4.901408	0.168747	2632.021424	688.978576	1.451980	5.017080	4170
Mycafr1|Mycafr1_1003342	Mycafr1|Mycafr1_836431	0.075092	0.074246	1.011393	1454.517035	471.482965	2.108732	0.224656	3066
Mycafr1|Mycafr1_1003399	Mycafr1|Mycafr1_831030	0.363747	0.569819	0.638355	313.411088	109.588912	0.645605	1.251404	510
Mycafr1|Mycafr1_1003640	Mycafr1|Mycafr1_906785	0.062165	1.557207	0.039921	310.355754	55.644246	0.534030	0.868386	366
Mycafr1|Mycafr1_1003784	Mycafr1|Mycafr1_906493	0.693568	4.159015	0.166763	958.954865	256.045135	1.536664	4.271596	1548
Mycafr1|Mycafr1_1004027	Mycafr1|Mycafr1_835590	0.545111	4.658183	0.117022	1988.845576	498.154424	1.223450	4.106919	3528
Mycafr1|Mycafr1_1004165	Mycafr1|Mycafr1_900758	0.749804	4.324357	0.173391	1048.802656	319.197344	1.289248	4.751577	1803
Mycafr1|Mycafr1_1004229	Mycafr1|Mycafr1_991685	0.022840	0.035285	0.647296	637.707441	223.292559	2.891721	0.078202	1416
Mycafr1|Mycafr1_1004412	Mycafr1|Mycafr1_831868	0.456430	0.992138	0.460047	325.544538	91.455462	1.353252	1.721760	462
Mycafr1|Mycafr1_1004764	Mycafr1|Mycafr1_844789	0.065631	0.815697	0.080460	390.103350	83.896650	0.988063	0.595172	474
Mycafr1|Mycafr1_1004815	Mycafr1|Mycafr1_903221	0.496373	5.243558	0.094663	1741.251914	571.748086	1.291421	5.009474	2766
Mycafr1|Mycafr1_1004889	Mycafr1|Mycafr1_894075	0.697996	1.974672	0.353474	1121.729002	390.270998	1.942650	3.082578	1662
Mycafr1|Mycafr1_1005392	Mycafr1|Mycafr1_899674	0.009245	0.013734	0.673150	1251.656751	404.343249	1.943164	0.031024	1680
Mycafr1|Mycafr1_101811	Mycafr1|Mycafr1_517961	0.603438	2.299911	0.262374	442.155916	127.844084	1.707900	2.951808	888
Mycafr1|Mycafr1_102475	Mycafr1|Mycafr1_814872	0.335940	3.948525	0.085080	640.611612	193.388388	1.028857	3.520886	1128
Mycafr1|Mycafr1_103143	Mycafr1|Mycafr1_872274	0.827327	5.108934	0.161937	3384.393017	908.606983	1.300135	5.200569	5418
Mycafr1|Mycafr1_104187	Mycafr1|Mycafr1_806141	0.254988	1.822861	0.139883	622.790589	184.209411	2.165229	1.838632	891
Mycafr1|Mycafr1_10631	Mycafr1|Mycafr1_906414	0.386495	4.058336	0.095235	700.118853	223.881147	1.433232	3.828499	1131
Mycafr1|Mycafr1_106594	Mycafr1|Mycafr1_819476	0.206490	1.897761	0.108807	1638.252591	497.747409	1.462875	1.801809	2160
Mycafr1|Mycafr1_107691	Mycafr1|Mycafr1_901070	0.558887	3.559993	0.156991	412.801367	115.198633	1.392425	3.640998	2091
Mycafr1|Mycafr1_108904	Mycafr1|Mycafr1_849190	0.364900	1.424228	0.256209	1195.376838	313.623162	1.566609	1.755197	1524
Mycafr1|Mycafr1_111584	Mycafr1|Mycafr1_844920	0.641760	3.630584	0.176765	461.432106	126.567894	1.487668	3.855327	957
Mycafr1|Mycafr1_112860	Mycafr1|Mycafr1_820600	0.518755	4.576577	0.113350	1479.203815	446.796185	1.467648	4.380282	2088
Mycafr1|Mycafr1_113270	Mycafr1|Mycafr1_876992	0.743448	3.926067	0.189362	730.316726	187.683274	0.794298	4.182384	1131
Mycafr1|Mycafr1_113826	Mycafr1|Mycafr1_830284	0.560977	3.381483	0.165897	311.201416	90.798584	1.678490	3.594109	438
Mycafr1|Mycafr1_114805	Mycafr1|Mycafr1_377334	0.470957	4.368032	0.107819	1239.662949	338.337051	1.318156	3.919573	1890
Mycafr1|Mycafr1_114948	Mycafr1|Mycafr1_899121	0.685833	4.075756	0.168271	784.858057	229.141943	1.503825	4.355647	1533
Mycafr1|Mycafr1_117801	Mycafr1|Mycafr1_851159	0.528405	2.392472	0.220861	464.481723	147.518277	1.155048	2.933174	663
Mycafr1|Mycafr1_119365	Mycafr1|Mycafr1_839364	0.711890	4.708018	0.151208	1990.619902	532.380098	1.141691	4.665348	3687
Mycafr1|Mycafr1_127376	Mycafr1|Mycafr1_154115	0.418116	3.015029	0.138677	196.296712	55.703288	1.368331	2.976452	789
Mycafr1|Mycafr1_127771	Mycafr1|Mycafr1_877716	0.065537	0.136140	0.481394	752.187981	225.812019	1.728718	0.245516	1848
Mycafr1|Mycafr1_128011	Mycafr1|Mycafr1_832096	0.110187	0.191742	0.574666	384.884733	116.115267	1.213514	0.387267	828
Mycafr1|Mycafr1_129450	Mycafr1|Mycafr1_904706	0.970907	3.977612	0.244093	716.964178	201.035822	1.488202	4.888066	1233
Mycafr1|Mycafr1_130350	Mycafr1|Mycafr1_983351	0.002895	0.007677	0.377129	346.070459	130.929541	4.600000	0.012623	477
Mycafr1|Mycafr1_131466	Mycafr1|Mycafr1_822620	0.525909	4.186133	0.125631	1030.527645	265.472355	1.190442	3.827004	1329
Mycafr1|Mycafr1_132092	Mycafr1|Mycafr1_988602	0.816479	4.276192	0.190936	1158.657042	299.342958	0.922211	4.580385	2700
Mycafr1|Mycafr1_134032	Mycafr1|Mycafr1_911234	0.549530	4.554888	0.120646	1542.939563	434.060437	1.223374	4.286781	2205
Mycafr1|Mycafr1_134213	Mycafr1|Mycafr1_839868	0.133777	3.016219	0.044353	214.208292	55.791708	1.931927	2.188179	1524
Mycafr1|Mycafr1_136257	Mycafr1|Mycafr1_837130	0.026131	0.412673	0.063322	311.799149	126.200851	8.442259	0.412516	603
Mycafr1|Mycafr1_138083	Mycafr1|Mycafr1_892635	0.757486	3.188788	0.237547	572.879572	180.120428	1.806195	4.017188	1227
Mycafr1|Mycafr1_138133	Mycafr1|Mycafr1_875237	0.466082	4.207402	0.110777	1061.891311	273.108689	0.987528	3.694398	1416
Mycafr1|Mycafr1_142271	Mycafr1|Mycafr1_866198	0.386266	4.439405	0.087008	1250.883407	372.116593	1.868059	3.946672	3348
Mycafr1|Mycafr1_142469	Mycafr1|Mycafr1_70473	0.325761	4.140490	0.078677	893.201670	249.798330	1.279652	3.478368	1149
Mycafr1|Mycafr1_142634	Mycafr1|Mycafr1_843352	0.499615	1.826627	0.273518	344.655368	114.344632	2.790631	2.490587	591
Mycafr1|Mycafr1_143529	Mycafr1|Mycafr1_925260	0.096735	0.092156	1.049691	232.871749	106.128251	4.686780	0.285905	429
Mycafr1|Mycafr1_145159	Mycafr1|Mycafr1_62234	0.939509	4.404072	0.213327	1370.007727	354.992273	1.496194	4.957472	2205
Mycafr1|Mycafr1_145177	Mycafr1|Mycafr1_928246	0.876851	2.238525	0.391709	936.335560	296.664440	1.397312	3.613425	1434
Mycafr1|Mycafr1_147715	Mycafr1|Mycafr1_879580	0.554481	4.189920	0.132337	921.183703	266.816297	1.437656	4.112925	1467
Mycafr1|Mycafr1_149096	Mycafr1|Mycafr1_526553	0.074344	1.175590	0.063240	339.183057	95.816943	1.629509	0.950743	435
Mycafr1|Mycafr1_150541	Mycafr1|Mycafr1_824534	0.338518	4.045045	0.083687	866.051591	219.948409	1.127342	3.267610	1113
Mycafr1|Mycafr1_154107	Mycafr1|Mycafr1_858969	0.574438	4.290310	0.133892	1005.968848	305.031152	1.902237	4.317036	1734
Mycafr1|Mycafr1_154116	Mycafr1|Mycafr1_826491	0.614784	4.700220	0.130799	1918.126744	526.873256	1.464213	4.485464	2988
Mycafr1|Mycafr1_1545	Mycafr1|Mycafr1_910142	0.389283	3.637702	0.107013	454.225228	127.774772	1.506500	3.307364	600
Mycafr1|Mycafr1_156770	Mycafr1|Mycafr1_846419	0.721703	4.888941	0.147619	2430.378969	677.621031	1.133881	4.890792	4653
Mycafr1|Mycafr1_16359	Mycafr1|Mycafr1_857573	0.869068	4.319513	0.201196	1215.857474	317.142526	0.896856	4.748658	2190
