SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
N156|N156.mRNA.17166.1	N156|N156.mRNA.1795.1	0.191965	3.442220	0.055768	420.542334	98.457666	1.034816	2.425678	537
N156|N156.mRNA.17163.1	N156|N156.mRNA.8820.1	0.110217	2.547456	0.043265	1459.185228	331.814772	1.237486	1.685277	1806
N156|N156.mRNA.17168.1	N156|N156.mRNA.5422.1	0.174408	2.164842	0.080564	1083.510811	335.489189	2.149357	1.934998	1494
N156|N156.mRNA.17165.1	N156|N156.mRNA.10325.1	0.053139	3.405598	0.015603	926.083933	210.916067	1.110411	2.025083	1158
N156|N156.mRNA.17167.1	N156|N156.mRNA.8811.1	0.300725	4.589870	0.065519	1732.214014	454.785986	1.824068	3.577954	2709
N156|N156.mRNA.1473.1	N156|N156.mRNA.9982.1	0.167978	4.514904	0.037205	1763.473905	411.526095	1.428991	2.971345	2241
N156|N156.mRNA.1476.1	N156|N156.mRNA.16798.1	0.272313	4.823912	0.056451	1780.466608	538.533392	2.043563	3.987945	2547
N156|N156.mRNA.10345.1	N156|N156.mRNA.14190.1	0.285036	4.408003	0.064663	1668.141981	356.858019	1.322329	3.034832	2229
N156|N156.mRNA.10332.1	N156|N156.mRNA.10376.1	0.205074	4.377047	0.046852	1316.571776	342.428224	1.725662	3.198588	1881
N156|N156.mRNA.10359.1	N156|N156.mRNA.3209.1	0.000000	0.000000	99.000000	644.254046	234.745954	4.600000	0.000000	879
N156|N156.mRNA.10324.1	N156|N156.mRNA.9639.1	0.018712	0.000000	99.000000	216.449273	92.550727	4.600000	0.039321	2355
N156|N156.mRNA.10330.1	N156|N156.mRNA.17867.1	0.118761	4.024462	0.029510	833.005742	213.994258	1.620719	2.751118	1086
N156|N156.mRNA.10327.1	N156|N156.mRNA.4313.1	0.354892	3.335496	0.106399	379.601491	85.398509	1.269856	2.706865	480
N156|N156.mRNA.10329.1	N156|N156.mRNA.17868.1	0.041073	3.701576	0.011096	700.866356	139.133644	1.372101	1.942145	840
N156|N156.mRNA.10349.1	N156|N156.mRNA.9413.1	0.079093	4.290639	0.018434	1329.834998	305.165002	1.913958	2.595474	1656
N156|N156.mRNA.10342.1	N156|N156.mRNA.21946.1	0.264352	4.072979	0.064904	933.577329	299.422671	2.420165	3.567726	2316
N156|N156.mRNA.10333.1	N156|N156.mRNA.10375.1	0.148615	1.661369	0.089453	921.881234	284.118766	2.062846	1.515003	1209
N156|N156.mRNA.10344.1	N156|N156.mRNA.386.1	0.160631	4.300117	0.037355	1235.954268	309.045732	1.495615	2.965953	1566
N156|N156.mRNA.10336.1	N156|N156.mRNA.168.1	0.336920	2.298068	0.146610	537.588177	125.411823	1.571469	2.123662	1071
N156|N156.mRNA.10339.1	N156|N156.mRNA.385.1	0.167074	5.060170	0.033017	3501.590174	851.409826	1.635825	3.372366	4386
N156|N156.mRNA.10356.1	N156|N156.mRNA.3212.1	0.001094	0.000000	99.000000	914.996489	345.003511	4.600000	0.002383	1341
N156|N156.mRNA.10338.1	N156|N156.mRNA.3261.1	0.152496	4.487114	0.033985	1784.443429	396.556571	1.410066	2.821892	2187
N156|N156.mRNA.10354.1	N156|N156.mRNA.9417.1	0.334847	3.774153	0.088721	530.729568	153.270432	1.601223	3.316576	711
N156|N156.mRNA.10357.1	N156|N156.mRNA.3211.1	0.000000	0.000000	99.000000	743.836302	279.163698	4.600000	0.000000	1023
N156|N156.mRNA.10347.1	N156|N156.mRNA.8682.1	0.167558	3.259778	0.051402	950.377285	219.622715	1.419786	2.244011	1173
N156|N156.mRNA.10335.1	N156|N156.mRNA.169.1	0.190738	4.030054	0.047329	329.036442	87.963558	2.233325	3.001854	498
N156|N156.mRNA.10346.1	N156|N156.mRNA.21943.1	0.228597	3.698134	0.061814	518.503483	138.496517	1.750396	2.879942	909
N156|N156.mRNA.10355.1	N156|N156.mRNA.6247.1	0.232739	4.321224	0.053859	1200.133230	317.866770	1.746221	3.266583	1614
N156|N156.mRNA.10358.1	N156|N156.mRNA.3210.1	0.000000	0.000000	99.000000	1091.162156	429.837844	4.600000	0.000000	1521
N156|N156.mRNA.10326.1	N156|N156.mRNA.1986.1	0.213301	4.198686	0.050802	1002.046915	269.953085	1.341947	3.177326	1419
