SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
Phaart1|Phaart1_101521	Phaart1|Phaart1_432067	0.412999	3.939980	0.104823	783.802668	191.197332	1.092455	3.313917	1224
Phaart1|Phaart1_102201	Phaart1|Phaart1_608542	0.304212	1.074605	0.283092	1344.863814	350.136186	2.142579	1.390056	1800
Phaart1|Phaart1_102378	Phaart1|Phaart1_112811	0.017394	0.069133	0.251601	349.098271	121.901729	2.117789	0.092354	618
Phaart1|Phaart1_102459	Phaart1|Phaart1_589347	0.254981	1.446612	0.176261	1338.237111	386.762889	2.882922	1.566472	1788
Phaart1|Phaart1_102582	Phaart1|Phaart1_539841	0.420134	4.130624	0.101712	1082.466447	246.533553	1.792438	3.325324	1860
Phaart1|Phaart1_10268	Phaart1|Phaart1_492533	0.546680	1.047573	0.521854	361.838479	124.161521	2.943034	2.023940	1005
Phaart1|Phaart1_103088	Phaart1|Phaart1_542114	0.330953	0.846620	0.390910	655.984503	217.015497	3.170466	1.377421	2550
Phaart1|Phaart1_10338	Phaart1|Phaart1_520352	0.039375	0.055433	0.710317	523.169350	208.830650	6.625607	0.131869	3078
Phaart1|Phaart1_103765	Phaart1|Phaart1_102386	0.000000	0.009429	0.000010	241.277977	106.722023	4.600000	0.008675	1959
Phaart1|Phaart1_104002	Phaart1|Phaart1_517886	0.649463	3.257272	0.199388	376.059761	76.940239	0.762689	3.277165	1110
Phaart1|Phaart1_104706	Phaart1|Phaart1_443130	0.157774	4.076685	0.038702	1114.574160	229.425840	1.072393	2.480241	1557
Phaart1|Phaart1_105057	Phaart1|Phaart1_509959	0.363768	3.843660	0.094641	578.846143	168.153857	1.345978	3.441333	777
Phaart1|Phaart1_105082	Phaart1|Phaart1_561105	0.354671	2.082686	0.170295	1346.561401	303.438599	1.427756	2.017371	2253
Phaart1|Phaart1_105175	Phaart1|Phaart1_565342	0.435429	4.316529	0.100875	1187.116915	315.883085	1.565322	3.753341	1569
Phaart1|Phaart1_105768	Phaart1|Phaart1_449036	0.229548	2.488467	0.092245	1327.653311	319.346689	1.319135	2.002630	1674
Phaart1|Phaart1_107101	Phaart1|Phaart1_518961	0.038209	2.671243	0.014304	268.495957	97.504043	3.551371	2.218983	366
Phaart1|Phaart1_107442	Phaart1|Phaart1_533098	0.520076	3.737122	0.139165	568.113383	145.886617	1.415673	3.532178	927
Phaart1|Phaart1_10946	Phaart1|Phaart1_430355	0.274075	1.716940	0.159630	1067.642973	297.357027	1.607577	1.765183	1521
Phaart1|Phaart1_109643	Phaart1|Phaart1_439106	0.845204	2.064461	0.409407	461.199159	132.800841	1.953966	3.353381	939
Phaart1|Phaart1_109942	Phaart1|Phaart1_573505	0.191880	0.353895	0.542195	170.793248	42.206752	2.529078	0.671952	516
Phaart1|Phaart1_110986	Phaart1|Phaart1_608340	0.714951	4.719051	0.151503	2129.730871	540.269129	1.619441	4.575518	3108
Phaart1|Phaart1_110998	Phaart1|Phaart1_520204	0.309552	4.199721	0.073708	1187.674094	270.325906	1.670258	3.092469	1767
Phaart1|Phaart1_112522	Phaart1|Phaart1_500980	0.802742	1.575629	0.509474	287.771742	87.228258	2.221136	2.947566	489
Phaart1|Phaart1_112590	Phaart1|Phaart1_431382	0.353648	5.409257	0.065378	5450.935155	1356.064845	1.571549	4.082421	7590
Phaart1|Phaart1_112801	Phaart1|Phaart1_568164	0.111048	0.133804	0.829932	650.722613	207.277387	2.237062	0.349638	1440
Phaart1|Phaart1_114019	Phaart1|Phaart1_467899	0.340310	1.733365	0.196329	3725.746127	891.253873	1.229021	1.827664	4989
Phaart1|Phaart1_115016	Phaart1|Phaart1_463819	0.320268	4.098856	0.078136	987.690601	236.309399	1.183376	3.149324	1305
Phaart1|Phaart1_115099	Phaart1|Phaart1_1386	0.716315	4.392008	0.163095	1666.672238	349.327762	1.161987	4.059692	2586
Phaart1|Phaart1_115919	Phaart1|Phaart1_493833	0.581953	4.182183	0.139150	1142.922227	264.077773	1.094989	3.773024	1470
Phaart1|Phaart1_11706	Phaart1|Phaart1_537761	0.297436	2.163393	0.137486	241.566614	76.433386	2.355863	2.237794	612
Phaart1|Phaart1_11726	Phaart1|Phaart1_445004	0.186573	3.823733	0.048793	770.860870	150.139130	1.178305	2.338481	1005
Phaart1|Phaart1_118098	Phaart1|Phaart1_550687	0.430999	2.554725	0.168706	1872.441016	482.558984	1.302420	2.598503	2880
Phaart1|Phaart1_118715	Phaart1|Phaart1_524134	0.244684	3.564058	0.068653	469.175375	115.824625	1.134328	2.705667	642
Phaart1|Phaart1_119244	Phaart1|Phaart1_577049	0.463301	1.522091	0.304385	1133.753977	339.246023	2.177885	2.121452	2220
Phaart1|Phaart1_120399	Phaart1|Phaart1_567843	0.577108	2.611025	0.221027	640.969039	196.030961	1.616698	3.160393	2424
Phaart1|Phaart1_120816	Phaart1|Phaart1_561390	0.248949	3.101015	0.080280	234.529979	62.470021	1.628740	2.546531	1710
Phaart1|Phaart1_121318	Phaart1|Phaart1_495528	0.560463	4.280701	0.130928	1144.852063	301.147937	1.332504	4.005750	1638
Phaart1|Phaart1_121392	Phaart1|Phaart1_507921	0.672647	2.792989	0.240834	919.599521	316.400479	2.343913	3.646284	2223
Phaart1|Phaart1_122214	Phaart1|Phaart1_534818	0.271757	3.644932	0.074557	485.987558	129.012442	0.909464	2.938107	648
Phaart1|Phaart1_125722	Phaart1|Phaart1_497667	0.402307	3.951677	0.101807	759.797262	194.202738	1.320835	3.374523	1191
Phaart1|Phaart1_125830	Phaart1|Phaart1_570019	0.524168	4.535389	0.115573	1800.079096	422.920904	1.711727	3.861882	2961
Phaart1|Phaart1_126074	Phaart1|Phaart1_539881	0.452370	3.077965	0.146970	574.687002	160.312998	1.621686	3.075138	1890
Phaart1|Phaart1_126816	Phaart1|Phaart1_337543	0.197345	3.385143	0.058297	421.757179	91.242821	1.591462	2.292993	819
Phaart1|Phaart1_12688	Phaart1|Phaart1_528510	0.024248	0.784343	0.030915	314.877306	132.122694	6.183773	0.746742	447
Phaart1|Phaart1_126973	Phaart1|Phaart1_518999	0.538719	2.179185	0.247211	461.518733	120.481267	1.871086	2.634948	879
Phaart1|Phaart1_128801	Phaart1|Phaart1_556571	0.656599	4.390671	0.149544	1799.294262	348.705738	1.151072	3.788361	2790
Phaart1|Phaart1_128807	Phaart1|Phaart1_507078	0.686616	4.330616	0.158549	1499.127867	321.872133	1.228426	3.992141	2109
Phaart1|Phaart1_130887	Phaart1|Phaart1_293479	0.402194	4.580238	0.087811	2038.017707	448.982293	1.034841	3.469391	3351
Phaart1|Phaart1_131074	Phaart1|Phaart1_497975	0.238900	0.356720	0.669713	248.086599	75.913401	2.821191	0.799516	396
Phaart1|Phaart1_132126	Phaart1|Phaart1_350320	0.520776	0.798413	0.652263	282.292364	68.707636	1.212042	1.725368	366
Phaart1|Phaart1_132389	Phaart1|Phaart1_431868	0.762552	3.751334	0.203275	652.322690	148.677310	1.597037	3.951942	906
Phaart1|Phaart1_132570	Phaart1|Phaart1_446753	0.784942	2.879103	0.272634	1119.619001	260.380999	1.184097	3.540217	2073
Phaart1|Phaart1_132766	Phaart1|Phaart1_515497	0.102693	0.693119	0.148161	1192.346752	307.653248	1.857312	0.671373	1503
Phaart1|Phaart1_133093	Phaart1|Phaart1_84416	0.603628	3.850623	0.156761	682.277536	169.722464	1.317675	3.751335	2610
Phaart1|Phaart1_133125	Phaart1|Phaart1_80492	0.561670	4.634163	0.121202	1932.546544	482.453456	1.270833	4.125740	2958
Phaart1|Phaart1_133587	Phaart1|Phaart1_431018	0.409882	3.924388	0.104445	679.736272	187.263728	1.478737	3.506946	1140
Phaart1|Phaart1_13460	Phaart1|Phaart1_492908	0.151980	0.474467	0.320318	1094.180743	348.819257	3.000576	0.689808	1491
Phaart1|Phaart1_135252	Phaart1|Phaart1_531536	0.114255	4.090578	0.027931	777.284603	233.715397	1.081506	3.100415	1011
Phaart1|Phaart1_136972	Phaart1|Phaart1_545570	0.197799	1.361341	0.145297	770.282415	213.717585	1.574255	1.351534	1287
Phaart1|Phaart1_137888	Phaart1|Phaart1_535692	0.418473	2.637757	0.158647	277.662573	79.337427	2.609041	2.735019	1587
Phaart1|Phaart1_137889	Phaart1|Phaart1_516358	0.351452	1.776188	0.197869	368.929057	105.070943	2.855368	2.001814	1407
Phaart1|Phaart1_138138	Phaart1|Phaart1_516396	0.016891	0.083701	0.201799	359.372616	114.627384	1.615013	0.099142	771
Phaart1|Phaart1_140503	Phaart1|Phaart1_509066	0.228339	3.906476	0.058451	852.155689	182.844311	1.081433	2.634369	1353
Phaart1|Phaart1_140845	Phaart1|Phaart1_503753	0.200570	4.487936	0.044691	1784.008384	396.991616	1.154856	2.942905	2376
Phaart1|Phaart1_142757	Phaart1|Phaart1_486757	0.499973	4.180354	0.119601	3642.737518	947.262482	1.540437	3.778537	5784
Phaart1|Phaart1_144480	Phaart1|Phaart1_500395	0.254810	1.668533	0.152715	1023.292012	233.707988	1.390605	1.552969	1629
Phaart1|Phaart1_14461	Phaart1|Phaart1_535022	0.301864	0.471353	0.640420	210.054074	107.945926	5.248843	1.078193	327
Phaart1|Phaart1_146822	Phaart1|Phaart1_296665	0.720444	2.584631	0.278742	725.370444	183.629556	1.811093	3.291100	2535
Phaart1|Phaart1_147386	Phaart1|Phaart1_590301	0.526823	3.707880	0.142082	546.692047	140.307953	1.660660	3.529497	825
Phaart1|Phaart1_148906	Phaart1|Phaart1_565544	0.691948	3.950521	0.175154	931.096454	193.903546	0.920327	3.760774	2079
Phaart1|Phaart1_149197	Phaart1|Phaart1_225927	0.452168	3.242957	0.139431	320.514325	75.485675	2.096386	2.952447	642
Phaart1|Phaart1_149796	Phaart1|Phaart1_515798	0.235756	1.479513	0.159347	2470.009999	670.990001	1.379624	1.504354	3246
Phaart1|Phaart1_152147	Phaart1|Phaart1_536636	0.428359	1.618206	0.264712	540.041714	164.958286	2.411289	2.120290	2070
