SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
Radspe1|Radspe1_100161	Radspe1|Radspe1_67976	0.322929	4.028000	0.080171	729.993729	215.006271	1.468637	3.497719	1233
Radspe1|Radspe1_100308	Radspe1|Radspe1_584698	0.501722	2.857269	0.175595	1081.183350	352.816650	1.243799	3.243819	1713
Radspe1|Radspe1_101171	Radspe1|Radspe1_613775	0.483446	1.653618	0.292357	1516.642980	547.357020	1.646818	2.381301	3168
Radspe1|Radspe1_10121	Radspe1|Radspe1_562128	0.009065	0.469928	0.019289	333.052830	101.947170	2.181832	0.351219	435
Radspe1|Radspe1_101373	Radspe1|Radspe1_635459	0.078617	1.468921	0.053520	1885.435090	550.564910	1.920647	1.178526	3198
Radspe1|Radspe1_101709	Radspe1|Radspe1_90274	0.556040	3.827593	0.145271	609.410002	164.589998	1.274038	3.755192	858
Radspe1|Radspe1_102126	Radspe1|Radspe1_593044	0.721288	3.389081	0.212827	331.276808	91.723192	1.139945	3.899313	645
Radspe1|Radspe1_102224	Radspe1|Radspe1_583886	0.131503	0.343905	0.382380	993.108370	347.891630	2.599762	0.559817	1497
Radspe1|Radspe1_102802	Radspe1|Radspe1_519988	0.589353	1.813604	0.324962	998.120215	324.879785	1.461081	2.669950	1527
Radspe1|Radspe1_102917	Radspe1|Radspe1_615799	0.002670	0.366039	0.007296	375.238708	86.761292	1.471850	0.212727	480
Radspe1|Radspe1_103803	Radspe1|Radspe1_489622	0.351058	2.270838	0.154594	1216.261382	361.738618	1.415973	2.373437	1947
Radspe1|Radspe1_103870	Radspe1|Radspe1_565251	0.896692	3.920559	0.228715	537.336806	185.663194	2.223627	5.019623	960
Radspe1|Radspe1_104337	Radspe1|Radspe1_583671	0.556629	2.427552	0.229296	1756.062742	580.937258	1.611619	3.065123	2934
Radspe1|Radspe1_104781	Radspe1|Radspe1_590492	0.504232	2.041262	0.247020	708.814356	251.185644	1.669454	2.719195	1029
Radspe1|Radspe1_106630	Radspe1|Radspe1_566263	0.775071	3.150016	0.246053	858.989972	260.010028	1.485042	3.980734	1356
Radspe1|Radspe1_108079	Radspe1|Radspe1_479407	0.338274	1.998371	0.169275	272.712898	90.287102	1.947484	2.253544	471
Radspe1|Radspe1_108328	Radspe1|Radspe1_108547	0.000000	0.000000	99.000000	175.199046	67.800954	4.600000	0.000000	243
Radspe1|Radspe1_108388	Radspe1|Radspe1_108490	0.000000	0.000000	99.000000	1042.879486	433.120514	4.600000	0.000000	1476
