SEQ1	SEQ2	dN	dS	OMEGA	N	S	kappa	t	LENGTH
AX774|AX774_g8	AX774|AX774_g2564	0.634006	4.034594	0.157142	758.095040	216.904960	1.286157	4.171570	1818
AX774|AX774_g9	AX774|AX774_g4207	0.541525	1.126233	0.480829	337.785295	103.214705	2.310863	2.035123	450
AX774|AX774_g14	AX774|AX774_g3080	0.879145	3.408514	0.257926	2385.341812	647.658188	1.408592	4.257777	5478
AX774|AX774_g16	AX774|AX774_g5838	0.224993	1.065643	0.211134	154.537946	49.462054	1.714109	1.286454	783
AX774|AX774_g17	AX774|AX774_g7604	0.079137	0.136696	0.578926	334.601438	124.398562	6.332407	0.284210	459
AX774|AX774_g18	AX774|AX774_g5187	0.142354	0.302185	0.471081	232.669765	61.330235	3.243183	0.527086	519
AX774|AX774_g19	AX774|AX774_g2041	0.582833	4.390411	0.132751	1073.415144	348.584856	1.484681	4.548634	1497
AX774|AX774_g21	AX774|AX774_g4490	0.339300	2.335189	0.145299	1031.140532	306.859468	2.105551	2.391122	1371
AX774|AX774_g29	AX774|AX774_g3571	0.133435	0.775849	0.171985	408.194341	152.805659	3.882641	0.925249	729
AX774|AX774_g45	AX774|AX774_g7733	0.090945	0.206272	0.440898	386.390261	123.609739	1.424290	0.356692	780
AX774|AX774_g49	AX774|AX774_g3498	0.107782	0.242946	0.443647	396.415267	122.584733	3.141688	0.419121	1530
AX774|AX774_g50	AX774|AX774_g4805	0.506116	0.822298	0.615490	492.166979	353.833021	2.138309	1.915069	1545
AX774|AX774_g55	AX774|AX774_g8029	0.289553	1.909243	0.151658	949.059968	295.940032	2.111536	2.023673	2067
AX774|AX774_g56	AX774|AX774_g2389	0.320967	0.941899	0.340766	1124.743795	348.256205	2.580884	1.403316	1587
AX774|AX774_g61	AX774|AX774_g7417	0.510914	3.399326	0.150298	354.015345	92.984655	1.694435	3.335278	609
AX774|AX774_g67	AX774|AX774_g8219	0.022097	0.050549	0.437137	322.960479	82.039521	1.312923	0.083582	405
AX774|AX774_g68	AX774|AX774_g1514	0.312964	2.525649	0.123914	904.807993	289.192007	2.155422	2.546658	2436
AX774|AX774_g69	AX774|AX774_g2794	0.014918	0.014518	1.027522	541.906855	139.093145	0.473857	0.044509	783
AX774|AX774_g70	AX774|AX774_g6220	1.003842	2.633128	0.381236	970.414001	298.585999	1.484746	4.161602	1773
AX774|AX774_g77	AX774|AX774_g4237	0.198808	1.395539	0.142460	766.366760	262.633240	1.599453	1.512755	1053
AX774|AX774_g82	AX774|AX774_g5028	0.854762	3.041591	0.281025	1264.076358	373.923642	1.419886	4.061918	2061
AX774|AX774_g88	AX774|AX774_g7569	0.934313	4.427546	0.211023	1454.721399	366.278601	1.272030	4.910840	3180
AX774|AX774_g93	AX774|AX774_g4984	0.401533	3.696046	0.108639	536.888417	138.111583	1.163106	3.226868	819
AX774|AX774_g105	AX774|AX774_g1891	0.597032	4.819231	0.123885	2241.523412	617.476588	1.283201	4.526782	3363
AX774|AX774_g113	AX774|AX774_g1019	0.121912	1.855504	0.065703	962.940863	333.059137	1.789352	1.702285	1296
AX774|AX774_g117	AX774|AX774_g118	0.149333	1.068234	0.139794	299.217519	81.782481	3.590459	1.039731	459
AX774|AX774_g119	AX774|AX774_g140	0.338936	4.409741	0.076861	1100.314299	357.685701	1.943109	4.012834	1563
AX774|AX774_g136	AX774|AX774_g6523	0.753313	1.839915	0.409428	1445.414211	417.585789	1.636831	2.990614	2760
AX774|AX774_g141	AX774|AX774_g271	0.566748	2.159095	0.262493	593.454275	195.545725	1.308004	2.884185	912
AX774|AX774_g155	AX774|AX774_g7587	0.517640	4.208844	0.122989	944.365837	273.634163	1.402548	4.040703	2274
AX774|AX774_g168	AX774|AX774_g2586	0.582314	4.053874	0.143644	746.446847	222.553153	1.338247	4.138912	1029
AX774|AX774_g171	AX774|AX774_g2582	0.939019	4.110861	0.228424	734.877779	240.122221	1.330024	5.160533	1257
AX774|AX774_g175	AX774|AX774_g6364	0.782741	4.155717	0.188353	909.078361	254.921639	1.786115	4.564317	1461
AX774|AX774_g180	AX774|AX774_g4892	0.484210	4.409254	0.109817	1142.546542	357.453458	1.804493	4.258671	1662
AX774|AX774_g183	AX774|AX774_g6691	0.568712	4.961958	0.114614	2541.090238	746.909762	1.438948	4.700075	5706
AX774|AX774_g194	AX774|AX774_g5425	0.451557	4.901932	0.092118	2250.539922	689.460078	1.420017	4.485646	3135
